,locus_tag,name,left,right,strand
225,BSU_03020,ycgA,325339,326772,1
226,BSU_03030,ycgB,326888,327469,1
228,BSU_03050,ldh,329774,330739,1
230,BSU_03070,mdr,332441,333979,-1
231,BSU_03080,ycgE,334092,334556,1
232,BSU_03090,ycgF,334630,335259,1
233,BSU_03100,ycgG,335329,336090,1
234,BSU_03110,ycgH,336092,337432,-1
235,BSU_03120,ycgI,337562,338158,1
236,BSU_03130,nadE,338288,339106,1
237,BSU_03140,tmrB,339156,339749,-1
238,new_339807_339955_c,S111,339807,339955,-1
239,BSU_03150,aroK,340025,340585,1
240,BSU_03160,ycgJ,340613,341374,-1
241,BSU_03170,ycgK,341492,342466,1
243,BSU_03190,ycgL,343578,344360,1
244,BSU_03200,putB,344551,345462,1
246,BSU_03220,putP,347150,348571,1
247,new_347670_349525_c,S117,347670,349525,-1
248,BSU_03230,putR,348724,349959,1
249,BSU_03240,ycgQ,349996,350853,-1
250,BSU_03250,ycgR,350858,351742,-1
251,BSU_03260,ycgS,351842,352696,-1
252,BSU_03270,ycgT,352858,353868,1
253,BSU_03280,nasF,353900,355351,-1
254,BSU_03290,nasE,355412,355732,-1
255,BSU_03300,nasD,355764,358181,-1
256,BSU_03330,nasA,362937,364142,1
257,BSU_03340,folEB,364259,365173,1
258,BSU_03350,yciB,365170,365754,1
259,BSU_03370,yckA,367305,367985,-1
261,BSU_03390,yckC,369236,369691,1
262,BSU_03400,yckD,369773,370105,1
263,BSU_03410,yckE,370259,371692,1
264,BSU_03420,nin,371729,372127,-1
265,BSU_03430,nucA,372154,372603,-1
266,BSU_03440,tlpC,372771,374492,-1
267,BSU_03450,hxlB,374603,375160,-1
268,BSU_03470,hxlR,376032,376394,1
269,BSU_03480,srfAA,376968,387731,1
270,BSU_03530,ycxA,403217,404443,1
271,BSU_03540,ycxB,404458,405015,-1
272,BSU_03550,ycxC,405069,406007,-1
273,BSU_03570,sfp/2,407638,408135,-1
274,BSU_03580,yczE,408240,408887,-1
275,BSU_03590,tcyC,409208,409951,-1
277,BSU_03620,bsdA,411578,412450,-1
278,BSU_03630,bsdB,412540,413154,1
279,BSU_03660,yclE,415350,416195,1
280,BSU_03670,dtpT,416235,417713,-1
281,BSU_03680,yclG,417993,419747,1
282,BSU_03690,gerKD,419763,419984,-1
283,BSU_03700,gerKA,420110,421744,1
284,BSU_03750,yclJ,426577,427260,1
285,BSU_03770,rapC,428831,429979,1
286,BSU_03780,phrC,429963,430085,1
287,BSU_03788,yczM,430185,430274,-1
289,BSU_03790,thrD,430623,431987,-1
290,BSU_03800,fpbN,432372,433322,1
291,BSU_03810,fpbO,433315,434262,1
292,BSU_03840,ycnB,436036,437454,-1
294,BSU_03860,ycnD,438516,439265,-1
295,BSU_03870,ycnE,439282,439569,-1
296,BSU_03880,yczG,439709,440023,1
297,BSU_03890,gabR,440025,441464,-1
298,BSU_03900,gabT,441571,442881,1
299,BSU_03910,gabD,442950,444338,1
300,BSU_03920,glcU,444461,445324,1
302,BSU_03940,ycnI,446174,446788,-1
304,BSU_03970,ycnL,449198,449551,1
305,BSU_03981,mtlA,449724,451160,1
306,BSU_04000,ycsA,452830,453894,1
307,BSU_04010,sipU,454029,454592,1
308,BSU_04020,yczH,454652,455260,-1
309,BSU_04030,ycsD,455346,455738,1
310,BSU_04039,yczO,455771,455935,-1
311,BSU_04040,ycsE,456068,456817,1
312,BSU_04050,pxpA,457023,457796,1
314,BSU_04070,ycsI,459049,459822,1
315,BSU_04080,pxpB,459867,460589,1
316,BSU_04120,yczI,463245,463490,1
317,BSU_04130,yczJ,463496,463783,-1
318,BSU_04140,pbpC,463934,465940,1
319,BSU_04160,mtlR,467130,469214,1
320,BSU_04170,ydaB,469426,470937,1
321,BSU_04180,ydaC,470957,471502,-1
322,BSU_04190,ydaD,471709,472569,1
324,BSU_04210,ydaF,473174,473725,1
325,BSU_04220,ydaG,473803,474225,1
326,new_474268_474634,S140,474268,474634,1
327,BSU_04230,amj,474731,475540,1
328,BSU_04240,ydzA,475584,475874,-1
329,BSU_04250,lrpC,476059,476493,1
331,BSU_04270,ydaJ,478944,480032,1
332,BSU_04320,kimA,486432,488255,1
333,BSU_04340,ydaP,488830,490554,1
334,new_490527_490638_c,S144,490527,490638,-1
335,new_490639_490854,S145,490639,490854,1
336,BSU_04359,ydzK,490777,491043,-1
337,BSU_04360,mntH,491147,492424,-1
338,BSU_04380,ydaT,492989,493441,-1
339,BSU_04390,ydbA,493559,494377,1
340,BSU_04400,gsiB,494506,494877,1
341,BSU_04410,ydbB,495009,495350,1
343,BSU_04430,ydbD,495740,496561,-1
344,BSU_04440,dctB,496646,497698,-1
345,BSU_04450,dctS,497768,499375,1
346,BSU_04460,dctR,499365,500045,1
347,BSU_04480,ydbI,501579,502631,1
348,BSU_04510,ydbL,504689,505024,1
349,BSU_04520,ydbM,505152,506297,1
350,BSU_04530,fbpB,506322,506501,-1
351,BSU_04540,ydbO,506866,507738,1
352,BSU_04550,ydbP,507753,508073,-1
353,BSU_04560,ddl,508248,509312,1
355,BSU_04580,cshA,511157,512641,1
356,BSU_04590,ydbS,512814,513293,1
357,BSU_04600,ydbT,513283,514764,1
358,BSU_04610,ydcA,515016,515615,-1
359,BSU_04620,acpS,515710,516075,1
360,BSU_04630,ydcC,516241,517257,1
361,BSU_04640,alr,517372,518541,1
363,BSU_04660,ndoA,518943,519293,1
364,new_519083_519559_c,S163,519083,519559,-1
365,BSU_04670,rsbR,519408,520232,1
367,BSU_04690,rsbT,520606,521007,1
370,BSU_04760,ydcG,524782,525222,1
371,BSU_04780,ydcI,525743,527902,1
372,BSU_04790,ydcK,528129,528581,1
373,BSU_tRNA_45,trnS-Asn,528703,528778,1
374,BSU_04800,int,529505,530611,-1
376,BSU_04839,ydzL,531978,532238,1
379,new_532412_532652_c,sncO,532583,532642,-1
383,BSU_04870,nicK,534773,535831,1
385,BSU_05000,yddK,546166,546966,-1
386,BSU_05040,yddN,550240,551259,-1
387,BSU_05050,lrpA,551519,551929,1
388,BSU_05080,yddR,553711,554475,1
389,BSU_05109,ydzN,557873,558058,1
392,BSU_05130,ydeB,560151,560612,-1
393,BSU_05140,ydzE,561180,561416,-1
394,BSU_05170,ydeE,563614,564486,-1
395,BSU_05180,ydeF,564713,566101,1
396,BSU_05200,ydeH,567662,568108,1
397,BSU_05210,ydeI,568345,568938,1
398,BSU_05220,ydeJ,569290,569949,-1
399,BSU_05230,ydeK,570371,571234,-1
400,BSU_05240,ydeL,571389,572780,1
401,BSU_05250,ydeM,572974,573399,1
402,BSU_05260,ydeN,573452,574024,-1
403,BSU_05280,ydeO,574690,575562,1
404,BSU_05290,ydeP,575712,576098,-1
405,BSU_05300,ydeQ,576209,576802,1
406,BSU_05320,ydeS,578337,578933,1
407,BSU_05330,aseR,579541,579876,1
408,BSU_05350,ydfB,581694,582479,1
409,BSU_05380,ydfE,585155,585778,-1
410,BSU_05390,ydfF,585868,586548,1
411,BSU_05400,ydfG,586628,587071,-1
412,BSU_05430,ydfJ,589717,591891,1
413,BSU_05440,nap,592303,593205,-1
414,BSU_05450,ydfK,593407,594096,-1
415,BSU_05460,ydfL,594186,594998,-1
416,BSU_05470,mneP,595109,596002,-1
417,BSU_05480,mhqN,596478,597098,1
419,BSU_05500,mhqP,598154,598543,1
420,BSU_05510,ydfQ,598729,599067,1
421,BSU_05529,ydzR,599875,600105,-1
422,BSU_05530,ydfR,600229,600906,-1
423,BSU_05540,ydfS,601019,601726,1
424,BSU_05550,cotP,601741,602172,-1
425,BSU_05580,ydgC,603012,603599,1
426,new_606414_606611_c,ncr1575,606406,606606,-1
427,BSU_05620,ydgF,606699,608075,-1
428,BSU_05630,bstG,608246,608764,-1
429,BSU_05640,ydgG,608933,609391,1
431,BSU_05660,ydgI,612191,612820,-1
432,BSU_05680,ydgK,613641,614849,1
433,BSU_05690,ydhB,614885,615622,-1
434,BSU_05700,ydhC,615871,616545,1
435,BSU_05710,ydhD,616672,617934,1
436,BSU_05720,ydhE,618095,619282,1
437,BSU_05730,ydhF,619321,620031,-1
438,BSU_05740,phoB,620097,621485,-1
439,BSU_05750,fra,621847,622218,1
440,BSU_05760,ydhH,622293,622790,-1
441,BSU_05780,ydhJ,623373,624350,1
442,BSU_05790,ydhK,624492,625109,1
443,BSU_05800,pbuE,625125,626291,-1
444,BSU_05810,gmuB,626622,626933,1
445,BSU_05830,gmuC,627284,628612,1
446,BSU_05899,ydhU/2,634651,634776,-1
447,BSU_tRNA_79,trnE-Arg,635109,635186,1
448,BSU_05900,thiL,640662,641639,1
449,BSU_05950,ydiF,644528,646456,-1
450,BSU_05960,ydiG,646582,647094,1
451,BSU_05970,rex,647091,647738,1
452,BSU_05980,tatAY,647760,647933,1
453,BSU_06000,ydiK,648742,648933,-1
454,BSU_06020,groES,649903,650187,1
456,BSU_06060,ydiO,655223,656506,1
458,new_658495_658899,S214,658495,658899,1
459,BSU_06083,ydzW/7,659129,659221,-1
460,BSU_06090,ydiR,659623,660564,1
462,BSU_06140,gutR,664775,667264,-1
463,BSU_06150,gutB,667466,668527,1
465,BSU_06170,fruC,670087,671049,1
466,BSU_06180,pspA,671245,671928,1
468,BSU_06220,ydjJ,674832,675857,-1
469,BSU_06230,iolT,676442,677863,1
470,BSU_06240,bdhA,677911,678951,-1
471,BSU_06250,ydjM,679390,679761,1
473,BSU_06270,ydjO,681255,681464,-1
474,BSU_06280,ydjP,681547,682362,-1
475,BSU_06290,yeaA,682375,683364,-1
476,BSU_06300,cotA,683462,685003,-1
477,BSU_06310,gabP,685155,686564,-1
478,BSU_06320,mneS,686962,687834,1
479,BSU_06330,yeaC,688184,689146,1
480,BSU_06360,guaA,692740,694281,1
481,BSU_06370,pbuG,694662,695984,1
482,BSU_06380,yebC,696195,696998,1
483,BSU_06390,yebD,697157,697324,1
484,BSU_06400,yebE,697538,698092,1
485,BSU_06410,yebG,698092,698289,1
489,BSU_06440,purB,700232,701527,1
490,BSU_06540,yezC,711456,711875,-1
491,BSU_06559,yezF,713308,713535,-1
492,BSU_06560,yerA,713664,715406,1
494,BSU_06580,yerC,716431,716745,1
495,BSU_06590,yerD,716780,718357,-1
496,BSU_06600,pcrB,718622,719308,1
497,BSU_06640,yerI,724987,725997,1
498,BSU_06650,sapB,726035,726733,-1
499,BSU_06660,opuE,726840,728318,-1
500,BSU_06670,gatC,728732,729022,1
501,BSU_06700,yerO,731954,732823,-1
502,BSU_06710,swrC,732955,736113,1
503,BSU_06720,dgkB,736436,737347,1
505,BSU_06811,yezG,747079,747534,-1
506,BSU_06812,yeeF,747554,749563,-1
507,BSU_06830,rapH,750959,752089,1
509,BSU_06840,yeeI,752412,753131,1
510,BSU_06850,yeeK,753265,753702,1
511,BSU_06860,yezE,753817,754401,1
512,BSU_06890,cotJA,755907,756155,1
514,BSU_06910,cotJC,756417,756986,1
515,BSU_06940,yesL,758093,758722,1
516,BSU_06970,rhiL,761662,762945,1
517,BSU_07130,lplD,782958,784298,1
518,BSU_07150,hmoA,785113,785439,-1
519,BSU_07160,yetH,785543,785905,-1
520,new_785976_786536_c,S249,785976,786536,-1
521,BSU_07170,yetI,786689,787264,1
522,BSU_07190,yezD,787715,787882,1
525,BSU_07220,yetL,789652,790155,-1
526,BSU_07240,yetN,791462,792532,-1
527,BSU_07250,yetO,792682,795867,1
528,BSU_07260,yfnI,796314,798233,1
529,BSU_07270,yfnH,798469,799233,1
531,BSU_07290,yfnF,800232,801143,1
533,BSU_07310,yfnD,802351,803286,1
534,BSU_07320,yfnC,803317,804546,-1
535,BSU_07330,yfnB,804657,805364,-1
536,BSU_07340,mtrA,805456,806841,-1
537,BSU_07350,yfmT,807091,808548,1
538,BSU_07370,yfmR,809557,811446,1
539,BSU_07380,yfmQ,811569,812015,1
540,BSU_07390,yfmP,812140,812562,1
542,BSU_07420,yfmM,814384,815940,-1
543,BSU_07430,yfmL,816113,817243,1
544,BSU_07450,yfmJ,817810,818829,-1
545,new_818976_820073,S253,818976,820073,1
546,BSU_07460,yfmI,819311,820531,-1
547,new_820648_820823,yfmH,820648,820823,1
549,BSU_07490,fecF,822903,823703,-1
551,BSU_07510,fecD,824714,825715,-1
554,BSU_07540,yfmA,827252,827419,1
555,BSU_07550,yflT,827455,827802,1
556,BSU_07560,pel,827993,829255,1
557,BSU_07570,yflS,829382,830818,1
558,BSU_07580,citS,830945,832573,1
560,BSU_07610,citM,834383,835684,1
561,BSU_07620,yflN,835740,836534,1
562,BSU_07630,nos,836653,837744,1
563,BSU_07640,yflL,837735,838010,-1
564,BSU_07660,yflJ,838783,838920,-1
565,new_839062_840126,S265,839062,840126,1
566,BSU_07670,yflI,839077,839232,-1
567,BSU_07680,yflH,839339,839653,-1
569,BSU_07700,nagP,840656,842014,1
570,BSU_07710,ltaS,842047,843996,-1
571,BSU_07720,yflD,844097,844234,1
572,BSU_07735,yflB,844253,844645,1
573,BSU_07750,yflA,844770,846185,1
574,BSU_07760,yfkT,846182,847258,-1
575,BSU_07770,yfkS,847282,847482,-1
576,BSU_07780,yfkR,847498,848652,-1
577,BSU_07800,treP,850367,851779,1
578,BSU_07810,treA,851850,853535,1
579,BSU_07830,hypO,854412,855077,1
580,BSU_07840,yfkN,855114,859502,-1
581,BSU_07850,yfkM,859745,860263,1
582,BSU_07860,yfkL,860303,861493,-1
584,BSU_07880,yfkJ,862004,862474,1
585,BSU_07890,yfkI,862492,862812,1
586,new_863681_863837,S275,863681,863837,1
587,BSU_07910,yfkF,863862,865037,-1
588,BSU_07920,chaA,865205,866260,1
589,BSU_07930,yfkD,866331,867125,1
590,BSU_07940,yfkC,867164,868006,-1
591,BSU_07970,yfjT,869273,869458,1
592,BSU_07980,pdaA,869559,870350,1
593,BSU_07990,yfjR,870388,871248,-1
594,BSU_08000,yfjQ,871347,872306,-1
595,BSU_08010,yfjP,872425,873288,1
597,BSU_08029,yfzA,875428,875694,1
598,BSU_08030,yfjN,876426,877403,1
599,BSU_08040,yfjM,877599,878051,1
601,BSU_08060,acoA,879002,880003,1
602,BSU_08100,acoR,883758,885575,1
603,BSU_08110,sspH,885629,885808,1
604,BSU_08120,yfjF,885844,886173,-1
605,new_887222_887809,S283,887222,887809,1
606,BSU_08180,malA,890022,891371,1
607,BSU_08190,glvR,891436,892200,1
608,BSU_08210,yfiB,893904,895625,1
609,BSU_08230,catD,897588,897992,1
610,BSU_08290,lnrJ,903811,905013,1
611,BSU_08340,padR,909198,909746,-1
612,BSU_08350,lipB,910019,910651,1
613,BSU_08360,yfiQ,910840,911928,1
614,new_911330_911718_c,S286,911330,911718,-1
615,BSU_08370,yfiR,911964,912581,-1
616,BSU_08380,yfiS,912547,913800,-1
617,BSU_08390,bstA,913924,914460,1
618,BSU_08400,yfiU,914457,916013,-1
619,BSU_08410,yfiV,916124,916606,-1
620,BSU_08425,mprF,916778,919348,1
621,BSU_08440,yfiY,919366,920343,-1
622,BSU_08450,yfiZ,920474,921475,1
624,BSU_08470,yfhB,922618,923499,1
626,BSU_08490,yfhD,924210,924401,-1
627,BSU_08500,yfhE,924468,924578,-1
628,BSU_08510,yfhF,924633,925544,-1
629,BSU_08520,recX,925633,926427,1
630,BSU_08540,yfhI,926886,928079,1
631,BSU_08550,sspK,928112,928264,-1
632,BSU_08560,yfhJ,928389,928658,1
633,BSU_08570,yfhK,928803,929321,1
634,BSU_08580,yfhL,929406,929738,1
635,BSU_08600,csbB,930818,931807,1
637,BSU_08620,yfhP,934457,935440,-1
638,BSU_08630,mutY,935656,936765,1
639,BSU_08640,yfhS,936773,936997,-1
641,BSU_08660,sspE,937900,938154,1
642,BSU_08670,ygaB,938243,938587,1
643,BSU_08680,ygaC,938731,939261,1
645,BSU_08700,ygaE,941168,942229,-1
646,BSU_08710,gsaB,942449,943738,-1
647,BSU_08720,ygaF,943891,944364,1
648,BSU_08730,perR,944487,944924,1
649,BSU_08740,ygzB,944959,945312,-1
650,BSU_08750,ygxA,945520,946404,1
657,BSU_tRNA_32,trnD-Val,951868,951944,1
664,BSU_tRNA_39,trnD-His,952494,952570,1
670,BSU_08760,spo0M,953373,954149,-1
671,BSU_08770,ygzA,954291,954494,1
672,BSU_08779,ygzC,954579,954851,-1
673,BSU_08780,ygaJ,954893,955585,1
674,BSU_08790,thiC,955895,957667,1
675,BSU_08800,ygaK,957705,959060,-1
676,BSU_08810,senS,959311,959508,1
677,BSU_08820,katA,959535,960986,-1
678,new_961009_961338,S309,961009,961338,1
679,BSU_08830,ssuB,961394,962161,1
681,BSU_08850,ssuC,963174,964004,1
682,BSU_08880,rpsNB,965909,966178,1
683,BSU_08899,ygzD,966671,966871,-1
684,BSU_tRNA_82,trnSL-Gly1,967064,967138,1
685,BSU_08900,yhzB,967229,967852,-1
686,BSU_08920,yhbB,969162,970097,1
687,BSU_08930,cspR,970135,970617,1
688,BSU_08940,yhbD,970667,971383,1
691,new_972833_973008_c,S313,972833,973008,-1
692,BSU_08970,prkA,973156,975051,1
693,BSU_08980,yhbH,975231,976409,1
694,BSU_08990,yhbI,976569,977033,1
696,BSU_09010,yhcA,977775,979373,1
698,BSU_09030,yhcC,979939,980313,1
700,BSU_09050,yhcE,980473,981234,1
703,BSU_09110,yhcJ,984901,985731,1
704,BSU_09120,dgcK,985734,986813,-1
705,BSU_09130,tcyP,986986,988377,1
706,BSU_09140,yhcM,988417,988872,-1
707,BSU_09150,yhcN,989022,989591,1
708,BSU_09165,yhcO,989712,990680,1
709,BSU_09180,yhcQ,990612,991265,-1
710,BSU_09190,yhcR,991348,995001,1
711,BSU_09210,yhcT,995624,996532,-1
712,BSU_09220,yhcU,996643,997038,1
713,BSU_09230,yhcV,997175,997597,1
714,BSU_09240,yhcW,997724,998386,1
715,BSU_09260,yhxA,1000364,1001716,1
716,BSU_09280,glpF,1002501,1003325,1
717,BSU_09300,glpD,1004975,1006642,1
718,BSU_09310,pgcA,1006774,1008519,1
719,BSU_09320,yhcY,1008668,1009807,1
720,BSU_09350,yhdB,1010984,1011226,-1
721,BSU_09360,yhdC,1011427,1011750,1
722,BSU_09370,lytF,1011792,1013258,-1
723,BSU_09380,nsrR,1013411,1013851,-1
724,new_1013861_1013971,S326,1013861,1013971,1
725,BSU_09390,ygxB,1013958,1015616,-1
726,BSU_09400,spoVR,1015647,1017053,1
727,BSU_09410,phoA,1017083,1018468,-1
728,BSU_09420,lytE,1018998,1020002,1
729,BSU_09430,citR,1020073,1020948,-1
730,BSU_09440,citA,1021057,1022157,1
732,BSU_09460,bcaP,1023350,1024747,1
733,BSU_09470,yhdH,1024865,1026220,1
734,BSU_09480,yhdI,1026255,1027664,-1
735,BSU_09490,yhdJ,1027774,1028202,1
736,BSU_09500,yhdK,1028233,1028523,-1
737,BSU_09510,yhdL,1028511,1029587,-1
739,BSU_09530,yhdN,1030265,1031260,1
741,BSU_09550,mpfA,1032063,1033397,-1
742,BSU_09560,yhdQ,1033458,1033889,-1
743,BSU_09570,yhdR,1034046,1035227,1
744,BSU_09590,yhdT,1035554,1036939,1
745,BSU_09600,fluC,1036953,1037309,-1
746,BSU_09630,yhdX,1038653,1038760,1
747,BSU_09640,yhdY,1038909,1040024,1
748,BSU_09650,srtN,1040094,1040837,1
749,BSU_09660,yheN,1040861,1041709,-1
750,BSU_09670,dat,1041994,1042842,1
751,BSU_09680,nhaC,1042885,1044246,-1
752,BSU_09690,nhaX,1044373,1044873,-1
753,BSU_09700,bmrB,1045037,1045198,1
754,BSU_09730,yheG,1049142,1049762,-1
755,BSU_09740,yheF,1049801,1049926,-1
756,BSU_09750,sspB,1050031,1050234,-1
757,BSU_09760,yheE,1050443,1050661,-1
758,BSU_09770,yheD,1050811,1052172,-1
759,BSU_09780,yheC,1052162,1053253,-1
760,BSU_09790,yheB,1053520,1054653,1
761,BSU_09810,yhaZ,1055143,1056216,-1
762,new_1056384_1056537,rosA,1056384,1056537,1
763,BSU_09830,yhaX,1056702,1057568,1
764,BSU_09840,hemZ,1057680,1059185,1
765,BSU_09850,khtU,1059203,1060420,-1
766,BSU_09880,yhaR,1061491,1062258,1
