TF name,TF-bs left end,TF-bs right end,strand,Evidence confidence level
ArcA,329360,329374,reverse,Weak
ArcA,329416,329430,forward,Weak
ArcA,329428,329442,reverse,Weak
ArcA,329428,329442,forward,Weak
ArcA,451846,451860,reverse,Weak
ArcA,583454,583464,forward,Weak
ArcA,636615,636629,reverse,Weak
ArcA,651884,651894,reverse,Weak
ArcA,651884,651894,forward,Weak
ArcA,656416,656430,reverse,Weak
ArcA,754740,754754,forward,Weak
ArcA,754807,754821,reverse,Weak
ArcA,754814,754828,forward,Strong
ArcA,754919,754933,forward,Strong
ArcA,754924,754938,forward,Weak
ArcA,755207,755221,forward,Strong
ArcA,770848,770862,forward,Weak
ArcA,770859,770873,forward,Weak
ArcA,770870,770884,forward,Strong
ArcA,771079,771093,forward,Weak
ArcA,771199,771213,forward,Strong
ArcA,771297,771311,forward,Weak
ArcA,866524,866538,reverse,Strong
ArcA,954492,954506,reverse,Weak
ArcA,954492,954506,reverse,Weak
ArcA,954600,954614,reverse,Strong
ArcA,954737,954751,reverse,Weak
ArcA,1031910,1031924,forward,Weak
ArcA,1031966,1031988,forward,Strong
ArcA,1074116,1074130,reverse,Weak
ArcA,1157674,1157688,forward,Strong
ArcA,1157711,1157725,forward,Strong
ArcA,1157760,1157774,forward,Strong
ArcA,1165928,1165942,forward,Weak
ArcA,1166020,1166034,forward,Weak
ArcA,1166036,1166050,forward,Weak
ArcA,1166041,1166055,forward,Weak
ArcA,1166050,1166064,forward,Weak
ArcA,1166052,1166066,forward,Weak
ArcA,1194998,1195013,forward,Strong
ArcA,1195016,1195031,forward,Strong
ArcA,1212099,1212113,reverse,Weak
ArcA,1212253,1212267,reverse,Weak
ArcA,1313983,1314001,forward,Strong
ArcA,1335740,1335754,forward,Weak
ArcA,1361126,1361140,reverse,Weak
ArcA,1361126,1361140,forward,Weak
ArcA,1388859,1388873,reverse,Weak
ArcA,1488026,1488040,forward,Strong
ArcA,1488046,1488060,forward,Strong
ArcA,1488178,1488192,forward,Strong
ArcA,1488184,1488198,forward,Strong
ArcA,1488195,1488209,forward,Strong
ArcA,1616963,1616977,forward,Weak
ArcA,1889807,1889821,reverse,Strong
ArcA,2405263,2405277,reverse,Strong
ArcA,2460521,2460535,reverse,Strong
ArcA,2461160,2461174,forward,Strong
ArcA,2716598,2716612,reverse,Weak
ArcA,2716615,2716629,reverse,Weak
ArcA,2868088,2868102,reverse,Strong
ArcA,2868175,2868189,reverse,Strong
ArcA,3128173,3128187,reverse,Strong
ArcA,3128180,3128194,reverse,Strong
ArcA,3146413,3146427,reverse,Weak
ArcA,3231635,3231649,forward,Weak
ArcA,3350541,3350555,forward,Weak
ArcA,3384280,3384294,reverse,Weak
ArcA,3777264,3777278,forward,Strong
ArcA,3777291,3777305,forward,Strong
ArcA,4031035,4031049,reverse,Strong
ArcA,4100714,4100728,forward,Weak
ArcA,4100715,4100729,reverse,Weak
ArcA,4100731,4100745,forward,Weak
ArcA,4100732,4100746,reverse,Weak
ArcA,4100742,4100756,forward,Weak
ArcA,4100743,4100757,reverse,Weak
ArcA,4273931,4273945,forward,Strong
ArcA,4273931,4273945,reverse,Strong
ArcA,4273931,4273945,forward,Strong
ArcA,4273931,4273945,forward,Strong
ArcA,4273994,4274008,forward,Strong
ArcA,4273994,4274008,reverse,Strong
ArcA,4273994,4274008,forward,Strong
ArcA,4273994,4274008,forward,Strong
ArcA,4274034,4274048,forward,Strong
ArcA,4274034,4274048,reverse,Strong
ArcA,4274034,4274048,forward,Strong
ArcA,4274034,4274048,forward,Strong
ArcA,4274077,4274091,forward,Strong
ArcA,4274077,4274091,reverse,Strong
ArcA,4274077,4274091,forward,Strong
ArcA,4274077,4274091,forward,Strong
ArcA,4360278,4360292,reverse,Weak
ArcA,4466440,4466454,reverse,Weak
ArgP,28252,28271,forward,Strong
ArgP,28272,28291,forward,Strong
ArgP,1842219,1842238,forward,Strong
ArgP,1842239,1842258,forward,Strong
ArgP,2248613,2248632,reverse,Strong
ArgP,2248633,2248652,reverse,Strong
ArgP,2344411,2344430,forward,Strong
ArgP,2344464,2344483,forward,Strong
ArgP,2344501,2344520,forward,Strong
ArgP,2344527,2344546,forward,Strong
ArgP,2344555,2344574,forward,Strong
ArgP,2344582,2344601,forward,Strong
ArgP,3059684,3059704,forward,Weak
ArgP,3059704,3059723,forward,Weak
ArgP,3068860,3068879,reverse,Strong
ArgP,3068880,3068900,reverse,Strong
ArgP,3883733,3883752,reverse,Strong
ArgP,3884001,3884020,reverse,Strong
ArgP,3884021,3884040,reverse,Strong
ArgR,29602,29619,forward,Strong
ArgR,29623,29640,forward,Strong
ArgR,290333,290350,reverse,Strong
ArgR,290354,290371,reverse,Strong
ArgR,900645,900663,reverse,Strong
ArgR,900666,900684,reverse,Strong
ArgR,903790,903808,reverse,Strong
ArgR,903811,903829,reverse,Strong
ArgR,914921,914938,reverse,Strong
ArgR,914942,914959,reverse,Strong
ArgR,1832083,1832100,reverse,Strong
ArgR,1832114,1832131,reverse,Strong
ArgR,1832135,1832152,reverse,Strong
ArgR,1832157,1832174,reverse,Strong
ArgR,2426891,2426909,reverse,Strong
ArgR,2426912,2426930,reverse,Strong
ArgR,2949193,2949211,forward,Strong
ArgR,2949214,2949231,forward,Strong
ArgR,3318428,3318445,reverse,Strong
ArgR,3318428,3318445,reverse,Strong
ArgR,3318428,3318445,forward,Strong
ArgR,3318547,3318564,reverse,Strong
ArgR,3318547,3318564,reverse,Strong
ArgR,3318547,3318564,forward,Strong
ArgR,3318568,3318585,reverse,Strong
ArgR,3318568,3318585,reverse,Strong
ArgR,3318568,3318585,forward,Strong
ArgR,3354148,3354165,forward,Strong
ArgR,3354169,3354186,forward,Strong
ArgR,3384641,3384658,forward,Strong
ArgR,3384661,3384678,forward,Strong
ArgR,3490211,3490228,reverse,Strong
ArgR,3490232,3490249,reverse,Strong
ArgR,4154873,4154890,forward,Strong
ArgR,4154873,4154890,reverse,Strong
ArgR,4154895,4154912,forward,Strong
ArgR,4154895,4154912,reverse,Strong
ArgR,4478337,4478354,reverse,Strong
ArgR,4478358,4478375,reverse,Strong
ArsR,3648459,3648482,forward,Strong
AscG,348487,348493,reverse,Strong
AscG,348498,348504,reverse,Strong
AscG,348505,348511,reverse,Strong
AscG,348515,348521,reverse,Strong
AscG,348527,348533,reverse,Strong
AscG,495157,495171,forward,Strong
AscG,855832,855846,forward,Strong
AscG,2839350,2839364,forward,Strong
AscG,2839426,2839440,forward,Strong
AsnC,3927013,3927026,forward,Weak
AsnC,3927013,3927026,reverse,Weak
AsnC,3927013,3927026,reverse,Weak
AsnC,3927013,3927026,reverse,Weak
AsnC,3927047,3927060,forward,Weak
AsnC,3927047,3927060,reverse,Weak
AsnC,3927047,3927060,reverse,Weak
AsnC,3927047,3927060,reverse,Weak
AsnC,3927079,3927092,forward,Weak
AsnC,3927079,3927092,reverse,Weak
AsnC,3927079,3927092,reverse,Weak
AsnC,3927079,3927092,reverse,Weak
AsnC,3927110,3927123,reverse,Weak
AsnC,3927110,3927123,reverse,Weak
AsnC,3927110,3927123,reverse,Weak
AsnC,3927110,3927123,forward,Weak
AtoC,2323264,2323283,forward,Strong
AtoC,2323283,2323302,forward,Strong
BaeR,1825765,1825784,reverse,Strong
BaeR,1825836,1825855,reverse,Strong
BaeR,2153942,2153961,forward,Strong
BaeR,2587504,2587523,forward,Strong
BasR,481179,481198,reverse,Strong
BasR,1078914,1078933,reverse,Strong
BasR,1103425,1103444,reverse,Strong
BasR,1638940,1638959,reverse,Strong
BasR,3169726,3169745,forward,Strong
BasR,3348359,3348378,forward,Strong
BasR,4256417,4256436,forward,Strong
BasR,4540616,4540635,forward,Strong
BetI,329381,329400,reverse,Strong
BetI,329381,329400,forward,Strong
BirA,809262,809302,forward,Strong
BirA,809262,809302,reverse,Strong
BluR,1215713,1215733,forward,Strong
BtsR,4591415,4591444,reverse,Strong
CaiF,42181,42196,forward,Strong
CaiF,42181,42196,reverse,Strong
CaiF,42200,42215,forward,Strong
CaiF,42200,42215,reverse,Strong
CaiF,42238,42253,forward,Strong
CaiF,42238,42253,reverse,Strong
CaiF,42257,42272,forward,Strong
CaiF,42257,42272,reverse,Strong
Cbl,385094,385133,forward,Strong
Cbl,997598,997637,reverse,Strong
CecR,830658,830678,reverse,Strong
ChbR,1821755,1821773,reverse,Strong
ChbR,1821755,1821773,reverse,Strong
ChbR,1821778,1821796,reverse,Strong
ChbR,1821778,1821796,reverse,Strong
CpxR,180615,180629,forward,Strong
CpxR,180765,180783,forward,Strong
CpxR,180775,180789,forward,Strong
CpxR,200347,200361,forward,Weak
CpxR,461647,461661,forward,Strong
CpxR,461695,461709,forward,Strong
CpxR,461715,461731,forward,Strong
CpxR,480837,480851,reverse,Strong
CpxR,785546,785560,forward,Strong
CpxR,980732,980747,forward,Strong
CpxR,987153,987169,reverse,Strong
CpxR,987178,987192,reverse,Strong
CpxR,987458,987472,reverse,Strong
CpxR,987514,987530,reverse,Strong
CpxR,1031489,1031503,reverse,Strong
CpxR,1081246,1081260,forward,Strong
CpxR,1103335,1103349,reverse,Strong
CpxR,1103359,1103373,reverse,Strong
CpxR,1103380,1103394,reverse,Strong
CpxR,1103385,1103399,reverse,Strong
CpxR,1103388,1103402,forward,Strong
CpxR,1103389,1103403,reverse,Strong
CpxR,1103411,1103425,reverse,Strong
CpxR,1103433,1103447,reverse,Strong
CpxR,1103437,1103451,reverse,Strong
CpxR,1103446,1103460,reverse,Strong
CpxR,1103466,1103482,reverse,Strong
CpxR,1103478,1103492,reverse,Strong
CpxR,1103503,1103517,reverse,Strong
CpxR,1103516,1103529,reverse,Strong
CpxR,1103523,1103537,reverse,Strong
CpxR,1103597,1103611,forward,Weak
CpxR,1103859,1103873,forward,Strong
CpxR,1170463,1170479,reverse,Strong
CpxR,1619057,1619072,forward,Strong
CpxR,1623912,1623929,reverse,Strong
CpxR,1825731,1825745,reverse,Strong
CpxR,1929769,1929783,reverse,Strong
CpxR,1977332,1977346,reverse,Strong
CpxR,1986731,1986745,forward,Strong
CpxR,2153843,2153859,forward,Strong
CpxR,2153906,2153920,forward,Strong
CpxR,2312920,2312931,reverse,Strong
CpxR,2312957,2312971,reverse,Strong
CpxR,2313174,2313188,reverse,Strong
CpxR,2587414,2587432,forward,Strong
CpxR,2587446,2587459,forward,Strong
CpxR,2587476,2587493,forward,Strong
CpxR,2710113,2710127,reverse,Weak
CpxR,2716650,2716664,forward,Strong
CpxR,2753489,2753503,forward,Weak
CpxR,2797126,2797141,reverse,Strong
CpxR,2797126,2797141,reverse,Strong
CpxR,3039184,3039198,reverse,Weak
CpxR,3039219,3039233,reverse,Weak
CpxR,3204460,3204474,reverse,Weak
CpxR,3247494,3247508,forward,Strong
CpxR,3492375,3492389,reverse,Strong
CpxR,3867282,3867299,forward,Weak
CpxR,3867360,3867377,forward,Weak
CpxR,3867393,3867409,forward,Weak
CpxR,4042335,4042349,forward,Strong
CpxR,4105726,4105740,forward,Strong
CpxR,4105726,4105740,reverse,Strong
CpxR,4105746,4105760,reverse,Weak
CpxR,4105746,4105760,forward,Weak
CpxR,4105771,4105790,forward,Strong
CpxR,4390481,4390495,reverse,Weak
CpxR,4591396,4591410,forward,Strong
CpxR,4630641,4630656,forward,Strong
Cra,77026,77043,forward,Weak
Cra,121840,121857,reverse,Weak
Cra,121840,121857,reverse,Weak
Cra,121840,121857,forward,Weak
Cra,331871,331888,forward,Strong
Cra,332017,332034,forward,Weak
Cra,348536,348553,forward,Weak
Cra,451913,451930,reverse,Weak
Cra,771225,771242,forward,Strong
Cra,771254,771271,forward,Strong
Cra,1103290,1103307,reverse,Strong
Cra,1103532,1103549,reverse,Strong
Cra,1103563,1103580,reverse,Strong
Cra,1103899,1103916,reverse,Strong
Cra,1194876,1194893,forward,Strong
Cra,1298370,1298386,reverse,Strong
Cra,1619012,1619029,forward,Weak
Cra,1755476,1755493,forward,Strong
Cra,1787199,1787215,reverse,Strong
Cra,1862001,1862018,forward,Strong
Cra,1862001,1862018,forward,Strong
Cra,1862001,1862018,forward,Strong
Cra,1862001,1862018,forward,Strong
Cra,1862683,1862700,forward,Strong
Cra,1862683,1862700,forward,Strong
Cra,1862683,1862700,forward,Strong
Cra,1862683,1862700,forward,Strong
Cra,1901965,1901981,forward,Weak
Cra,1934701,1934718,reverse,Strong
Cra,1936403,1936420,reverse,Weak
Cra,2178694,2178711,reverse,Weak
Cra,2263516,2263533,reverse,Weak
Cra,2263582,2263599,reverse,Weak
Cra,2509544,2509561,reverse,Weak
Cra,2533544,2533561,forward,Strong
Cra,2533544,2533561,forward,Strong
Cra,2838090,2838107,reverse,Strong
Cra,2838090,2838107,reverse,Strong
Cra,2908674,2908691,reverse,Strong
Cra,2908674,2908691,reverse,Strong
Cra,2908674,2908691,reverse,Strong
Cra,2908871,2908888,reverse,Strong
Cra,2908871,2908888,reverse,Strong
Cra,2908871,2908888,reverse,Strong
Cra,3073812,3073829,reverse,Strong
Cra,3073812,3073829,reverse,Strong
Cra,3128193,3128210,forward,Weak
Cra,3485900,3485916,forward,Strong
Cra,3493963,3493980,forward,Weak
Cra,3532531,3532548,forward,Strong
Cra,3772157,3772174,forward,Strong
Cra,3785195,3785212,forward,Weak
Cra,4107430,4107447,forward,Strong
Cra,4111652,4111669,reverse,Weak
Cra,4153228,4153245,reverse,Weak
Cra,4215227,4215244,forward,Strong
Cra,4455683,4455700,forward,Weak
CreB,2578388,2578406,forward,Weak
CreB,4246438,4246456,reverse,Weak
CreB,4638099,4638117,forward,Strong
Crp,34166,34187,forward,Weak
Crp,42068,42090,reverse,Weak
Crp,42188,42209,forward,Weak
Crp,42245,42266,forward,Weak
Crp,70158,70179,reverse,Strong
Crp,70158,70179,forward,Strong
Crp,117675,117696,reverse,Strong
Crp,118698,118720,reverse,Weak
Crp,118698,118720,forward,Weak
Crp,121646,121667,forward,Weak
Crp,121913,121934,forward,Weak
Crp,121941,121962,forward,Weak
Crp,121953,121974,forward,Weak
Crp,121961,121982,forward,Weak
Crp,121973,121994,forward,Weak
Crp,127688,127709,forward,Weak
Crp,131471,131492,forward,Weak
Crp,141284,141305,forward,Strong
Crp,141284,141305,reverse,Strong
Crp,161570,161592,reverse,Weak
Crp,214196,214218,forward,Weak
Crp,214196,214218,reverse,Weak
Crp,313316,313338,reverse,Weak
Crp,348529,348551,reverse,Strong
Crp,348529,348551,forward,Strong
Crp,366322,366343,reverse,Strong
Crp,366322,366343,reverse,Strong
Crp,366322,366343,reverse,Strong
Crp,366394,366415,reverse,Strong
Crp,366394,366415,reverse,Strong
Crp,366394,366415,reverse,Strong
Crp,368413,368434,forward,Weak
Crp,368566,368587,reverse,Strong
Crp,412475,412497,reverse,Strong
Crp,412609,412630,reverse,Strong
Crp,432121,432142,reverse,Strong
Crp,432121,432142,reverse,Strong
Crp,432154,432176,reverse,Strong
Crp,432154,432176,reverse,Strong
Crp,451680,451701,reverse,Weak
Crp,451834,451855,reverse,Weak
Crp,461238,461259,forward,Strong
Crp,576891,576912,reverse,Strong
Crp,576933,576954,reverse,Strong
Crp,612699,612720,reverse,Weak
Crp,624553,624574,forward,Weak
Crp,624791,624812,forward,Weak
Crp,629755,629776,forward,Strong
Crp,652018,652039,forward,Weak
Crp,652018,652039,reverse,Weak
Crp,657178,657200,forward,Strong
Crp,703768,703789,reverse,Strong
Crp,703768,703789,forward,Strong
Crp,703768,703789,forward,Strong
Crp,703768,703789,reverse,Strong
Crp,703802,703823,reverse,Strong
Crp,703802,703823,forward,Strong
Crp,703802,703823,forward,Strong
Crp,703802,703823,reverse,Strong
Crp,708158,708174,forward,Weak
Crp,710783,710804,reverse,Strong
Crp,710783,710804,reverse,Strong
Crp,754864,754886,forward,Weak
Crp,754864,754886,reverse,Weak
Crp,755380,755401,forward,Weak
Crp,792112,792133,reverse,Strong
Crp,792112,792133,reverse,Strong
Crp,792112,792133,reverse,Strong
Crp,792112,792133,reverse,Strong
Crp,792112,792133,reverse,Strong
Crp,792112,792133,reverse,Strong
Crp,792112,792133,reverse,Strong
Crp,792112,792133,reverse,Strong
Crp,794989,795010,forward,Weak
Crp,841796,841817,reverse,Weak
Crp,855839,855861,reverse,Weak
Crp,855839,855861,forward,Weak
Crp,855839,855861,forward,Weak
Crp,855839,855861,reverse,Weak
Crp,922749,922770,reverse,Strong
Crp,922778,922799,reverse,Strong
Crp,954523,954544,reverse,Strong
Crp,957498,957519,forward,Strong
Crp,957498,957519,forward,Strong
Crp,987134,987155,reverse,Weak
Crp,987174,987195,reverse,Weak
Crp,987203,987224,reverse,Weak
Crp,990441,990462,reverse,Weak
Crp,990611,990632,reverse,Weak
Crp,1015536,1015552,forward,Strong
Crp,1020220,1020241,reverse,Weak
Crp,1065316,1065338,forward,Weak
Crp,1079093,1079114,forward,Weak
Crp,1079123,1079144,forward,Weak
Crp,1079155,1079176,forward,Weak
Crp,1100193,1100215,forward,Weak
Crp,1100193,1100215,forward,Weak
Crp,1100244,1100266,forward,Weak
Crp,1100244,1100266,forward,Weak
Crp,1103376,1103397,reverse,Weak
Crp,1103504,1103525,reverse,Weak
Crp,1157661,1157682,forward,Strong
Crp,1157715,1157736,forward,Strong
Crp,1168986,1169008,reverse,Strong
Crp,1168986,1169008,forward,Strong
Crp,1230517,1230538,reverse,Strong
Crp,1237455,1237477,forward,Strong
Crp,1237455,1237477,forward,Strong
Crp,1237455,1237477,forward,Strong
Crp,1237518,1237539,forward,Strong
Crp,1237518,1237539,forward,Strong
Crp,1237518,1237539,forward,Strong
Crp,1237520,1237541,forward,Strong
Crp,1258686,1258707,forward,Strong
Crp,1313941,1313957,forward,Strong
Crp,1329291,1329312,forward,Weak
Crp,1329292,1329313,forward,Weak
Crp,1335730,1335751,forward,Weak
Crp,1361104,1361126,forward,Weak
Crp,1405793,1405815,reverse,Strong
Crp,1447410,1447431,forward,Weak
Crp,1447410,1447431,reverse,Weak
Crp,1453796,1453817,forward,Strong
Crp,1453796,1453817,reverse,Strong
Crp,1488120,1488141,forward,Weak
Crp,1492376,1492397,forward,Strong
Crp,1509152,1509174,forward,Weak
Crp,1572125,1572146,reverse,Weak
Crp,1601307,1601328,forward,Strong
Crp,1601307,1601328,reverse,Strong
Crp,1601378,1601399,forward,Strong
Crp,1601378,1601399,reverse,Strong
Crp,1610804,1610825,reverse,Weak
Crp,1619030,1619051,forward,Weak
Crp,1668651,1668673,reverse,Weak
Crp,1668651,1668673,reverse,Weak
Crp,1686752,1686774,reverse,Strong
Crp,1687183,1687205,reverse,Strong
Crp,1688367,1688389,reverse,Strong
Crp,1688367,1688389,reverse,Strong
Crp,1688476,1688499,reverse,Weak
Crp,1688476,1688499,reverse,Weak
Crp,1688476,1688499,forward,Weak
Crp,1688539,1688560,reverse,Weak
Crp,1688539,1688560,reverse,Weak
Crp,1688539,1688560,forward,Weak
Crp,1688547,1688568,reverse,Weak
Crp,1688547,1688568,reverse,Weak
Crp,1688547,1688568,forward,Weak
Crp,1688832,1688853,reverse,Weak
Crp,1688832,1688853,reverse,Weak
Crp,1696231,1696253,reverse,Weak
Crp,1699201,1699222,forward,Strong
Crp,1699201,1699222,reverse,Strong
Crp,1699261,1699282,reverse,Strong
Crp,1699261,1699282,forward,Strong
Crp,1735376,1735398,forward,Weak
Crp,1821799,1821820,reverse,Strong
Crp,1842265,1842286,forward,Weak
Crp,1862545,1862566,forward,Weak
Crp,1889856,1889877,reverse,Strong
Crp,1901830,1901851,forward,Weak
Crp,1901882,1901903,forward,Weak
Crp,1978456,1978477,reverse,Strong
Crp,1986270,1986291,reverse,Strong
Crp,1988009,1988030,reverse,Weak
Crp,1988039,1988060,reverse,Weak
Crp,2081334,2081355,reverse,Strong
Crp,2167061,2167082,forward,Strong
Crp,2177264,2177285,reverse,Strong
Crp,2231714,2231735,forward,Strong
Crp,2231716,2231737,forward,Strong
Crp,2231766,2231787,forward,Strong
Crp,2231766,2231787,forward,Strong
Crp,2233921,2233943,forward,Weak
Crp,2240597,2240618,reverse,Strong
Crp,2241742,2241763,reverse,Weak
Crp,2265362,2265384,forward,Weak
Crp,2265362,2265384,reverse,Weak
Crp,2344608,2344629,forward,Weak
Crp,2352482,2352503,forward,Strong
Crp,2352482,2352503,reverse,Strong
Crp,2352532,2352553,forward,Strong
Crp,2352532,2352553,reverse,Strong
Crp,2352572,2352593,forward,Strong
Crp,2352572,2352593,reverse,Strong
Crp,2461037,2461059,forward,Strong
Crp,2477693,2477714,forward,Weak
Crp,2477723,2477744,forward,Weak
Crp,2512909,2512930,forward,Weak
Crp,2512958,2512980,forward,Weak
Crp,2533427,2533448,forward,Strong
Crp,2533427,2533448,forward,Strong
Crp,2533555,2533576,forward,Weak
Crp,2533555,2533576,forward,Weak
Crp,2545651,2545672,forward,Strong
Crp,2545651,2545672,forward,Strong
Crp,2585566,2585588,forward,Weak
Crp,2601000,2601022,forward,Weak
Crp,2634214,2634235,forward,Strong
Crp,2634214,2634235,reverse,Strong
Crp,2665348,2665369,forward,Weak
Crp,2710354,2710371,reverse,Strong
Crp,2716553,2716574,reverse,Weak
Crp,2719839,2719861,forward,Weak
Crp,2719879,2719901,forward,Weak
Crp,2737076,2737092,forward,Strong
Crp,2750980,2751002,reverse,Weak
Crp,2788848,2788869,forward,Strong
Crp,2825438,2825459,forward,Weak
Crp,2825739,2825760,forward,Weak
Crp,2839347,2839368,forward,Strong
Crp,2868052,2868073,reverse,Strong
Crp,2868170,2868191,reverse,Strong
Crp,2884399,2884419,reverse,Strong
Crp,2914327,2914348,reverse,Strong
Crp,2934028,2934049,forward,Strong
Crp,2934068,2934089,forward,Strong
Crp,2982292,2982313,reverse,Strong
Crp,2982292,2982313,reverse,Strong
Crp,3050907,3050929,reverse,Strong
Crp,3051075,3051097,reverse,Strong
Crp,3058618,3058639,reverse,Weak
Crp,3073883,3073904,reverse,Strong
Crp,3073883,3073904,reverse,Strong
Crp,3086506,3086527,forward,Weak
Crp,3088202,3088224,forward,Weak
Crp,3100832,3100853,reverse,Strong
Crp,3105548,3105569,forward,Strong
Crp,3105548,3105569,forward,Strong
Crp,3105598,3105619,forward,Strong
Crp,3105600,3105621,forward,Strong
Crp,3105696,3105717,forward,Strong
Crp,3105696,3105717,forward,Strong
Crp,3128177,3128198,forward,Weak
Crp,3192042,3192063,reverse,Weak
Crp,3219159,3219180,reverse,Strong
Crp,3231552,3231573,forward,Weak
Crp,3244830,3244851,forward,Weak
Crp,3244952,3244974,forward,Weak
Crp,3244952,3244974,reverse,Weak
Crp,3246482,3246500,forward,Weak
Crp,3267126,3267147,reverse,Strong
Crp,3278795,3278816,forward,Strong
Crp,3318384,3318405,reverse,Strong
Crp,3318384,3318405,reverse,Strong
Crp,3318384,3318405,forward,Strong
Crp,3354433,3354454,forward,Strong
Crp,3373670,3373691,reverse,Strong
Crp,3373670,3373691,reverse,Strong
Crp,3378850,3378866,reverse,Strong
Crp,3384363,3384384,reverse,Weak
Crp,3389483,3389505,reverse,Weak
Crp,3389483,3389505,forward,Weak
Crp,3409983,3410004,forward,Weak
Crp,3410068,3410089,forward,Weak
Crp,3410172,3410193,forward,Strong
Crp,3410172,3410193,forward,Strong
Crp,3485883,3485904,reverse,Strong
Crp,3485883,3485904,forward,Strong
Crp,3485983,3486004,reverse,Strong
Crp,3485983,3486004,forward,Strong
Crp,3492427,3492448,reverse,Strong
Crp,3492427,3492448,reverse,Strong
Crp,3492427,3492448,reverse,Strong
Crp,3492427,3492448,reverse,Strong
Crp,3492480,3492501,reverse,Strong
Crp,3492480,3492501,reverse,Strong
Crp,3492480,3492501,reverse,Strong
Crp,3493680,3493701,forward,Weak
Crp,3493935,3493956,forward,Weak
Crp,3522917,3522938,reverse,Strong
Crp,3522998,3523019,reverse,Strong
Crp,3532581,3532597,forward,Strong
Crp,3532684,3532700,forward,Strong
Crp,3536749,3536770,reverse,Strong
Crp,3536749,3536770,reverse,Strong
Crp,3536749,3536770,reverse,Strong
Crp,3536749,3536770,reverse,Strong
Crp,3544615,3544636,forward,Weak
Crp,3546323,3546344,forward,Strong
Crp,3546323,3546344,forward,Strong
Crp,3546323,3546344,forward,Strong
Crp,3552943,3552964,forward,Strong
Crp,3561897,3561918,forward,Strong
Crp,3561897,3561918,reverse,Strong
Crp,3577703,3577724,reverse,Weak
Crp,3577703,3577724,reverse,Weak
Crp,3592442,3592463,reverse,Strong
Crp,3600880,3600901,reverse,Strong
Crp,3600880,3600901,reverse,Strong
Crp,3600880,3600901,reverse,Strong
Crp,3600880,3600901,reverse,Strong
Crp,3600887,3600908,reverse,Weak
Crp,3600933,3600954,reverse,Strong
Crp,3600933,3600954,reverse,Strong
Crp,3600933,3600954,reverse,Strong
Crp,3600933,3600954,reverse,Strong
Crp,3658315,3658336,forward,Strong
Crp,3667659,3667680,reverse,Weak
Crp,3683569,3683590,reverse,Strong
Crp,3730878,3730900,reverse,Weak
Crp,3730878,3730900,forward,Weak
Crp,3737228,3737250,forward,Weak
Crp,3742558,3742579,forward,Strong
Crp,3742558,3742579,reverse,Strong
Crp,3742725,3742746,forward,Strong
Crp,3756585,3756606,reverse,Strong
Crp,3771916,3771937,forward,Strong
Crp,3771958,3771979,forward,Strong
