,locus_tag,name,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right,left,right
63,ECK120008985,metJ,-1,4393036,,,,,,4392648,4393036
64,ECK120008986,amiA-hemF,1,2730080,,,,,,2730080,2731963
65,ECK120008987,hemF,1,2731044,,,,,,2731044,2731963
66,ECK120008989,cydAB,1,841590,,,,,,841590,844569
67,ECK120008990,cydAB,1,841601,,,,,,841601,844569
68,ECK120008991,cydAB,1,841756,,,,,,841756,844569
69,ECK120008992,rrsB-gltT-rrlB-rrfB,1,4431132,,,,,,4431132,4436609
70,ECK120008994,argR,1,3597561,,,,,,3597561,3598132
71,ECK120008996,argT-hisJQMP,-1,2575383,,,,,,2571270,2575383
72,ECK120008997,yeaGH,1,2012977,,,,,,2012977,2016400
73,ECK120008998,yhdWXYZ,1,3631931,,,,,,3631931,3636154
74,ECK120008999,ddpXABCDF,-1,1666025,,,,,,1660030,1666025
75,ECK120009002,rutABCDEFG,-1,1175687,,,,,,1170172,1175687
76,ECK120009006,nhaAR,1,17246,,,,,,17246,19549
77,ECK120009007,proP,1,4588348,,,,,,4588348,4589945
78,ECK120009008,sra,-1,1664738,,,,,,1664518,1664738
79,ECK120009011,csiE,1,2836615,,,,,,2836615,2837929
80,ECK120009009,ftsQ,1,104417,,,,,,104417,105660
81,ECK120009062,uxaCA,-1,3454095,,,,,,3451065,3454095
82,ECK120009010,fepDGC,-1,690257,,,,,,687449,690257
83,ECK120009058,gntP,-1,4812363,,,,,,4810951,4812363
84,ECK120009057,gntT,1,3744906,,,,,,3744906,3746335
85,ECK120009055,idnR,-1,4748122,,,,,,4747081,4748122
86,ECK120008979,gyrB,-1,4099830,,,,,,4097212,4099830
87,ECK120008981,micF,1,2480534,,,,,,2480534,2480626
88,ECK120009059,yhgH-nfuA,1,3743126,,,,,,3743126,3744658
89,ECK120009021,iclR,-1,4485490,,,,,,4484642,4485490
90,ECK120009024,norVW,1,2980894,,,,,,2980894,2983500
91,ECK120009027,mngAB,1,836199,,,,,,836199,840999
92,ECK120009029,cdaR,1,183680,,,,,,183680,184853
93,ECK120009032,gntR,-1,3779190,,,,,,3777994,3779190
94,ECK120009033,gntR,-1,3779190,,,,,,3777950,3779190
95,ECK120009034,gntR,-1,3779190,,,,,,3777932,3779190
96,ECK120009038,znuCB,1,2090770,,,,,,2090770,2092335
97,ECK120009039,zntA,1,3807969,,,,,,3807969,3810196
98,ECK120009040,znuA,-1,2089787,,,,,,2088777,2089787
99,ECK120009041,idnK,1,4752581,,,,,,4752581,4753170
100,ECK120009042,idnDOTR,-1,4748122,,,,,,4743825,4748122
101,ECK120009043,lacZYA,-1,440163,,,,,,434945,440163
102,ECK120009045,lacZYA,-1,440163,,,,,,434926,440163
103,ECK120009046,ompA,-1,1127199,,,,,,1126025,1127199
104,ECK120009047,csrB,-1,3077404,,,,,,3077046,3077404
105,ECK120009048,crr,1,2714724,,,,,,2714724,2715494
106,ECK120009049,nrdDG,-1,4718257,,,,,,4715319,4718257
107,ECK120009050,crr,1,2714594,,,,,,2714594,2715494
108,ECK120009051,bglGFB,-1,4124555,,,,,,4120107,4124555
109,ECK120009052,csrC,1,4275207,,,,,,4275207,4275451
110,ECK120009053,gabDTP,1,2937028,,,,,,2937028,2941768
111,ECK120009056,gntT,1,3744909,,,,,,3744909,3746335
112,ECK120009173,ilvIH,1,87128,,,,,,87128,89523
113,ECK120009109,ugpBAECQ,-1,3788160,,,,,,3783104,3788160
114,ECK120009170,cstA,1,700746,,,,,,700746,702963
115,ECK120009099,pspG,1,4528572,,,,,,4528572,4528838
116,ECK120009097,arcB,-1,3570675,,,,,,3568315,3570675
117,ECK120009096,yicR-rpmBG,-1,4017078,,,,,,4015710,4017078
118,ECK120009095,yggX-mltC,1,3305144,,,,,,3305144,3306663
119,ECK120009063,uxuR,1,4816899,,,,,,4816899,4817790
120,ECK120009065,metA,1,4477457,,,,,,4477457,4478507
121,ECK120009067,uidABC,-1,1837867,,,,,,1833301,1837867
122,ECK120009068,uidR,-1,1842740,,,,,,1842127,1842740
123,ECK120009069,fusA-tufA,-1,3668008,,,,,,3664468,3668008
124,ECK120009071,ulaG,-1,4675790,,,,,,4674676,4675790
125,ECK120009072,pdxB-usg-truA-dedA,-1,2585729,,,,,,2581927,2585729
126,ECK120009073,usg-truA-dedA,-1,2585729,,,,,,2582921,2585729
127,ECK120009075,rsmA-apaGH,-1,53574,,,,,,51366,53574
128,ECK120009077,apaGH,-1,53574,,,,,,51920,53574
129,ECK120009079,fadIJ,-1,2608764,,,,,,2605268,2608764
130,ECK120009081,osmF-yehYXW,-1,2385216,,,,,,2381438,2385216
131,ECK120009082,malZ,1,498482,,,,,,498482,500540
132,ECK120009083,aes,-1,577191,,,,,,576085,577191
133,ECK120009084,ynfEFGH-dmsD,1,1804285,,,,,,1804285,1811402
134,ECK120009085,argG,1,3538694,,,,,,3538694,3540112
135,ECK120009086,yicR-rpmBG-mutM,-1,4016212,,,,,,4013978,4016212
136,ECK120009087,mutM,-1,4016212,,,,,,4015380,4016212
137,ECK120009088,rpmBG-mutM,-1,4016212,,,,,,4014560,4016212
138,ECK120009089,mutY-yggX-mltC-nupG,1,3304139,,,,,,3304139,3308121
139,ECK120009090,mutY-yggX-mltC-nupG,1,3304062,,,,,,3304062,3308121
140,ECK120009134,sbcB,1,2221335,,,,,,2221335,2222790
141,ECK120009091,yggX-mltC-nupG,1,3305144,,,,,,3305144,3308121
142,ECK120009133,rep,1,4185082,,,,,,4185082,4187133
143,ECK120009130,hemN,1,4276114,,,,,,4276114,4277589
144,ECK120009497,nlpD-rpoS,-1,3019280,,,,,,3017010,3019280
145,ECK120009012,csiD-lhgO-gabDTP,1,2935043,,,,,,2935043,2941768
146,ECK120009496,nikABCDER,1,3815175,,,,,,3815175,3820536
147,ECK120009117,tisB,1,4075493,,,,,,4075493,4075845
148,ECK120009100,gadY,1,3860643,,,,,,3860643,3860740
149,ECK120009101,mutY-yggX,1,3304062,,,,,,3304062,3305519
150,ECK120009102,mutY-yggX-mltC,1,3304062,,,,,,3304062,3306663
151,ECK120009107,serC,1,1065617,,,,,,1065617,1066763
152,ECK120009108,ugpBAECQ,-1,3788160,,,,,,3783152,3788160
153,ECK120009110,yidQ,1,4089842,,,,,,4089842,4090358
154,ECK120009111,aspA-dcuA,-1,4623415,,,,,,4620455,4623415
155,ECK120009112,entS,1,693131,,,,,,693131,694423
156,ECK120009113,entS,1,693126,,,,,,693126,694423
157,ECK120009114,gcvB,1,3095934,,,,,,3095934,3096138
158,ECK120009116,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,-1,3529131,,,,,,3519833,3529131
159,ECK120009118,yraP,1,3516356,,,,,,3516356,3516991
160,ECK120009493,napFDAGHBC-ccmABCDEFGH,-1,2459373,,,,,,2447157,2459373
161,ECK120009121,folA,1,52993,,,,,,52993,53496
162,ECK120009122,valS,-1,4738981,,,,,,4735986,4738981
163,ECK120009123,gltX,-1,2702316,,,,,,2700794,2702316
164,ECK120009124,rimL,1,1604562,,,,,,1604562,1605296
165,ECK120009125,pepD,-1,357370,,,,,,355853,357370
166,ECK120009126,blc,-1,4634974,,,,,,4634418,4634974
167,ECK120009127,cdh,1,4368082,,,,,,4368082,4368905
168,ECK120009128,cspD,-1,1030312,,,,,,1030002,1030312
169,ECK120009132,lpp,1,1903745,,,,,,1903745,1904019
170,ECK120009092,mutY-yggX,1,3304139,,,,,,3304139,3305519
171,ECK120009093,mutY-yggX-mltC,1,3304139,,,,,,3304139,3306663
172,ECK120009094,yggX,1,3305144,,,,,,3305144,3305519
173,ECK120009176,yhfG-fic-pabA,-1,3688129,,,,,,3686747,3688129
174,ECK120009138,ssb,1,4539835,,,,,,4539835,4540416
175,ECK120009174,ilvIH,1,87095,,,,,,87095,89523
176,ECK120009139,ssb,1,4539847,,,,,,4539847,4540416
177,ECK120009142,agaR,-1,3495560,,,,,,3494713,3495560
178,ECK120009143,agaS-kbaY-agaBCDI,1,3501897,,,,,,3501897,3507033
179,ECK120009147,tyrP,1,2138142,,,,,,2138142,2139532
180,ECK120009148,aceEF,1,124528,,,,,,124528,129178
181,ECK120009149,atpBEFHAGDC,-1,4142938,,,,,,4136176,4142938
182,ECK120009150,atpBEFHAGDC,-1,4142938,,,,,,4136312,4142938
183,ECK120009152,deoBD,1,4880009,,,,,,4880009,4882124
184,ECK120009153,dnaQ,1,236626,,,,,,236626,237490
185,ECK120009154,dnaQ,1,236709,,,,,,236709,237490
186,ECK120009155,glnHPQ,-1,915863,,,,,,913406,915863
187,ECK120009156,hisBHAFI,1,2231967,,,,,,2231967,2235829
188,ECK120009157,ilvA,1,4179669,,,,,,4179669,4181557
189,ECK120009158,umpH,-1,771048,,,,,,770270,771048
190,ECK120009159,pheLA,1,2908511,,,,,,2908511,2909872
191,ECK120009160,pnp,-1,3529131,,,,,,3526804,3529131
192,ECK120009161,rplT,-1,1945722,,,,,,1945322,1945722
193,ECK120009163,rpsO-pnp,-1,3529131,,,,,,3526344,3529131
194,ECK120009165,ptrA,-1,3146095,,,,,,3143080,3146095
195,ECK120009166,rnhA,-1,236227,,,,,,235721,236227
196,ECK120009167,uvrYC,-1,2141513,,,,,,2138981,2141513
197,ECK120009168,valS,-1,4738981,,,,,,4735994,4738981
198,ECK120009179,rpoBC,1,4445709,,,,,,4445709,4454259
199,ECK120009209,cyaA,1,4213881,,,,,,4213881,4216581
200,ECK120009208,cirA,-1,2414221,,,,,,2412071,2414221
201,ECK120009207,cirA,-1,2414221,,,,,,2412058,2414221
202,ECK120009135,ung,1,2887659,,,,,,2887659,2888364
203,ECK120009136,gltX,-1,2702316,,,,,,2700748,2702316
204,ECK120009137,gltX,-1,2702316,,,,,,2700740,2702316
205,ECK120009177,lepAB,-1,2875433,,,,,,2872572,2875433
206,ECK120009181,hcp-hcr,-1,1019128,,,,,,1016465,1019128
207,ECK120009182,uvrD,1,4220853,,,,,,4220853,4223059
208,ECK120009183,uvrB,1,883418,,,,,,883418,885813
209,ECK120009186,galR,1,3166670,,,,,,3166670,3167731
210,ECK120009187,lpxL,-1,1223607,,,,,,1222560,1223607
211,ECK120009188,yceA,1,1224717,,,,,,1224717,1225804
212,ECK120009189,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,1,91271,,,,,,91271,109149
213,ECK120009190,sohB,1,1417477,,,,,,1417477,1418574
214,ECK120009172,cstA,1,700728,,,,,,700728,702963
215,ECK120009191,sohB,1,1417494,,,,,,1417494,1418574
216,ECK120009193,mpl,1,4714092,,,,,,4714092,4715490
217,ECK120009194,aceBAK,1,4478700,,,,,,4478700,4483630
218,ECK120009196,araC,1,71928,,,,,,71928,72952
219,ECK120009197,argCBH,1,4419533,,,,,,4419533,4422871
220,ECK120009199,argI,-1,4735455,,,,,,4734418,4735455
221,ECK120009200,argR,1,3597636,,,,,,3597636,3598132
222,ECK120009201,aroF-tyrA,-1,2909844,,,,,,2907555,2909844
223,ECK120009202,aroG,1,855852,,,,,,855852,857082
224,ECK120009203,aroH,1,1934678,,,,,,1934678,1935870
225,ECK120009204,aroL-yaiA-aroM,1,482372,,,,,,482372,484197
226,ECK120009205,aroP,-1,121703,,,,,,120176,121703
227,ECK120009206,bioA,-1,878234,,,,,,876910,878234
228,ECK120009192,mpl,1,4714060,,,,,,4714060,4715490
229,ECK120009013,opgGH,1,1217202,,,,,,1217202,1221505
230,ECK120009287,purA,1,4661894,,,,,,4661894,4663215
231,ECK120009018,fadD-sroD,-1,2036153,,,,,,2034363,2036153
232,ECK120009245,phoA-psiF,1,477799,,,,,,477799,479693
233,ECK120009276,rpoH,-1,3801434,,,,,,3800472,3801434
234,ECK120009244,oxyR,1,4423105,,,,,,4423105,4424055
235,ECK120009214,dusB-fis,1,3623205,,,,,,3623205,3624585
236,ECK120009215,fnr,-1,1487313,,,,,,1486535,1487313
237,ECK120009216,frdABCD,-1,4636751,,,,,,4633305,4636751
238,ECK120009217,galS,-1,2410071,,,,,,2408989,2410071
239,ECK120009221,glnLG,-1,4278001,,,,,,4275499,4278001
240,ECK120009223,glpABC,1,2512711,,,,,,2512711,2516881
241,ECK120009224,glpD,1,3760366,,,,,,3760366,3761913
242,ECK120009225,ivbL-ilvBN,-1,4072902,,,,,,4070625,4072902
243,ECK120009226,ilvY,-1,4181317,,,,,,4180333,4181317
244,ECK120009227,katG,1,4398770,,,,,,4398770,4400973
245,ECK120009228,kdpFABC,-1,794151,,,,,,789709,794151
246,ECK120009229,lacZYA,-1,440163,,,,,,434960,440163
247,ECK120009230,lexA-dinF,1,4522805,,,,,,4522805,4524839
248,ECK120009231,malEFG,-1,4508257,,,,,,4504332,4508257
249,ECK120009232,malPQ,-1,3746380,,,,,,3741856,3746380
250,ECK120009233,melR,-1,4598661,,,,,,4597731,4598661
251,ECK120009234,metA,1,4477531,,,,,,4477531,4478507
252,ECK120009235,metH,1,4486469,,,,,,4486469,4490197
253,ECK120009236,nagBAC-umpH,-1,771048,,,,,,766915,771048
254,ECK120009237,narGHJI,1,1372765,,,,,,1372765,1379537
255,ECK120009238,narK,1,1370890,,,,,,1370890,1372306
256,ECK120009239,nirBDC-cysG,1,3691850,,,,,,3691850,3697065
257,ECK120009247,hflD-purB,-1,1298675,,,,,,1296605,1298675
258,ECK120009241,ompA,-1,1127199,,,,,,1126021,1127199
259,ECK120009274,ilvIH,1,87275,,,,,,87275,89523
260,ECK120009272,cysK,1,2711491,,,,,,2711491,2712538
261,ECK120009344,hycABCDEFGHI,-1,2992310,,,,,,2984326,2992310
262,ECK120009213,fhuACDB,1,168798,,,,,,168798,174800
263,ECK120009246,phoBR,1,493088,,,,,,493088,495232
264,ECK120009248,purC,-1,2768585,,,,,,2767709,2768585
265,ECK120009249,purHD,-1,4468346,,,,,,4465361,4468346
266,ECK120009250,purL,-1,2862754,,,,,,2858821,2862754
267,ECK120009251,purMN,1,2792874,,,,,,2792874,2794593
268,ECK120009252,purR,1,1884050,,,,,,1884050,1885230
269,ECK120009253,pyrC,-1,1229509,,,,,,1228427,1229509
270,ECK120009254,pyrD,1,1112919,,,,,,1112919,1113965
271,ECK120009256,rhaSR,1,4323208,,,,,,4323208,4324991
272,ECK120009257,sodA,1,4326256,,,,,,4326256,4327019
273,ECK120009258,ssb,1,4539766,,,,,,4539766,4540416
274,ECK120009259,sulA,-1,1128596,,,,,,1128059,1128596
275,ECK120009260,trpLEDCBA,-1,1406612,,,,,,1399887,1406612
276,ECK120009261,tyrR,1,1474886,,,,,,1474886,1476495
277,ECK120009262,uvrA,-1,4536762,,,,,,4533833,4536762
278,ECK120009263,uvrB,1,883728,,,,,,883728,885813
279,ECK120009264,uvrD,1,4220789,,,,,,4220789,4223059
280,ECK120009265,ada-alkB,-1,2476141,,,,,,2474405,2476141
281,ECK120009266,alkB,-1,2476141,,,,,,2475387,2476141
282,ECK120009268,ansB,-1,3300805,,,,,,3299708,3300805
283,ECK120009269,araE,-1,3170865,,,,,,3169421,3170865
284,ECK120009270,cysB,1,1421981,,,,,,1421981,1423067
285,ECK120009271,cysJIH,-1,3040573,,,,,,3036188,3040573
286,ECK120009273,fadL,1,2612953,,,,,,2612953,2614394
287,ECK120009346,proP,1,4588261,,,,,,4588261,4589945
288,ECK120009242,ompC,-1,2479060,,,,,,2477840,2479060
289,ECK120009275,purEK,-1,629418,,,,,,627803,629418
290,ECK120009312,cpdB,-1,4694190,,,,,,4692183,4694190
291,ECK120009279,phoE,-1,361380,,,,,,360267,361380
292,ECK120009311,crp,1,3683816,,,,,,3683816,3684655
293,ECK120009280,tyrB,1,4532838,,,,,,4532838,4534096
294,ECK120009281,tyrP,1,2138285,,,,,,2138285,2139532
295,ECK120009282,glnB,-1,2858150,,,,,,2857717,2858150
296,ECK120009283,ilvC,1,4182346,,,,,,4182346,4183879
297,ECK120009285,fabA,-1,1124138,,,,,,1123592,1124138
298,ECK120009286,mtr,-1,3524705,,,,,,3523418,3524705
299,ECK120009288,aidB,1,4671476,,,,,,4671476,4673129
300,ECK120009289,slp-dctR,1,3849715,,,,,,3849715,3850992
301,ECK120009290,appCBXA,1,1145896,,,,,,1145896,1150101
302,ECK120009291,araFGH,-1,2131194,,,,,,2127510,2131194
303,ECK120009292,araJ,-1,487287,,,,,,486055,487287
304,ECK120009293,cydAB,1,841558,,,,,,841558,844569
305,ECK120009294,cyoABCDE,-1,525063,,,,,,520225,525063
306,ECK120009296,fumA,-1,1832986,,,,,,1831251,1832986
307,ECK120009297,fumC,-1,1831466,,,,,,1829942,1831466
308,ECK120009298,gltA,-1,823795,,,,,,822154,823795
309,ECK120009299,icd,1,1303067,,,,,,1303067,1304432
310,ECK120009300,mdh,-1,3596289,,,,,,3595306,3596289
311,ECK120009303,argD,-1,3686823,,,,,,3685562,3686823
312,ECK120009304,asnA,1,4154559,,,,,,4154559,4155577
313,ECK120009307,betIBA,-1,396731,,,,,,392947,396731
314,ECK120009498,nuoABCEFGHIJKLMN,-1,2541652,,,,,,2526495,2541652
315,ECK120009314,glgCAP,-1,3765652,,,,,,3760346,3765652
316,ECK120009243,ompF,-1,1093852,,,,,,1092591,1093852
317,ECK120009341,exuT,1,3457270,,,,,,3457270,3458790
318,ECK120009337,cysDNC,-1,3025955,,,,,,3022821,3025955
319,ECK120009277,rpoH,-1,3801434,,,,,,3800458,3801434
320,ECK120009343,fdhF,-1,4562301,,,,,,4560072,4562301
321,ECK120009313,fur,-1,781460,,,,,,780862,781460
322,ECK120009315,malK-lamB-malM,1,4512454,,,,,,4512454,4516192
323,ECK120009316,speC,-1,3308171,,,,,,3306016,3308171
324,ECK120009317,tdcABCDEFG,-1,3475991,,,,,,3467185,3475991
325,ECK120009318,ubiG,1,2499773,,,,,,2499773,2500523
326,ECK120009319,ebgAC,1,3435252,,,,,,3435252,3438872
327,ECK120009320,fucPIKUR,1,3087357,,,,,,3087357,3093337
328,ECK120009321,nupG,1,3306802,,,,,,3306802,3308121
329,ECK120009322,uhpT,-1,4067933,,,,,,4066511,4067933
330,ECK120009323,melAB,1,4599828,,,,,,4599828,4602731
331,ECK120009324,malXY,1,1845599,,,,,,1845599,1848415
332,ECK120009325,srlAEBD-gutM-srlR-gutQ,1,2974246,,,,,,2974246,2979233
333,ECK120009326,udp,1,4240922,,,,,,4240922,4241723
334,ECK120009327,fucAO,-1,3085103,,,,,,3083114,3085103
335,ECK120009328,flhDC,-1,2126616,,,,,,2125421,2126616
336,ECK120009329,malS,1,3939919,,,,,,3939919,3942069
337,ECK120009330,aldB,-1,3957355,,,,,,3955726,3957355
338,ECK120009331,hns,-1,1384889,,,,,,1384392,1384889
339,ECK120009332,gyrA,-1,2497027,,,,,,2494363,2497027
340,ECK120009333,pck,1,3730412,,,,,,3730412,3732173
341,ECK120009334,cynTSX,1,437796,,,,,,437796,440259
342,ECK120009335,cynR,-1,436813,,,,,,435894,436813
343,ECK120009336,cysPUWAM,-1,2716826,,,,,,2711941,2716826
344,ECK120009338,nupC,1,2697466,,,,,,2697466,2698701
345,ECK120009451,dnaTC-yjjA,-1,4860366,,,,,,4858371,4860366
346,ECK120009450,dnaK-tpke11-dnaJ,1,13326,,,,,,13326,16576
347,ECK120009449,dnaAN-recF,-1,4102446,,,,,,4098633,4102446
348,ECK120009378,malI,-1,1844422,,,,,,1843330,1844422
349,ECK120009376,lysA,-1,3167738,,,,,,3166424,3167738
350,ECK120009415,kbl-tdh,-1,3999385,,,,,,3997128,3999385
351,ECK120009375,livKHMGF,-1,3793512,,,,,,3788481,3793512
352,ECK120009347,narXL,-1,1368137,,,,,,1365539,1368137
353,ECK120009348,fdnGHI,1,1656639,,,,,,1656639,1661258
354,ECK120009349,ndh,1,1273950,,,,,,1273950,1275347
355,ECK120009351,aspA,-1,4624787,,,,,,4623199,4624787
356,ECK120009352,fruBKA,-1,2429108,,,,,,2425230,2429108
357,ECK120009353,ppsA,-1,1931094,,,,,,1928667,1931094
358,ECK120009354,fepA-entD,-1,680332,,,,,,677124,680332
359,ECK120009355,fepB,-1,694427,,,,,,693254,694427
360,ECK120009356,fepDGC,-1,690257,,,,,,687407,690257
361,ECK120009357,entCEBAH,1,695704,,,,,,695704,700586
362,ECK120009358,tonB,1,1401283,,,,,,1401283,1402075
363,ECK120009359,mglBAC,-1,2406186,,,,,,2402363,2406186
364,ECK120009360,gatYZABCD,-1,2340425,,,,,,2335026,2340425
365,ECK120009361,gcvTHP,-1,3242873,,,,,,3238228,3242873
366,ECK120009362,gcvA,-1,3094888,,,,,,3093899,3094888
367,ECK120009363,glnHPQ,-1,915863,,,,,,913557,915863
368,ECK120009364,glpFKX,-1,4372702,,,,,,4369067,4372702
369,ECK120009365,ihfA,-1,1941576,,,,,,1941071,1941576
370,ECK120009366,ihfB,1,1071771,,,,,,1071771,1072194
371,ECK120009367,dps,-1,918530,,,,,,917988,918530
372,ECK120009369,thrLABC,1,148,,,,,,148,5085
373,ECK120009413,sdaA,1,2044946,,,,,,2044946,2046468
374,ECK120009370,leuLABCD,-1,80523,,,,,,75636,80523
375,ECK120009412,oppABCDF,1,1391314,,,,,,1391314,1396997
376,ECK120009408,metF,1,4397504,,,,,,4397504,4398464
377,ECK120009210,deoCABD,1,4877121,,,,,,4877121,4882124
378,ECK120009211,deoCABD,1,4877720,,,,,,4877720,4882124
379,ECK120009212,dmsABC,1,1048843,,,,,,1048843,1052916
380,ECK120009377,lysR,1,3169051,,,,,,3169051,3170057
381,ECK120009379,fpr,-1,4371901,,,,,,4371128,4371901
382,ECK120009380,nfo,1,2420248,,,,,,2420248,2421139
383,ECK120009381,marRAB,1,1731781,,,,,,1731781,1732895
384,ECK120009382,metC,1,3368377,,,,,,3368377,3369724
385,ECK120009384,mtlADR,1,3975178,,,,,,3975178,3979409
386,ECK120009385,nadB,1,2881455,,,,,,2881455,2883140
387,ECK120009386,pncB,-1,1097174,,,,,,1095914,1097174
388,ECK120009387,manXYZ,1,2050070,,,,,,2050070,2052883
389,ECK120009389,adhE,-1,1386874,,,,,,1383907,1386874
390,ECK120009390,nrfABCDEFG,1,4553358,,,,,,4553358,4559826
391,ECK120009391,nhaAR,1,17387,,,,,,17387,19549
392,ECK120009394,prs,-1,1353852,,,,,,1352570,1353852
393,ECK120009396,guaBA,-1,2802626,,,,,,2799423,2802626
394,ECK120009399,rhaT,-1,4324988,,,,,,4323913,4324988
395,ECK120009400,zwf,-1,2082974,,,,,,2081437,2082974
396,ECK120009401,ftsQAZ,1,104542,,,,,,104542,108131
397,ECK120009402,soxS,-1,4542815,,,,,,4542452,4542815
398,ECK120009403,torCAD,1,1165465,,,,,,1165465,1169807
399,ECK120009404,treBC,-1,4721411,,,,,,4718255,4721411
400,ECK120009406,fadBA,-1,4251951,,,,,,4248547,4251951
401,ECK120009407,glpTQ,-1,2510063,,,,,,2507547,2510063
402,ECK120009411,lysU,-1,4611142,,,,,,4609537,4611142
403,ECK120009371,umuDC,1,1323605,,,,,,1323605,1325321
404,ECK120009372,lrp,1,1040274,,,,,,1040274,1041035
405,ECK120009374,livJ,-1,3800102,,,,,,3798895,3800102
406,ECK120009453,yadV-htrE,-1,154175,,,,,,150766,154175
