,locus_tag,name,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right,left,right
102,ECK120021265,pheM,-1,1968348,,,,,,1968208,1968348
103,ECK120021264,rplT-pheM,-1,1968348,,,,,,1967746,1968348
104,ECK120021260,ldrD,-1,4080428,,,,,,4080055,4080428
105,ECK120026595,ecpR,-1,359681,,,,,,359034,359681
106,ECK120021238,micC,1,1586295,,,,,,1586295,1586403
107,ECK120020473,tesB,-1,538553,,,,,,537653,538553
108,ECK120021233,narP,1,2563031,,,,,,2563031,2563756
109,ECK120021227,ompW,1,1396111,,,,,,1396111,1396778
110,ECK120021226,ompX,1,962840,,,,,,962840,963430
111,ECK120021223,helD,1,1131919,,,,,,1131919,1134006
112,ECK120021222,hdfR,-1,4412690,,,,,,4411797,4412690
113,ECK120021219,grxD,-1,1903082,,,,,,1902674,1903082
114,ECK120021212,fadR,1,1312172,,,,,,1312172,1312953
115,ECK120021211,fadE,-1,277573,,,,,,275026,277573
116,ECK120021206,dsrA,-1,2197521,,,,,,2197435,2197521
117,ECK120021202,dacC,1,994032,,,,,,994032,995308
118,ECK120021162,pdeF,-1,2869713,,,,,,2867377,2869713
119,ECK120021196,can,-1,148330,,,,,,147635,148330
120,ECK120021191,ampH,-1,454914,,,,,,453681,454914
121,ECK120021188,adeD,1,4275047,,,,,,4275047,4276867
122,ECK120021186,omrA,-1,3238137,,,,,,3238050,3238137
123,ECK120021185,omrB,-1,3238340,,,,,,3238259,3238340
124,ECK120021184,dcuD,1,3736377,,,,,,3736377,3738030
125,ECK120021182,aaeR,1,3751291,,,,,,3751291,3752244
126,ECK120021180,ttdR,-1,3576397,,,,,,3575341,3576397
127,ECK120021176,yghU,1,3502888,,,,,,3502888,3503781
128,ECK120021173,ygfZ,1,3319067,,,,,,3319067,3320078
129,ECK120021172,ygeV,-1,3281975,,,,,,3280136,3281975
130,ECK120021194,bioH,-1,3890448,,,,,,3889664,3890448
131,ECK120021065,ynaI,-1,1517073,,,,,,1515991,1517073
132,ECK120021147,yegH,1,2399987,,,,,,2399987,2401609
133,ECK120021138,dgcP,1,2049469,,,,,,2049469,2050552
134,ECK120021137,nimR,-1,2046567,,,,,,2045722,2046567
135,ECK120021136,yeaL,1,2046135,,,,,,2046135,2046610
136,ECK120021134,ydiP,-1,1947722,,,,,,1946784,1947722
137,ECK120021133,ydhQ,-1,1914195,,,,,,1912864,1914195
138,ECK120021124,ydcI,-1,1618813,,,,,,1617827,1618813
139,ECK120021123,ydbK,-1,1586433,,,,,,1582862,1586433
140,ECK120021122,ydbJ,1,1590202,,,,,,1590202,1590497
141,ECK120021118,ycjG,1,1510391,,,,,,1510391,1511412
142,ECK120021116,ychO,1,1358555,,,,,,1358555,1359973
143,ECK120021114,ychH,1,1344066,,,,,,1344066,1344397
144,ECK120021111,ycgB,-1,1312963,,,,,,1311387,1312963
145,ECK120021110,bhsA,1,1261471,,,,,,1261471,1261768
146,ECK120021109,comR,-1,1260638,,,,,,1259994,1260638
147,ECK120021104,sxy,1,1128564,,,,,,1128564,1129248
148,ECK120021102,matP,1,1125928,,,,,,1125928,1126406
149,ECK120021094,zupT,1,3554717,,,,,,3554717,3555607
150,ECK120021091,ytfB,-1,5019035,,,,,,5018295,5019035
151,ECK120021089,ysgA,-1,4487914,,,,,,4486925,4487914
152,ECK120021086,yqjI,1,3587816,,,,,,3587816,3588465
153,ECK120021072,yoaE,-1,2072058,,,,,,2070321,2072058
154,ECK120021071,ynjH,-1,2010832,,,,,,2010532,2010832
155,ECK120021070,ynjF,-1,2009752,,,,,,2009103,2009752
156,ECK120021069,yniB,-1,1977878,,,,,,1977312,1977878
157,ECK120021169,alaE,1,3059342,,,,,,3059342,3059871
158,ECK120021067,yncE,1,1648917,,,,,,1648917,1650058
159,ECK120021062,gstB,-1,993233,,,,,,992568,993233
160,ECK120011055,queA,1,486628,,,,,,486628,487724
161,ECK120021059,yjjZ,1,5207046,,,,,,5207046,5207309
162,ECK120021054,idlP-iraD,1,5175686,,,,,,5175686,5176215
163,ECK120021047,rraB,1,5068574,,,,,,5068574,5069018
164,ECK120021041,queG,-1,4978760,,,,,,4977596,4978760
165,ECK120021039,pdeC,1,4753435,,,,,,4753435,4755074
166,ECK120021038,yjcB,-1,4752777,,,,,,4752373,4752777
167,ECK120021027,yidL,1,4294688,,,,,,4294688,4295611
168,ECK120021020,yiaF,-1,4099513,,,,,,4098750,4099513
169,ECK120021017,yhiM,1,4000242,,,,,,4000242,4001392
170,ECK120021009,yhbY,1,3696595,,,,,,3696595,3696919
171,ECK120020537,napFDAGHBC,-1,2570090,,,,,,2564052,2570090
172,ECK120020536,ydiU,-1,1959140,,,,,,1957694,1959140
173,ECK120020535,nfuA,1,3891970,,,,,,3891970,3892573
174,ECK120020534,erpA,1,182334,,,,,,182334,182727
175,ECK120020510,ybhQ,1,937107,,,,,,937107,937546
176,ECK120020504,ybeL,1,750749,,,,,,750749,751256
177,ECK120020499,yajQ,1,508911,,,,,,508911,509427
178,ECK120020498,yaiZ,1,459237,,,,,,459237,459588
179,ECK120020493,yahO,1,409137,,,,,,409137,409464
180,ECK120020489,yafV,-1,276133,,,,,,275336,276133
181,ECK120020481,mlaA,-1,2736876,,,,,,2735993,2736876
182,ECK120020474,thiI,1,505721,,,,,,505721,507250
183,ECK120021061,rimO,-1,990089,,,,,,988729,990089
184,ECK120021236,mrcA,1,3868920,,,,,,3868920,3871542
185,ECK120020467,chiX,1,572783,,,,,,572783,572866
186,ECK120017003,fbaB,-1,2438717,,,,,,2437562,2438717
187,ECK120020465,ryjA,-1,4755944,,,,,,4755805,4755944
188,ECK120020463,arcZ,1,3719413,,,,,,3719413,3719533
189,ECK120020461,micA,1,3077202,,,,,,3077202,3077273
190,ECK120020459,ybjX,-1,1033753,,,,,,1032778,1033753
191,ECK120020454,ryeA,1,2095089,,,,,,2095089,2095337
192,ECK120020452,rpmE,1,4599168,,,,,,4599168,4599485
193,ECK120020449,ybiT,1,968368,,,,,,968368,969976
194,ECK120020440,purT,1,2104642,,,,,,2104642,2105844
195,ECK120020439,proC,-1,464746,,,,,,463846,464746
196,ECK120020438,ppa,-1,5039546,,,,,,5038982,5039546
197,ECK120020437,pitA,1,4003111,,,,,,4003111,4004640
198,ECK120020436,pepT,1,1278258,,,,,,1278258,1279505
199,ECK120020435,pepN,1,1104915,,,,,,1104915,1107558
200,ECK120020433,pdxK,-1,2787409,,,,,,2786476,2787409
201,ECK120020432,panD,-1,152636,,,,,,152205,152636
202,ECK120020431,oxyS,-1,4632929,,,,,,4632820,4632929
203,ECK120020429,cysS,1,642594,,,,,,642594,644013
204,ECK120020428,metY,-1,3686867,,,,,,3686523,3686867
205,ECK120020427,yciZT,-1,1479207,,,,,,1478166,1479207
206,ECK120020426,rpsO,-1,3680212,,,,,,3679798,3680212
207,ECK120020425,dtpA,1,1882000,,,,,,1882000,1883600
208,ECK120020424,argA,1,3211190,,,,,,3211190,3212607
209,ECK120020464,glmZ,1,4451786,,,,,,4451786,4451957
210,ECK120021140,yecF,1,2167854,,,,,,2167854,2168225
211,ECK120016931,rsxABCDGE-nth,1,1875081,,,,,,1875081,1881487
212,ECK120016929,ybgI-pxpBCA-nei,1,804802,,,,,,804802,808730
213,ECK120016556,dsbC-recJ-prfB,-1,3312969,,,,,,3308520,3312969
214,ECK120016777,ytfE,-1,5022278,,,,,,5021590,5022278
215,ECK120016727,lhr,1,1897681,,,,,,1897681,1903068
216,ECK120016726,narWV,-1,1662638,,,,,,1659888,1662638
217,ECK120016724,yieEF,1,4331244,,,,,,4331244,4332633
218,ECK120016722,fliFGHIJK,1,2185439,,,,,,2185439,2191806
219,ECK120016700,ftnB,1,2158923,,,,,,2158923,2159576
220,ECK120016699,ahpF,1,716085,,,,,,716085,718401
221,ECK120016697,ydhIJK,1,1890326,,,,,,1890326,1893461
222,ECK120016696,rutR,1,1172332,,,,,,1172332,1173078
223,ECK120015338,pagP,1,732276,,,,,,732276,732867
224,ECK120016695,plsB,-1,4732031,,,,,,4729476,4732031
225,ECK120016693,malQ,-1,3894295,,,,,,3891882,3894295
226,ECK120016692,fliE,-1,2184993,,,,,,2184657,2184993
227,ECK120016691,rne,-1,1232167,,,,,,1228621,1232167
228,ECK120016590,yecR,1,2160348,,,,,,2160348,2160693
229,ECK120016589,recC,-1,3221094,,,,,,3217647,3221094
230,ECK120016564,lpp,1,1926624,,,,,,1926624,1926985
231,ECK120016562,bamA-skp-lpxD-fabZ-lpxAB-rnhB-dnaE,1,202050,,,,,,202050,213632
232,ECK120016561,lptB-rpoN-hpf-ptsN-rapZ,1,3712233,,,,,,3712233,3716806
233,ECK120016560,greA,-1,3697642,,,,,,3697595,3697642
234,ECK120016559,yraP,1,3663573,,,,,,3663573,3664485
235,ECK120016694,yhjJ,-1,4059526,,,,,,4057955,4059526
236,ECK120016555,bamD,1,2991864,,,,,,2991864,2992786
237,ECK120016553,infA,-1,1042024,,,,,,1041707,1042024
238,ECK120015950,zinT,1,2213563,,,,,,2213563,2214242
239,ECK120016554,infA,-1,1042024,,,,,,1041501,1042024
240,ECK120016552,qseBC,1,3531706,,,,,,3531706,3533790
241,ECK120016551,bamB-der,-1,2890548,,,,,,2887457,2890548
242,ECK120016550,bepA-yfgD,1,2859118,,,,,,2859118,2860987
243,ECK120016549,yfeKS,1,2788338,,,,,,2788338,2789506
244,ECK120016547,spy,-1,1994026,,,,,,1993395,1994026
245,ECK120016408,ybbN,-1,612196,,,,,,611131,612196
246,ECK120016405,ldhA,-1,1591027,,,,,,1589966,1591027
247,ECK120016404,bssS,-1,1210902,,,,,,1210571,1210902
248,ECK120016403,bssS,-1,1210902,,,,,,1210545,1210902
249,ECK120016338,cobUST,-1,2318723,,,,,,2316139,2318723
250,ECK120016337,rssAB,1,1373427,,,,,,1373427,1375576
251,ECK120016334,rssB,1,1374541,,,,,,1374541,1375576
252,ECK120016331,treF,1,4046343,,,,,,4046343,4048034
253,ECK120016329,bcsBZ,-1,4068236,,,,,,4064718,4068236
254,ECK120016328,dcuSR,-1,4818422,,,,,,4816052,4818422
255,ECK120016222,hypBCDE-fhlA,1,3113104,,,,,,3113104,3118681
256,ECK120016221,hypABCDE-fhlA,1,3112892,,,,,,3112892,3118681
257,ECK120016218,fliE,-1,2184993,,,,,,2184600,2184993
258,ECK120016181,mltF,1,2950274,,,,,,2950274,2951864
259,ECK120016180,ldtB,-1,967245,,,,,,966283,967245
260,ECK120015960,acrR,1,549950,,,,,,549950,550659
261,ECK120015958,narK,1,1362616,,,,,,1362616,1364143
262,ECK120016558,qseBC,1,3531758,,,,,,3531758,3533790
263,ECK120016557,ygiM-cca,1,3572113,,,,,,3572113,3574200
264,ECK120015945,tsr,1,5192671,,,,,,5192671,5194579
265,ECK120015944,cpxRA,-1,4575862,,,,,,4573778,4575862
266,ECK120015372,dut-slmA,1,4194258,,,,,,4194258,4195496
267,ECK120015502,tpiA,-1,4583000,,,,,,4582216,4583000
268,ECK120015515,metR,-1,4484424,,,,,,4483450,4484424
269,ECK120015514,metR,-1,4484424,,,,,,4483432,4484424
270,ECK120015513,metE,1,4485445,,,,,,4485445,4487874
271,ECK120015512,yggE,-1,3344105,,,,,,3343260,3344105
272,ECK120015511,yggE,-1,3344105,,,,,,3343319,3344105
273,ECK120015509,gloA,1,1897129,,,,,,1897129,1897572
274,ECK120015508,msyB,-1,1204008,,,,,,1203602,1204008
275,ECK120015507,ytfK,1,5030459,,,,,,5030459,5030741
276,ECK120015506,yiaG,1,4100610,,,,,,4100610,4100947
277,ECK120015505,talA-tktB,1,2821594,,,,,,2821594,2824663
278,ECK120015501,acrD,1,2830507,,,,,,2830507,2833740
279,ECK120015373,lolB-ispE-prs,-1,1346223,,,,,,1343562,1346223
280,ECK120015499,glnQ,-1,958162,,,,,,957272,958162
281,ECK120015492,ybjG,-1,996171,,,,,,995455,996171
282,ECK120015491,hemL,-1,179375,,,,,,178056,179375
283,ECK120015490,nagA,-1,778449,,,,,,776877,778449
284,ECK120015488,slyB,1,1889077,,,,,,1889077,1889672
285,ECK120015487,slyB,1,1889106,,,,,,1889106,1889672
286,ECK120015486,rstAB,1,1851643,,,,,,1851643,1853688
287,ECK120015482,frc,-1,2748517,,,,,,2747082,2748517
288,ECK120015478,ydeP,-1,1713263,,,,,,1710801,1713263
289,ECK120015369,cho,1,1992461,,,,,,1992461,1993371
290,ECK120016928,ybgI-pxpBCA-nei,1,804623,,,,,,804623,808730
291,ECK120015368,hokE,1,686354,,,,,,686354,686610
292,ECK120015340,rpsT,-1,27316,,,,,,26967,27316
293,ECK120015766,recN,1,3007550,,,,,,3007550,3009247
294,ECK120015523,rimJ,1,1215726,,,,,,1215726,1216350
295,ECK120015367,ybfE,-1,788323,,,,,,787989,788323
296,ECK120015365,dinQ,-1,4012977,,,,,,4012647,4012977
297,ECK120015363,ydjM,1,1979351,,,,,,1979351,1979982
298,ECK120015362,yebB,1,2119898,,,,,,2119898,2120641
299,ECK120015361,yebB,1,2119932,,,,,,2119932,2120641
300,ECK120015360,nudB-yebC-ruvC,-1,2120603,,,,,,2118744,2120603
301,ECK120015359,ruvC,-1,2120603,,,,,,2119979,2120603
302,ECK120015358,yebC-ruvC,-1,2120603,,,,,,2119233,2120603
303,ECK120015357,pfkB,1,1975504,,,,,,1975504,1976480
304,ECK120015355,pheP,1,680047,,,,,,680047,681528
305,ECK120015354,ansP,-1,1650171,,,,,,1648632,1650171
306,ECK120015353,ansP,-1,1650171,,,,,,1648641,1650171
307,ECK120015352,talB,1,9626,,,,,,9626,10661
308,ECK120015350,aspS,-1,2122450,,,,,,2120495,2122450
309,ECK120015349,pgk,-1,3348196,,,,,,3346770,3348196
310,ECK120015348,epd-pgk-fbaA,-1,3346930,,,,,,3343272,3346930
311,ECK120015347,pgk-fbaA,-1,3346930,,,,,,3344238,3346930
312,ECK120015345,dhaKLM,-1,1332948,,,,,,1329700,1332948
313,ECK120015344,dhaR,1,1336255,,,,,,1336255,1338237
314,ECK120015343,mglAC,-1,2502373,,,,,,2499725,2502373
315,ECK120015341,lsrACDBFG-tam,1,1732782,,,,,,1732782,1739426
316,ECK120015339,rpsT,-1,27316,,,,,,26877,27316
317,ECK120016930,ydgK-rsxABCDGE-nth,1,1874533,,,,,,1874533,1881487
318,ECK120015337,rob,-1,5234768,,,,,,5233856,5234768
319,ECK120011090,argE,-1,4628340,,,,,,4626958,4628340
320,ECK120015175,istR,-1,4287552,,,,,,4287478,4287552
321,ECK120015332,allDCE,-1,631346,,,,,,628196,631346
322,ECK120015330,allS,-1,619477,,,,,,618472,619477
323,ECK120015329,allA,1,620572,,,,,,620572,621115
324,ECK120015327,polB,-1,70478,,,,,,68104,70478
325,ECK120015324,sthA,-1,4634034,,,,,,4632622,4634034
326,ECK120015323,bglX,-1,2485472,,,,,,2483012,2485472
327,ECK120015322,amyA,1,2178418,,,,,,2178418,2179977
328,ECK120015321,galU,1,1375726,,,,,,1375726,1376686
329,ECK120015320,glk,-1,2764935,,,,,,2763898,2764935
330,ECK120015336,yrbL,1,3717257,,,,,,3717257,3717920
331,ECK120015319,agp,1,1163932,,,,,,1163932,1165230
332,ECK120015317,tktB,1,2822332,,,,,,2822332,2824663
333,ECK120015316,rpiA,-1,3335409,,,,,,3334700,3335409
334,ECK120015315,mntH,-1,2767980,,,,,,2766714,2767980
335,ECK120015314,cysG,1,3844053,,,,,,3844053,3845461
336,ECK120015313,plsX-fabHDG,1,1239998,,,,,,1239998,1243825
337,ECK120015312,yggN,-1,3377669,,,,,,3376933,3377669
338,ECK120015311,gor,1,4011437,,,,,,4011437,4012976
339,ECK120015310,rpmF-plsX-fabHDG,1,1239759,,,,,,1239759,1243825
340,ECK120015309,cysG,1,3844014,,,,,,3844014,3845461
341,ECK120015178,moaBCDE,1,928531,,,,,,928531,930301
342,ECK120015318,ves,-1,1993331,,,,,,1992709,1993331
343,ECK120015173,waaA,1,4188922,,,,,,4188922,4190223
344,ECK120015171,galP,1,3365020,,,,,,3365020,3366443
345,ECK120011121,clsA-yciU,-1,1388940,,,,,,1387088,1388940
346,ECK120015172,bdm-sra,-1,1684869,,,,,,1684355,1684869
347,ECK120015155,smf,-1,3793804,,,,,,3792554,3793804
348,ECK120015153,hcaEFCBD,1,2923473,,,,,,2923473,2927740
349,ECK120015152,istR,-1,4287552,,,,,,4287413,4287552
350,ECK120011167,adiY,-1,4807908,,,,,,4807034,4807908
351,ECK120011166,mlc-ynfK,-1,1824995,,,,,,1822928,1824995
352,ECK120011165,mlc,-1,1825815,,,,,,1824556,1825815
353,ECK120011164,pfkA,1,4579734,,,,,,4579734,4580992
354,ECK120011163,rsd,-1,4670606,,,,,,4670079,4670606
355,ECK120011162,rsd,-1,4670606,,,,,,4669984,4670606
356,ECK120011157,polA,1,4519136,,,,,,4519136,4521948
357,ECK120011154,xthA,1,2001368,,,,,,2001368,2002203
358,ECK120011153,poxB,-1,1024967,,,,,,1023222,1024967
359,ECK120011141,lysP,-1,2512691,,,,,,2511194,2512691
360,ECK120011140,tpx,-1,1509822,,,,,,1509283,1509822
361,ECK120011139,gcvR,1,2842882,,,,,,2842882,2843481
362,ECK120011138,bcp,1,2843440,,,,,,2843440,2843951
363,ECK120011137,ribA,-1,1474124,,,,,,1473402,1474124
364,ECK120011127,ribA,-1,1474124,,,,,,1473446,1474124
365,ECK120011126,pgi,1,4713799,,,,,,4713799,4715484
366,ECK120011125,lysC,-1,4711961,,,,,,4710306,4711961
367,ECK120011124,lysC,-1,4711961,,,,,,4710229,4711961
368,ECK120011122,mgtLA,1,5057686,,,,,,5057686,5060644
369,ECK120015177,prpR,-1,409562,,,,,,407948,409562
370,ECK120015176,hcaR,-1,2922497,,,,,,2921539,2922497
371,ECK120011120,rihB,-1,2519873,,,,,,2518866,2519873
372,ECK120011119,cdd,1,2497621,,,,,,2497621,2498530
373,ECK120011088,cytR,-1,4595691,,,,,,4594613,4595691
374,ECK120011105,topA,1,1466401,,,,,,1466401,1469257
375,ECK120011115,ppiD,1,526090,,,,,,526090,528038
376,ECK120011114,ftsZ,1,111328,,,,,,111328,113148
377,ECK120011113,ftsZ,1,111385,,,,,,111385,113148
378,ECK120011112,ftsZ,1,111737,,,,,,111737,113148
379,ECK120011111,tesA-ybbO,-1,613111,,,,,,611502,613111
380,ECK120011110,gapA,1,2034335,,,,,,2034335,2035575
381,ECK120011109,gapA,1,2034406,,,,,,2034406,2035575
382,ECK120011108,gapA,1,2034544,,,,,,2034544,2035575
383,ECK120011107,fkpA,-1,3822869,,,,,,3821977,3822869
384,ECK120011106,fkpA,-1,3822869,,,,,,3821951,3822869
385,ECK120011104,topA,1,1466430,,,,,,1466430,1469257
386,ECK120011089,ppc,-1,4625387,,,,,,4622644,4625387
387,ECK120011103,topA,1,1466460,,,,,,1466460,1469257
388,ECK120011102,topA,1,1466495,,,,,,1466495,1469257
389,ECK120011101,topA,1,1466592,,,,,,1466592,1469257
390,ECK120011100,osmC,1,1685649,,,,,,1685649,1686099
391,ECK120009346,proP,1,4801060,,,,,,4801060,4802744
392,ECK120011098,csgDEFG,-1,1191052,,,,,,1188559,1191052
393,ECK120011097,lon,1,523067,,,,,,523067,525494
394,ECK120011096,serB-radA,1,5225237,,,,,,5225237,5227675
395,ECK120011091,btuB-murI,1,4638043,,,,,,4638043,4640929
396,ECK120011087,spf,1,4522096,,,,,,4522096,4522213
397,ECK120015333,otsBA,-1,2152244,,,,,,2149898,2152244
398,ECK120011086,rhoL-rho,1,4431582,,,,,,4431582,4433151
399,ECK120011057,asnB,-1,774359,,,,,,772650,774359
400,ECK120011118,glyU,-1,3276953,,,,,,3276873,3276953
401,ECK120011116,ppiD,1,526071,,,,,,526071,528038
402,ECK120011085,trxA,1,4431107,,,,,,4431107,4431510
403,ECK120011084,trxA,1,4431067,,,,,,4431067,4431510
404,ECK120011083,recF,-1,4315091,,,,,,4313378,4315091
405,ECK120011082,recF,-1,4315091,,,,,,4313398,4315091
406,ECK120011081,cspA,1,4101119,,,,,,4101119,4101492
407,ECK120011080,cspA,1,4101068,,,,,,4101068,4101492
408,ECK120011079,pabA,-1,3836528,,,,,,3835943,3836528
409,ECK120011076,ansB,-1,3376419,,,,,,3375283,3376419
410,ECK120011075,pyrG-eno,-1,3169222,,,,,,3166068,3169222
411,ECK120011074,pyrG-eno,-1,3169222,,,,,,3166148,3169222
412,ECK120011073,alaS,-1,3081646,,,,,,3078937,3081646
413,ECK120011071,hisS,-1,2893965,,,,,,2892624,2893965
414,ECK120011070,fabB,-1,2712685,,,,,,2711327,2712685
415,ECK120011068,amn,1,2310365,,,,,,2310365,2311849
416,ECK120011067,uvrC,-1,2165011,,,,,,2163006,2165011
417,ECK120011066,gapA-yeaD,1,2034427,,,,,,2034427,2036543
418,ECK120011065,pfkB,1,1975532,,,,,,1975532,1976480
419,ECK120011064,infC,-1,1969223,,,,,,1967912,1969223
420,ECK120011061,manA,1,1858056,,,,,,1858056,1859256
