,locus_tag,name,left,right,strand
343,ECK120014813,hybOABCDEFG,3138372,3145102,-1
344,ECK120014814,ribF-ileS-lspA-fkpB-ispH,21383,27279,1
345,ECK120014815,kdpDE,721478,724836,-1
346,ECK120014817,lepAB,2702991,2706024,-1
347,ECK120014818,lgt-thyA,2962976,2964777,-1
348,ECK120014821,minCDE,1225856,1227704,-1
349,ECK120014822,modABC,795288,798034,1
350,ECK120014823,moeAB,864802,867000,-1
351,ECK120014824,motAB-cheAW,1974550,1979060,-1
352,ECK120014826,narZYWV,1537651,1544304,-1
353,ECK120014827,nfrBA,587205,592401,-1
354,ECK120014828,panBC,147944,149630,-1
355,ECK120014830,aroG,785966,787243,1
356,ECK120014831,aroH,1789918,1791224,1
357,ECK120014832,aroL-yaiA-aroM,405450,407329,1
358,ECK120014833,bioA,808390,809724,-1
359,ECK120014834,cirA,2248112,2250307,-1
360,ECK120014835,cyaA,3642982,3645907,-1
361,ECK120014836,deoCABD,4620743,4626339,1
362,ECK120014837,fhuACDB,167430,173444,1
363,ECK120014838,dusB-fis,3409838,3411481,1
364,ECK120014839,fnr,1400488,1401377,-1
365,ECK120014840,frdABCD,4383646,4387204,-1
366,ECK120014841,galS,2243962,2245113,-1
367,ECK120014842,galETKM,788185,792599,-1
368,ECK120014843,glnALG,3578377,3582812,1
369,ECK120014844,glpABC,2357066,2361422,1
370,ECK120014845,glpD,4076897,4078518,-1
371,ECK120014847,ilvY,3678790,3679798,1
372,ECK120014848,katG,3500666,3502988,-1
373,ECK120014850,lacZYA,360364,365659,-1
374,ECK120014851,lexA-dinF,4260617,4262711,1
375,ECK120014852,malEFG,4246129,4250290,-1
376,ECK120014853,malPQ,4087772,4092430,1
377,ECK120014855,metA,4217749,4218799,1
378,ECK120014856,metH,4227095,4231101,1
379,ECK120014858,narGHJI,1281100,1288103,1
380,ECK120014859,narK,1279287,1280925,1
381,ECK120014860,nirBDC-cysG,4141215,4146736,-1
382,ECK120014862,ompA,1019435,1020663,-1
383,ECK120014863,ompF,986316,987952,-1
384,ECK120014864,oxyR,3477274,3478250,-1
385,ECK120014865,phoA-psiF,400891,402825,1
386,ECK120014866,phoBR,416285,418408,1
387,ECK120014867,hflD-purB,1192193,1194263,-1
388,ECK120014868,purC,2595561,2596528,-1
389,ECK120014869,purHD,3428567,3432039,1
390,ECK120014870,purL,2690312,2694291,-1
391,ECK120014871,purMN,2619610,2621528,1
392,ECK120014872,purR,1739345,1740583,1
393,ECK120014873,pyrC,1123138,1124359,-1
394,ECK120014874,pyrD,1005088,1006200,1
395,ECK120014875,recAX,2820795,2822504,-1
396,ECK120014876,rhaSR,3537187,3539092,-1
397,ECK120014877,sodA,3535251,3536032,-1
398,ECK120014878,ssb,4277521,4278251,1
399,ECK120014879,sulA,1020832,1021380,-1
400,ECK120014881,uvrA,4274639,4277681,-1
401,ECK120014882,uvrB,813574,815969,1
402,ECK120014883,uvrD,3636504,3638774,-1
403,ECK120014884,ada-alkB,2312025,2313832,-1
404,ECK120014885,ahpCF,637832,640541,1
405,ECK120014886,ansB,3098310,3099522,-1
406,ECK120014888,cysB,1335388,1336588,1
407,ECK120014889,cysJIH,2886234,2890750,-1
408,ECK120014890,cysK,2537723,2538870,1
409,ECK120014891,fadL,2466451,2468092,1
410,ECK120014892,ilvIH,85341,87848,1
411,ECK120014893,purEK,550750,552410,-1
412,ECK120014895,phoE,258269,259505,-1
413,ECK120014896,tyrB,4270672,4271930,1
414,ECK120014897,tyrP,1991639,1993029,1
415,ECK120014898,ilvC,3677236,3678838,-1
416,ECK120014899,malT,4084596,4087473,-1
417,ECK120014900,fabA,1016374,1016966,-1
418,ECK120014901,mtr,3304428,3305830,-1
419,ECK120014902,purA,4409246,4410665,1
420,ECK120014903,aidB,4418862,4420580,1
421,ECK120014905,araFGH,1984691,1988549,-1
422,ECK120014906,araJ,410521,411854,-1
423,ECK120014907,cyoABCDE,446039,451154,-1
424,ECK120014910,mdh,3383185,3384325,-1
425,ECK120014911,carAB,29240,34120,1
426,ECK120014912,argD,4150167,4151456,1
427,ECK120014913,asnA,3708534,3709668,-1
428,ECK120014916,betIBA,324801,328666,-1
429,ECK120014917,betT,328605,330720,1
430,ECK120014918,bioBFCD,809684,813369,1
431,ECK120014919,cadC,4365074,4366860,-1
432,ECK120014920,crp,4153624,4154562,-1
433,ECK120014921,cpdB,4439302,4441363,-1
434,ECK120014922,malK-lamB-malM,4250073,4254064,1
435,ECK120014923,speC,3105676,3107831,-1
436,ECK120014925,ubiG,2344209,2344959,1
437,ECK120014926,ebgAC,3221207,3224827,1
438,ECK120014927,fucPIKUR,2932684,2938755,1
439,ECK120014928,mutY-yggX-mltC-nupG,3101567,3105626,1
440,ECK120014929,uhpT,3793103,3794639,1
441,ECK120014930,melAB,4346318,4349468,1
442,ECK120014931,malXY,1700915,1703843,1
443,ECK120014932,udp,3619489,3620394,-1
444,ECK120014933,fucAO,2930521,2932645,-1
445,ECK120014935,malS,3900795,3903187,-1
446,ECK120014936,aldB,3883691,3885509,1
447,ECK120014937,hns,1293704,1294824,-1
448,ECK120014938,gyrA,2341463,2344238,-1
449,ECK120014940,cynTSX,357924,360460,1
450,ECK120014941,cynR,357015,357970,-1
451,ECK120014942,cysPUWAM,2544118,2549088,-1
452,ECK120014943,cysDNC,2871890,2875129,-1
453,ECK120014944,nupC,2518355,2519690,1
454,ECK120014945,dsdC,2482140,2483192,-1
455,ECK120014946,exuT,3243486,3245178,1
456,ECK120014947,fecABCDE,4515370,4521445,-1
457,ECK120014948,fdhF,4300657,4303022,-1
458,ECK120014950,proP,4334952,4336682,1
459,ECK120014951,narXL,1276756,1279507,-1
460,ECK120014952,fdnGHI,1548954,1553705,1
461,ECK120014953,ndh,1167439,1168966,1
462,ECK120014954,gadY,3975447,3975611,-1
463,ECK120014956,cytR,3512097,3513250,1
464,ECK120014957,ugpBAECQ,4047952,4053045,1
465,ECK120014959,entS,621422,622773,1
466,ECK120014960,gcvB,2941280,2941556,1
467,ECK120014966,ybhK,816161,817069,-1
468,ECK120014967,folA,49642,50302,1
469,ECK120014968,dapB,28252,29272,1
470,ECK120014969,lysP,2250397,2251986,-1
471,ECK120014972,pfkB,1808037,1809013,1
472,ECK120014973,gltX,2524654,2526304,-1
473,ECK120014974,amn,2057126,2058652,1
474,ECK120014975,rimL,1500457,1501191,1
475,ECK120014976,manA,1690190,1691465,1
476,ECK120014978,alaS,2818037,2820770,-1
477,ECK120014979,pepD,254259,255809,-1
478,ECK120014981,pgi,4237263,4238997,1
479,ECK120014982,adk,496189,497043,1
480,ECK120014983,aspC,984941,986165,-1
481,ECK120014984,bcp,2599093,2599604,1
482,ECK120014985,blc,4381869,4382688,-1
483,ECK120014986,cdh,3525951,3526887,-1
484,ECK120014987,cspD,922788,923240,-1
485,ECK120014988,cysE,3857734,3858674,1
486,ECK120014989,gcvR,2598462,2599134,1
487,ECK120014990,glnS,706314,708400,1
488,ECK120014991,hemN,3583263,3584738,-1
489,ECK120014992,hisS,2637957,2639298,-1
490,ECK120014993,katE,1815470,1817996,1
491,ECK120014995,lpp,1759010,1759371,1
492,ECK120014996,ppc,3483436,3486234,1
493,ECK120014997,rep,3673983,3676034,-1
494,ECK120014999,sbcB,2084865,2086320,1
495,ECK120015001,ung,2715306,2716099,1
496,ECK120015002,lysC,4235474,4237206,-1
497,ECK120015003,uvrYC,1995011,1997682,-1
498,ECK120015004,proS,217020,218837,-1
499,ECK120015006,agaR,3277711,3278587,-1
500,ECK120015008,ppiD,460871,463010,1
501,ECK120015010,ssuEADCB,993699,998168,-1
502,ECK120015012,dnaQ,235934,236798,1
503,ECK120015014,rnhA,235535,236041,-1
504,ECK120015015,cstA,628978,631314,1
505,ECK120015019,cspI,1640142,1640673,-1
506,ECK120015020,cspB,1643037,1643429,-1
507,ECK120015021,cspG,1051845,1052095,1
508,ECK120015023,srlAEBD-gutM-srlR-gutQ,2824094,2829434,1
509,ECK120015025,galR,2975225,2976286,1
510,ECK120015027,yceA,1118349,1119436,1
511,ECK120015028,sohB,1330998,1332095,1
512,ECK120015029,mpl,4460360,4461838,1
513,ECK120015031,aceBAK,4218817,4223922,1
514,ECK120015032,alkA,2148829,2149978,-1
515,ECK120015033,araC,70110,71265,1
516,ECK120015034,argCBH,3478458,3481808,-1
517,ECK120015035,argF,288525,289719,-1
518,ECK120015036,argI,4481987,4483055,-1
519,ECK120015038,aroF-tyrA,2737568,2739970,-1
520,ECK120015042,pphA,1924027,1925099,-1
521,ECK120015045,sixA,2461773,2462445,-1
522,ECK120015047,asnW,2060164,2060281,-1
523,ECK120015048,argT-hisJQMP,2429182,2433493,-1
524,ECK120015050,yeaGH,1868479,1871952,1
525,ECK120015051,yhdWXYZ,3418693,3423049,1
526,ECK120015052,ddpXABCDF,1558826,1564963,-1
527,ECK120015057,metBL,3504414,3508109,-1
528,ECK120015060,csiE,2664004,2665371,1
529,ECK120015066,yggN,3099560,3100454,-1
530,ECK120015075,iclR,4226394,4227304,-1
531,ECK120015076,secMA-mutT,107705,111433,1
532,ECK120015077,yaiS,383283,383840,-1
533,ECK120015078,kch,1310730,1312279,-1
534,ECK120015081,nagE,704126,706387,1
535,ECK120015082,norVW,2830948,2833701,1
536,ECK120015084,garD,3275137,3276708,1
537,ECK120015085,gudPXD,2916701,2920964,-1
538,ECK120015086,mngAB,766233,771033,1
539,ECK120015088,cdaR,182447,183620,1
540,ECK120015089,alsRBACE,4312461,4317815,-1
541,ECK120015090,znuCB,1944327,1945913,1
542,ECK120015091,zntA,4031766,4034028,-1
543,ECK120015093,znuA,1943365,1944375,-1
544,ECK120015094,idnK,4499146,4499866,1
545,ECK120015095,idnDOTR,4494821,4499233,-1
546,ECK120015096,csrB,2922812,2923372,-1
547,ECK120015097,nrdDG,4464580,4467589,-1
548,ECK120015098,bglGFB,3729825,3734432,1
549,ECK120015099,csrC,3585401,3585844,-1
550,ECK120015101,hdeD,3982848,3983600,-1
551,ECK120015104,asnB,697935,699644,-1
552,ECK120015106,gntP,4554602,4556174,-1
553,ECK120015109,uxaCA,3240483,3243649,-1
554,ECK120015110,uxuR,4559063,4560029,1
555,ECK120015111,exuR,3245072,3246084,1
556,ECK120015112,yjaB,4217270,4217713,-1
557,ECK120015114,uidR,1698176,1698789,-1
558,ECK120015115,gnd,2101999,2103461,-1
559,ECK120015116,ulaABCDEF,4424536,4429066,1
560,ECK120015117,ulaG,4423241,4424365,-1
561,ECK120015118,pdxB-usg-truA-dedA,2439528,2443330,-1
562,ECK120015119,flk,2443358,2444391,1
