,locus_tag,name,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right,left,right
34,ECK125165932,lapAB,1,1341900,,,,,,1341900,1343441
35,ECK125165388,araE-ygeA,-1,2978599,,,,,,2976334,2978599
36,ECK125165387,serC,1,958001,,,,,,958001,959163
37,ECK125165386,aroL-yaiA-aroM,1,405579,,,,,,405579,407329
38,ECK125165385,dcuA,-1,4370150,,,,,,4368669,4370150
39,ECK125165384,mepS,1,2273145,,,,,,2273145,2273879
40,ECK125165383,yejG,-1,2281227,,,,,,2280723,2281227
41,ECK125165382,bglG,1,3729964,,,,,,3729964,3731045
42,ECK125165381,degS,1,3382028,,,,,,3382028,3383171
43,ECK125165380,degQ,1,3380553,,,,,,3380553,3382033
44,ECK125165379,gcvR,1,2598462,,,,,,2598462,2599134
45,ECK125162177,ssnA,1,3017606,,,,,,3017606,3019178
46,ECK125162176,tynA,-1,1450790,,,,,,1448457,1450790
47,ECK125162175,feaB,1,1449084,,,,,,1449084,1450777
48,ECK125162174,feaR,-1,1448092,,,,,,1447076,1448092
49,ECK125162173,feaR,-1,1448092,,,,,,1447161,1448092
50,ECK125162172,feaR,-1,1448092,,,,,,1447121,1448092
51,ECK125203402,metG,1,2197092,,,,,,2197092,2199700
52,ECK125162171,ghoST,1,4357227,,,,,,4357227,4357759
53,ECK125158017,hisL,1,2092102,,,,,,2092102,2092277
54,ECK125162169,nanA,-1,3372538,,,,,,3371601,3372538
55,ECK125162166,acpP,1,1153152,,,,,,1153152,1153464
56,ECK125160780,ydcSTUV-patD,1,1513313,,,,,,1513313,1518716
57,ECK125160645,nemRA-gloA,1,1727735,,,,,,1727735,1729958
58,ECK125160644,cbpAM,-1,1062972,,,,,,1061603,1062972
59,ECK125160643,cbpAM,-1,1062972,,,,,,1061485,1062972
60,ECK125160642,agrB,-1,3992031,,,,,,3991941,3992031
61,ECK125160641,agrA,-1,3992268,,,,,,3992184,3992268
62,ECK125160640,leuE,-1,1881835,,,,,,1881156,1881835
63,ECK125160639,frr,1,192814,,,,,,192814,193498
64,ECK125158026,ycjY-ymjDC-mpaA,-1,1391584,,,,,,1389382,1391584
65,ECK125158025,tatABC,-1,3613144,,,,,,3611516,3613144
66,ECK125158023,ilvL,-1,3686210,,,,,,3686029,3686210
67,ECK125158022,ilvL,-1,3686210,,,,,,3685957,3686210
68,ECK125158021,bglG,1,3729984,,,,,,3729984,3731045
69,ECK125158020,tnaC,-1,3751906,,,,,,3751808,3751906
70,ECK125158019,ivbL,1,3787392,,,,,,3787392,3787580
71,ECK125158018,gntK,1,4062770,,,,,,4062770,4063409
72,ECK125158016,trpL,-1,1324689,,,,,,1324556,1324689
73,ECK125158015,sucAB,1,759008,,,,,,759008,763388
74,ECK125158014,leuL,-1,83574,,,,,,83413,83574
75,ECK125158013,yfeCD,1,2523853,,,,,,2523853,2524651
76,ECK125158012,ssrA,1,2754242,,,,,,2754242,2754611
77,ECK125158011,bluF,-1,1215841,,,,,,1214599,1215841
78,ECK125146693,fumAC,-1,1686899,,,,,,1683644,1686899
79,ECK125145765,dksA-gluQ,-1,159186,,,,,,157621,159186
80,ECK125135744,msrB,-1,1863730,,,,,,1863282,1863730
81,ECK125145777,cspI,-1,1640169,,,,,,1639912,1640169
82,ECK125145764,ibaG-murA,-1,3335090,,,,,,3333492,3335090
83,ECK125162168,ydbK-ompN,-1,1437474,,,,,,1432403,1437474
84,ECK125145763,yhjX,1,3928372,,,,,,3928372,3929616
85,ECK125145761,thrL,1,148,,,,,,148,310
86,ECK125140828,sdiA,-1,1998247,,,,,,1997440,1998247
87,ECK125145760,esrE,-1,3616452,,,,,,3616201,3616452
88,ECK125145759,rmf,1,1016079,,,,,,1016079,1016346
89,ECK125142007,gapA,1,1863954,,,,,,1863954,1865480
90,ECK125142006,gapA,1,1863961,,,,,,1863961,1865480
91,ECK125142005,fumC,-1,1686899,,,,,,1685430,1686899
92,ECK125141553,leuLABCD,-1,78848,,,,,,73672,78848
93,ECK125141552,leuO,1,84304,,,,,,84304,85312
94,ECK125141551,leuO,1,84154,,,,,,84154,85312
95,ECK125140835,shiA,1,2055703,,,,,,2055703,2057096
96,ECK125140834,patZ,1,2718587,,,,,,2718587,2721269
97,ECK125140833,metH,1,4227095,,,,,,4227095,4231101
98,ECK125140830,sdiA,-1,1998247,,,,,,1997500,1998247
99,ECK125140829,sdiA,-1,1998247,,,,,,1997490,1998247
100,ECK125140827,ddpXABCDF,-1,1558826,,,,,,1552689,1558826
101,ECK125145762,btsT,-1,4593809,,,,,,4591571,4593809
102,ECK125140826,ddpXABCDF,-1,1558826,,,,,,1552737,1558826
103,ECK125140825,azoR,-1,1483969,,,,,,1483320,1483969
104,ECK125140764,rybA-mntS,-1,853147,,,,,,852808,853147
105,ECK125138146,csrA,-1,2817617,,,,,,2817208,2817617
106,ECK125136343,csrA,-1,2817617,,,,,,2817389,2817617
107,ECK125136342,csrA,-1,2817617,,,,,,2817380,2817617
108,ECK125136341,csrA,-1,2817617,,,,,,2817205,2817617
109,ECK125136340,gpmM-envC-yibQ,-1,3851355,,,,,,3847482,3851355
110,ECK125136339,appY,1,582879,,,,,,582879,583653
111,ECK125136338,ppk-ppx,1,2621633,,,,,,2621633,2625312
112,ECK125136337,araFGH,-1,1984691,,,,,,1981097,1984691
113,ECK125136335,yciT,-1,1345311,,,,,,1344398,1345311
114,ECK125135788,sdiA,-1,1998247,,,,,,1997460,1998247
115,ECK125162170,nanCMS,-1,4541294,,,,,,4537980,4541294
116,ECK125135688,ydeI,-1,1625819,,,,,,1625365,1625819
117,ECK125095459,rhaD,1,3542296,,,,,,3542296,3543233
118,ECK125135647,ydbK-ompN,-1,1437474,,,,,,1432388,1437474
119,ECK125135568,phoQ,-1,1189893,,,,,,1188269,1189893
120,ECK125135560,bhsA,1,1170596,,,,,,1170596,1170907
121,ECK125135065,dgkA,1,4260047,,,,,,4260047,4260595
122,ECK125135064,mhpR-lacI,-1,365652,,,,,,363544,365652
123,ECK125135012,cbpAM,-1,1062972,,,,,,1061694,1062972
124,ECK125135011,plsB,-1,4257633,,,,,,4255174,4257633
125,ECK125135010,arrS,1,3982361,,,,,,3982361,3982429
126,ECK125135009,yjbEFGH,1,4239462,,,,,,4239462,4243320
127,ECK125135008,lptAB,1,3343154,,,,,,3343154,3344524
128,ECK125135007,kdsC-lptCAB,1,3341574,,,,,,3341574,3344524
129,ECK125135006,kdsC-lptCAB,1,3341865,,,,,,3341865,3344524
130,ECK125135005,yrbG-kdsDC-lptCAB,1,3340066,,,,,,3340066,3344524
131,ECK125135003,tufA,1,4168833,,,,,,4168833,4170271
132,ECK125134719,iraM,-1,1213257,,,,,,1212814,1213257
133,ECK125134714,uxaB,-1,1610943,,,,,,1609452,1610943
134,ECK125134712,phoU,1,3729016,,,,,,3729016,3729828
135,ECK125134710,pstB-phoU,1,3728125,,,,,,3728125,3729828
136,ECK125134708,pstCAB-phoU,1,3726139,,,,,,3726139,3729828
137,ECK125134705,glgAP,1,4072023,,,,,,4072023,4076333
138,ECK125134702,luxS,-1,2812874,,,,,,2812027,2812874
139,ECK125134699,ssrS,1,3054630,,,,,,3054630,3054939
140,ECK125122031,pcnB-folK,-1,157253,,,,,,155115,157253
141,ECK125122030,yciE,-1,1316382,,,,,,1315654,1316382
142,ECK125122029,yciG,-1,1317499,,,,,,1317192,1317499
143,ECK125109872,gpmA,-1,787265,,,,,,786438,787265
144,ECK125109850,rcsB,1,2319309,,,,,,2319309,2320161
145,ECK125109849,fhuF,-1,4609555,,,,,,4608678,4609555
146,ECK125109847,glnD,-1,185978,,,,,,183301,185978
147,ECK125109846,pykF,1,1757331,,,,,,1757331,1758824
148,ECK125095215,exuT,1,3243699,,,,,,3243699,3245178
149,ECK125109845,eno,-1,2905299,,,,,,2903790,2905299
150,ECK125109843,pgk-fbaA,-1,3068821,,,,,,3066251,3068821
151,ECK125109841,pgk-fbaA,-1,3068821,,,,,,3066338,3068821
152,ECK120034156,yfgM,-1,2637319,,,,,,2636580,2637319
153,ECK125109840,pgk,-1,3070087,,,,,,3068870,3070087
154,ECK125109839,pfkA,-1,3527949,,,,,,3526739,3527949
155,ECK125109147,rnlB,1,2765516,,,,,,2765516,2766011
156,ECK125109039,ykfBF-yafX-ykfGH-yafW-ykfI,-1,262552,,,,,,259653,262552
157,ECK125109038,ykfBF-yafX-ykfGH-yafW-ykfI,-1,262552,,,,,,259722,262552
158,ECK125109028,hemL,-1,173602,,,,,,172263,173602
159,ECK125109027,hemL,-1,173602,,,,,,172302,173602
160,ECK125109026,crfC-yjcZ,1,4331757,,,,,,4331757,4334916
161,ECK125109025,ynjH,-1,1843577,,,,,,1843252,1843577
162,ECK125108938,selD-topB,-1,1846651,,,,,,1843559,1846651
163,ECK125108716,mgrR,-1,1624531,,,,,,1624434,1624531
164,ECK125109844,eno,-1,2905299,,,,,,2903974,2905299
165,ECK125108715,fnrS,1,1410843,,,,,,1410843,1410963
166,ECK125095458,actP,-1,4286843,,,,,,4285161,4286843
167,ECK125095457,yahE,1,334963,,,,,,334963,336012
168,ECK125095456,yobF-cspC,-1,1908940,,,,,,1908373,1908940
169,ECK125095430,greA,-1,3328661,,,,,,3328603,3328661
170,ECK125095429,xdhABC,1,2998921,,,,,,2998921,3002624
171,ECK125095428,mqsRA,-1,3166507,,,,,,3165796,3166507
172,ECK125095426,htpG,1,494041,,,,,,494041,496218
173,ECK125095425,nikABCDER,-1,4021426,,,,,,4015876,4021426
174,ECK125095423,glmY,-1,2689813,,,,,,2689630,2689813
175,ECK125095422,rraB,1,4483064,,,,,,4483064,4483569
176,ECK125095421,ykgR,-1,312365,,,,,,312221,312365
177,ECK125095420,azuC,-1,1990010,,,,,,1989882,1990010
178,ECK125095419,ytiCD-idlP-iraD,1,4561256,,,,,,4561256,4562065
179,ECK125095460,acrD,1,2586206,,,,,,2586206,2589364
180,ECK125095213,gadEF,-1,3981333,,,,,,3980051,3981333
181,ECK120034155,yfgM,-1,2637319,,,,,,2636549,2637319
182,ECK120051398,yrbN-deaD,-1,3305826,,,,,,3303711,3305826
183,ECK120051389,ycgZ-ymgA-ariR-ymgC,1,1217329,,,,,,1217329,1218573
184,ECK120051388,ahpCF,1,637916,,,,,,637916,640541
185,ECK120049215,dpiBA,1,651395,,,,,,651395,653765
186,ECK120049214,citCDEFXG,-1,645854,,,,,,640446,645854
187,ECK120049213,uxaCA,-1,3240483,,,,,,3237467,3240483
188,ECK120049212,mdh,-1,3383185,,,,,,3382045,3383185
189,ECK120049211,waaYZ,1,3839279,,,,,,3839279,3841070
190,ECK120049210,gadEF-mdtEF,-1,3976888,,,,,,3971423,3976888
191,ECK120049209,pepA,-1,4489120,,,,,,4487459,4489120
192,ECK120049208,pepA,-1,4489120,,,,,,4487448,4489120
193,ECK120049207,yjeV,1,4397416,,,,,,4397416,4397625
194,ECK120049200,fadR,1,1236482,,,,,,1236482,1237275
195,ECK120048890,uvrB,1,813915,,,,,,813915,815969
196,ECK120035099,gadW,1,3975634,,,,,,3975634,3976874
197,ECK120035098,gadW,1,3975764,,,,,,3975764,3976874
198,ECK120035097,sibC,1,3055507,,,,,,3055507,3055647
199,ECK120035096,sibE,-1,3193753,,,,,,3193610,3193753
200,ECK120035095,murQP,1,2551187,,,,,,2551187,2553543
201,ECK120035094,murQP,1,2551179,,,,,,2551179,2553543
202,ECK120035093,tolC-ygiABC,1,3176718,,,,,,3176718,3180237
203,ECK120035092,tolC-ygiABC,1,3176668,,,,,,3176668,3180237
204,ECK120035091,tolC-ygiABC,1,3176660,,,,,,3176660,3180237
205,ECK120035090,mdfA,1,883991,,,,,,883991,885360
206,ECK120035089,mdtEF,-1,3976888,,,,,,3972506,3976888
207,ECK120035088,mdtEF,-1,3976888,,,,,,3972501,3976888
208,ECK120035087,rph,1,3823835,,,,,,3823835,3824608
209,ECK120035086,pstB-phoU,1,3728234,,,,,,3728234,3729828
210,ECK120035085,pstSCA,1,3725113,,,,,,3725113,3728186
211,ECK120035084,pstS,1,3725113,,,,,,3725113,3726238
212,ECK120034935,ssrS-fau,1,3054415,,,,,,3054415,3055445
213,ECK120034934,ompX,1,850631,,,,,,850631,851431
214,ECK120034933,nemRA,1,1727735,,,,,,1727735,1729470
215,ECK120034932,creD,1,4642840,,,,,,4642840,4644252
216,ECK120034931,ecnB,1,4381189,,,,,,4381189,4381411
217,ECK120034541,dksA-gluQ,-1,159186,,,,,,157715,159186
218,ECK120034540,gpt,1,255914,,,,,,255914,256474
219,ECK120034539,ybgA-phr,1,739342,,,,,,739342,741347
220,ECK120034538,artPIQM,-1,901117,,,,,,897969,901117
221,ECK120034537,artPIQM,-1,901117,,,,,,897976,901117
222,ECK120034536,artPIQM,-1,901117,,,,,,897997,901117
223,ECK120034535,ydhYVWXUT,-1,1750461,,,,,,1744566,1750461
224,ECK120034183,groL,1,4375656,,,,,,4375656,4377351
225,ECK120034182,groL,1,4375553,,,,,,4375553,4377351
226,ECK120034181,groL,1,4375463,,,,,,4375463,4377351
227,ECK120034180,yjdC,-1,4367411,,,,,,4366814,4367411
228,ECK120034179,alr,1,4269242,,,,,,4269242,4270451
229,ECK120034178,menA-rraA,1,3516283,,,,,,3516283,3517836
230,ECK120034177,tpiA,1,3525112,,,,,,3525112,3525941
231,ECK120034174,fre,-1,3609453,,,,,,3608710,3609453
232,ECK120034172,kup,-1,3703497,,,,,,3701578,3703497
233,ECK120034171,kup,-1,3703497,,,,,,3701494,3703497
234,ECK120034170,yheO-tusDCB,1,4163875,,,,,,4163875,4165738
235,ECK120034167,rpsMKD-rpoA-rplQ,1,4197921,,,,,,4197921,4200835
236,ECK120034165,yhbTS,-1,3300110,,,,,,3299064,3300110
237,ECK120034163,pyrG-eno,-1,2905299,,,,,,2902229,2905299
238,ECK120034162,eno,-1,2905299,,,,,,2903924,2905299
239,ECK120034161,rpoS,-1,2865215,,,,,,2864050,2865215
240,ECK120034160,rpoS,-1,2865215,,,,,,2864120,2865215
241,ECK120034159,rpoS,-1,2865215,,,,,,2864167,2865215
242,ECK120034158,rpoS,-1,2865215,,,,,,2864207,2865215
243,ECK120034157,yfgM,-1,2637319,,,,,,2636612,2637319
244,ECK125135682,ydeNM,-1,1581347,,,,,,1578426,1581347
245,ECK120034154,bepA-yfgD,1,2614682,,,,,,2614682,2616593
246,ECK120033267,ftsK,1,933351,,,,,,933351,937635
247,ECK120027735,yihI,-1,3584825,,,,,,3584277,3584825
248,ECK120034134,acnA,1,1337541,,,,,,1337541,1340220
249,ECK120034152,ucpA,-1,2549278,,,,,,2548439,2549278
250,ECK120034151,cysK,1,2537790,,,,,,2537790,2538870
251,ECK120034149,glk,-1,2513870,,,,,,2512847,2513870
252,ECK120034146,sbmC,-1,2082926,,,,,,2082412,2082926
253,ECK120034145,flu,1,2073640,,,,,,2073640,2076795
254,ECK120034144,flu,1,2073611,,,,,,2073611,2076795
255,ECK120034143,aspS,-1,1950376,,,,,,1948337,1950376
256,ECK120034142,pykA,1,1939208,,,,,,1939208,1940805
257,ECK120034141,yeaGH,1,1868479,,,,,,1868479,1871952
258,ECK120034140,pykF,1,1757314,,,,,,1757314,1758824
259,ECK120034139,pykF,1,1757377,,,,,,1757377,1758824
260,ECK120034138,tyrS-pdxY,-1,1716740,,,,,,1714483,1716740
261,ECK120034114,cspE,1,657569,,,,,,657569,657923
262,ECK120034136,trg,1,1494153,,,,,,1494153,1495824
263,ECK120034115,lpxC,1,106530,,,,,,106530,107474
264,ECK120034130,bssS,-1,1122278,,,,,,1121959,1122278
265,ECK120034128,clsC,1,1107869,,,,,,1107869,1109353
266,ECK120034127,ltaE-ybjT,-1,907274,,,,,,904806,907274
267,ECK120034126,entH,1,628515,,,,,,628515,628936
268,ECK120034125,ybbY-glxK,1,539583,,,,,,539583,542257
269,ECK120034124,acrB,-1,480478,,,,,,477047,480478
270,ECK120034123,tig,1,454346,,,,,,454346,455655
271,ECK120034122,iraP,1,400587,,,,,,400587,400870
272,ECK120034121,ampH,-1,394354,,,,,,393165,394354
273,ECK120034120,ecpBCDE,-1,303719,,,,,,298138,303719
274,ECK120034119,yafZ,-1,266408,,,,,,265566,266408
275,ECK120034118,ispU,1,194901,,,,,,194901,195664
276,ECK120034131,rne,-1,1142759,,,,,,1139520,1142759
277,ECK120034117,acnB,1,131564,,,,,,131564,134212
278,ECK120034113,secG-leuU,-1,3321890,,,,,,3321335,3321890
279,ECK120033559,ybeD-lipB,-1,662059,,,,,,660990,662059
280,ECK120034111,yjjQ-bglJ,1,4607999,,,,,,4607999,4609517
281,ECK120033766,mutL-miaA-hfq-hflXKC,1,4401780,,,,,,4401780,4408984
282,ECK120033765,mutL-miaA-hfq-hflXKC,1,4401726,,,,,,4401726,4408984
283,ECK120033756,selD-topB,-1,1846646,,,,,,1843554,1846646
284,ECK120033755,tufA,1,4168692,,,,,,4168692,4170271
285,ECK120033746,dksA-gluQ,-1,159186,,,,,,157650,159186
286,ECK120033742,rrsA-ileT-alaT-rrlA-rrfA,-1,3596045,,,,,,3590765,3596045
287,ECK120033741,nagC,-1,700796,,,,,,699162,700796
288,ECK120033740,nagC,-1,700796,,,,,,699305,700796
289,ECK120033605,hfq-hflXKC,1,4404900,,,,,,4404900,4408984
290,ECK120033603,miaA-hfq-hflXKC,1,4403732,,,,,,4403732,4408984
291,ECK120033602,miaA-hfq-hflXKC,1,4403662,,,,,,4403662,4408984
292,ECK120033597,hfq-hflXKC,1,4404481,,,,,,4404481,4408984
293,ECK120034112,secG-leuU,-1,3321890,,,,,,3321338,3321890
294,ECK120033595,safA-ydeO,-1,1584640,,,,,,1583538,1584640
295,ECK120033571,rdgB-yggW,1,3095276,,,,,,3095276,3097059
296,ECK120033570,clpPX,1,455829,,,,,,455829,457979
297,ECK120033569,xerD-dsbC-recJ,-1,3035029,,,,,,3031551,3035029
298,ECK120033568,rapA,-1,60358,,,,,,57128,60358
299,ECK120033567,rnlA,1,2764562,,,,,,2764562,2765647
300,ECK120033566,hslRO,-1,4109764,,,,,,4108222,4109764
301,ECK120033565,nfuA,-1,4094217,,,,,,4093476,4094217
302,ECK120033564,creABC,1,4639923,,,,,,4639923,4642800
303,ECK120033563,holC-valS,-1,4485662,,,,,,4482371,4485662
304,ECK120033562,ycjXF-tyrR,1,1385783,,,,,,1385783,1389975
305,ECK120033561,lapAB-pyrF-yciH,1,1341849,,,,,,1341849,1344698
306,ECK120033560,ybeZYX-lnt,-1,689765,,,,,,685639,689765
307,ECK120033594,rutR,1,1074535,,,,,,1074535,1075302
308,ECK120033558,cas2,-1,2877225,,,,,,2876879,2877225
309,ECK120033557,phoPQ,-1,1189893,,,,,,1187718,1189893
310,ECK120033556,glnS,1,706421,,,,,,706421,708400
311,ECK120033554,ileS-lspA-fkpB-ispH,1,22229,,,,,,22229,27279
312,ECK120033266,ftsK,1,933560,,,,,,933560,937635
313,ECK120033244,rpoD,1,3211349,,,,,,3211349,3213544
314,ECK120033243,potFGHI,1,894056,,,,,,894056,898351
315,ECK120033242,chaC,1,1273999,,,,,,1273999,1274779
316,ECK120033241,clpX-lon,1,456426,,,,,,456426,460466
317,ECK120033240,yiaKLMNO-lyxK-sgbHUE,-1,3889634,,,,,,3881573,3889634
318,ECK120033239,wza-wzb-wzc,-1,2135627,,,,,,2131924,2135627
319,ECK120033238,hcp-hcr,-1,911604,,,,,,908657,911604
320,ECK120033236,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,1,91012,,,,,,91012,107474
321,ECK120033235,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,1,90688,,,,,,90688,107474
322,ECK120033221,rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,1,90010,,,,,,90010,107474
323,ECK120033038,dcuR,-1,4353993,,,,,,4352743,4353993
324,ECK120033211,gadXW,1,3974576,,,,,,3974576,3976874
325,ECK120030644,eno,-1,2905299,,,,,,2903096,2905299
326,ECK120032967,ryjB,1,4532657,,,,,,4532657,4532746
327,ECK120032966,ryfD,-1,2732809,,,,,,2732667,2732809
328,ECK120032965,shoB,-1,2698773,,,,,,2698599,2698773
329,ECK120032964,ohsC,1,2699174,,,,,,2699174,2699252
330,ECK120032963,symR,1,4584515,,,,,,4584515,4584591
331,ECK120030805,hisJQMP,-1,2429182,,,,,,2426081,2429182
332,ECK120030780,hchA,1,2037767,,,,,,2037767,2038823
333,ECK120030679,cyaA,-1,3642982,,,,,,3640057,3642982
334,ECK120030678,cyaA,-1,3642982,,,,,,3640073,3642982
335,ECK120030677,crp,-1,4153624,,,,,,4152863,4153624
336,ECK120030676,crp,-1,4153624,,,,,,4152857,4153624
337,ECK125109842,pgk,-1,3070087,,,,,,3068783,3070087
338,ECK120033026,csgDEFG,-1,1101092,,,,,,1098608,1101092
339,ECK120033555,ribE-nusB-thiL-pgpA,1,433728,,,,,,433728,436331
340,ECK120030643,eno,-1,2905299,,,,,,2903240,2905299
341,ECK120030641,pdeL,1,331097,,,,,,331097,332683
342,ECK120030202,relBE-hokD,-1,1646748,,,,,,1645879,1646748
343,ECK120030640,hypF,-1,2833829,,,,,,2830897,2833829
344,ECK120030639,hypF,-1,2833829,,,,,,2830988,2833829
345,ECK120030637,dapE-ypfN,1,2590216,,,,,,2590216,2591618
346,ECK120030636,dapB,1,28288,,,,,,28288,29272
347,ECK120030635,ileS-lspA-fkpB-ispH,1,22034,,,,,,22034,27279
348,ECK120030634,ileS-lspA-fkpB-ispH,1,21833,,,,,,21833,27279
349,ECK120030633,dgt,1,179214,,,,,,179214,180754
350,ECK120030632,rydC,-1,1493157,,,,,,1493094,1493157
351,ECK120030631,mreB,-1,3399860,,,,,,3398509,3399860
352,ECK120030630,mreB,-1,3399860,,,,,,3398672,3399860
353,ECK120030629,mreB,-1,3399860,,,,,,3398736,3399860
354,ECK120030628,mreBCD,-1,3398242,,,,,,3395273,3398242
355,ECK120030627,mreBCD,-1,3398242,,,,,,3395436,3398242
356,ECK120030201,cynTS,1,357997,,,,,,357997,359502
357,ECK120030642,eno,-1,2905299,,,,,,2903268,2905299
358,ECK120030200,gspAB,1,4184906,,,,,,4184906,4186908
359,ECK120030199,gspAB,1,4184897,,,,,,4184897,4186908
360,ECK120030198,gspAB,1,4184921,,,,,,4184921,4186908
361,ECK120030197,gspCDEFGHIJKLMO,-1,4174196,,,,,,4163458,4174196
362,ECK120030196,gspCDEFGHIJKLMO,-1,4174196,,,,,,4163503,4174196
363,ECK120030184,rcsDB,1,2316786,,,,,,2316786,2320161
364,ECK120030183,clpS,1,923173,,,,,,923173,923655
365,ECK120030182,dfp,-1,3826464,,,,,,3825216,3826464
366,ECK120030180,rnd,-1,1888578,,,,,,1887381,1888578
367,ECK120030172,galF,-1,2115571,,,,,,2114654,2115571
368,ECK120030165,ispU,1,194784,,,,,,194784,195664
369,ECK120030158,rseX,1,2035786,,,,,,2035786,2035868
370,ECK120030154,rnlAB,1,2764550,,,,,,2764550,2766011
371,ECK120030145,yhjR,1,3944051,,,,,,3944051,3944418
372,ECK120030132,glgBXCAP,1,4066758,,,,,,4066758,4076333
373,ECK120030122,lptAB,1,3343181,,,,,,3343181,3344524
374,ECK120030121,kdsC-lptCAB,1,3342081,,,,,,3342081,3344524
375,ECK120030120,yrbG-kdsD,1,3340066,,,,,,3340066,3342107
376,ECK120029971,mtr,-1,3304428,,,,,,3303069,3304428
377,ECK120029970,yjbEFGH,1,4239448,,,,,,4239448,4243320
378,ECK120029859,yqjA-mzrA,1,3246204,,,,,,3246204,3247478
379,ECK120029858,ftnB,1,1988936,,,,,,1988936,1989565
380,ECK120029602,modABC,1,795417,,,,,,795417,798034
381,ECK120029601,ygbK,1,2860853,,,,,,2860853,2862157
382,ECK120029517,rne,-1,1142759,,,,,,1139068,1142759
383,ECK120029516,rne,-1,1142759,,,,,,1139179,1142759
384,ECK120029515,relA-mazEF,-1,2909412,,,,,,2905891,2909412
385,ECK120029514,rraA,1,3517323,,,,,,3517323,3517836
386,ECK120029472,asnC-mioC-mnmG,1,3709650,,,,,,3709650,3712976
387,ECK120029471,asnC-mioC,1,3709650,,,,,,3709650,3710669
388,ECK120029470,norR,-1,2829431,,,,,,2827899,2829431
389,ECK120029427,thrS-infC-rpmI-rplT-pheMST-ihfA,-1,1796967,,,,,,1789487,1796967
390,ECK120029426,rpmI-rplT,-1,1801077,,,,,,1800013,1801077
391,ECK120029339,qorA,-1,4266838,,,,,,4265782,4266838
392,ECK120029337,alr,1,4269179,,,,,,4269179,4270451
393,ECK120029335,fre,-1,3609453,,,,,,3608668,3609453
394,ECK120029334,emrD,-1,3785309,,,,,,3784048,3785309
395,ECK120029328,tktA,-1,3078300,,,,,,3076237,3078300
396,ECK120029323,narQ,1,2584233,,,,,,2584233,2586087
397,ECK120029317,argS,1,1961715,,,,,,1961715,1963557
398,ECK120029311,ompN,-1,1437474,,,,,,1436221,1437474
399,ECK120029310,puuAP,-1,1359516,,,,,,1356350,1359516
400,ECK120029305,dsbG,-1,637050,,,,,,636077,637050
401,ECK120029303,apt,1,490534,,,,,,490534,491187
402,ECK120029300,rclABC,-1,316950,,,,,,314461,316950
403,ECK120029298,aroH,1,1790098,,,,,,1790098,1791224
404,ECK120029296,lspA-fkpB-ispH,1,25014,,,,,,25014,27279
