,locus_tag,name,left,right,strand
85,ECK120014465,lpxP,2495578,2496565,1
86,ECK120014468,cmk-rpsA-ihfB,961165,964112,1
87,ECK120014469,hlyE,1229483,1230665,-1
88,ECK120014470,rnb,1346942,1349129,-1
89,ECK120014472,glnK-amtB,472461,474301,1
90,ECK120014473,yiaKLMNO-lyxK-sgbHUE,3742558,3750781,1
91,ECK120014475,rtcBA,3555833,3558175,-1
92,ECK120014476,aspA-dcuA,4365472,4368551,-1
93,ECK120014477,aroP,120144,121857,-1
94,ECK120014478,nac,2061016,2062138,-1
95,ECK120014479,phoPQ,1188316,1190524,-1
96,ECK120014480,polA,4046835,4049752,1
97,ECK120014481,xylAB,3727917,3730900,-1
98,ECK120014482,xylFGHR,3730878,3736157,1
99,ECK120014483,hmp,2685710,2687025,1
100,ECK120014484,rpmH-rnpA,3884065,3884852,1
101,ECK120014485,torYZ,1954578,1958132,-1
102,ECK120014486,nikABCDER,3613439,3618989,1
103,ECK120014488,paaXY,1463500,1465061,1
104,ECK120014489,proVWX,2804544,2808124,1
105,ECK120014490,grxA,890496,890850,-1
106,ECK120014491,mutS,2857019,2859654,1
107,ECK120014492,cedA,1813421,1813742,-1
108,ECK120014493,zraP,4201263,4201827,-1
109,ECK120014494,zraSR,4201671,4204645,1
110,ECK120014495,rsd,4196332,4196954,-1
111,ECK120014496,pfkA,4107430,4108514,1
112,ECK120014499,torR,1057262,1057992,-1
113,ECK120014500,acnA,1335424,1338506,1
114,ECK120014501,acnB,131314,134272,1
115,ECK120014502,spf,4049804,4050007,1
116,ECK120014504,adiY,4337168,4338194,-1
117,ECK120014505,cdd,2231714,2232728,1
118,ECK120014507,rihB,2254245,2255252,-1
119,ECK120014509,phoH,1084825,1086095,1
120,ECK120014510,tgt-yajC-secDF,425944,430476,1
121,ECK120014511,queA,424920,426081,1
122,ECK120014512,aroKB-damX-dam-rpe-gph-trpS,3512634,3519380,-1
123,ECK120014515,rpsU-dnaG-rpoD,3210646,3214962,1
124,ECK120014517,cvpA-purF-ubiX,2428030,2430927,-1
125,ECK120014518,ompC,2310772,2313213,-1
126,ECK120014519,yhfA,3485414,3486004,-1
127,ECK120014520,ptsHI-crr,2533427,2536380,1
128,ECK120014522,rcsA,2023657,2024591,1
129,ECK120014524,glmUS,3911713,3915433,-1
130,ECK120014525,aspV,236830,237067,1
131,ECK120014526,thrW,262768,262946,1
132,ECK120014527,argU,564631,564799,1
133,ECK120014528,lysT-valT-lysW,780433,780918,1
134,ECK120014529,valVW,1746415,1746592,1
135,ECK120014530,proL,2286134,2286287,1
136,ECK120014531,valUXY-lysV,2520803,2521328,1
137,ECK120014532,metZWV,2947382,2947756,1
138,ECK120014533,asnT,2044541,2044624,1
139,ECK120014534,asnU,2059845,2059926,1
140,ECK120014535,asnV,2062252,2062335,1
141,ECK120014536,argW,2466227,2466383,1
142,ECK120014537,pheV,3110283,3110477,1
143,ECK120014538,ileX,3215597,3215673,1
144,ECK120014539,argX-hisR-leuT-proM,3982282,3982841,1
145,ECK120014541,glyVXY,4392313,4392658,1
146,ECK120014542,leuX,4496104,4496489,1
147,ECK120014543,metT-leuW-glnUW-metU-glnVX,696392,697237,-1
148,ECK120014545,serT,1031551,1031786,-1
149,ECK120014546,serX,1097565,1097758,-1
150,ECK120014547,tyrTV-tpr,1286710,1287801,-1
151,ECK120014549,serU,2043468,2043601,-1
152,ECK120014550,alaWX,2518041,2518336,-1
153,ECK120014551,serV-argVYZQ,2817784,2818697,-1
154,ECK120014552,glyU,2998984,2999138,-1
155,ECK120014555,proK,3708616,3708777,-1
156,ECK120014556,pheU,4362551,4362708,-1
157,ECK120014557,leuQPV,4606079,4606512,-1
158,ECK120014561,pykF,1755467,1757110,1
159,ECK120014562,uxuAB,4551350,4554361,1
160,ECK120014563,aldA,1488019,1489671,1
161,ECK120014564,putP,1079084,1080838,1
162,ECK120014565,caiF,34156,34695,1
163,ECK120014566,fixABCX,42121,45750,1
164,ECK120014567,ompR-envZ,3534516,3536815,-1
165,ECK120014571,rpoH,3599887,3601145,-1
166,ECK120014572,msrA,4441538,4442311,-1
167,ECK120014573,ampC,4377783,4379061,-1
168,ECK120014574,edd-eda,1932085,1934833,-1
169,ECK120014576,mobAB,4040906,4042121,-1
170,ECK120014577,trpLEDCBA,1316383,1323136,-1
171,ECK120014578,xapAB,2522698,2525035,-1
172,ECK120014579,tauABCD,384982,388646,1
173,ECK120014580,ychQA-kdsA,1266899,1269067,1
174,ECK120014581,arcA,4639539,4640801,-1
175,ECK120014582,putA,1074920,1078959,-1
176,ECK120014583,nmpC,575758,577041,-1
177,ECK120014584,cutA,4365018,4365522,-1
178,ECK120014585,ybgA-phr,738920,740925,1
179,ECK120014586,napFDAGHBC-ccmABCDEFGH,2291358,2303719,-1
180,ECK120014587,yiaJ,3741684,3742683,-1
181,ECK120014588,gadBC,1568904,1572313,-1
182,ECK120014589,paaZ,1451597,1453817,-1
183,ECK120014590,glpEGR,3559754,3561918,-1
184,ECK120014592,hydN-hypF,2835173,2838280,-1
185,ECK120014594,dadAX,1237252,1239949,1
186,ECK120014595,garPLRK-rnpB,3269959,3274934,-1
187,ECK120014596,rnc-era-recO-pdxJ-acpS,2700618,2704223,-1
188,ECK120014597,hupA,4199914,4200601,1
189,ECK120014598,hupB,461180,461778,1
190,ECK120014599,xseA,2634148,2635602,1
191,ECK120014600,paaABCDEFGHIJK,1453682,1463438,1
192,ECK120014601,feaR,1446378,1447431,-1
193,ECK120014602,cfa,1741201,1742561,1
194,ECK120014606,xthA,1832232,1833234,1
195,ECK120014607,tpx,1388305,1388873,-1
196,ECK120014608,adhE,1295446,1298578,-1
197,ECK120014610,pcnB-folK,157253,159391,-1
198,ECK120014611,pflDC,4143995,4147136,1
199,ECK120014612,pheLA,2737519,2738940,1
200,ECK120014614,pntAB,1674972,1677975,-1
201,ECK120014615,potABCD,1181783,1185623,-1
202,ECK120014616,potFGHI,893634,897929,1
203,ECK120014617,ppk-ppx,2622816,2626656,1
204,ECK120014619,proBA,260388,262756,1
205,ECK120014620,pspABCDE,1367911,1370003,1
206,ECK120014622,rcsC,2317027,2319876,-1
207,ECK120014625,rfbBDACX,2108337,2113175,-1
208,ECK120014626,rnt-lhr,1728347,1733740,1
209,ECK120014627,rph-pyrE,3815096,3816580,-1
210,ECK120014629,rplM-rpsI,3377756,3378866,-1
211,ECK120014630,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,3442618,3448291,-1
212,ECK120014633,rpoZ-spoT-trmH-recG,3822077,3827291,1
213,ECK120014635,rpsF-priB-rpsR-rplI,4424923,4426557,1
214,ECK120014636,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,3448267,3453442,-1
215,ECK120014637,rpsLG-fusA-tufA,3470145,3474679,-1
216,ECK120014638,rpsMKD-rpoA-rplQ,3439581,3442644,-1
217,ECK120014639,rpsP-rimM-trmD-rplS,2744183,2746280,-1
218,ECK120014640,ruvAB,1944219,1946098,-1
219,ECK120014641,secE-nusG,4177104,4178356,1
220,ECK120014642,selAB,3758017,3761297,-1
221,ECK120014643,ydjA-selD-topB,1844932,1848700,-1
222,ECK120014644,serC-aroA,957454,960095,1
223,ECK120014647,speF-potE,716946,720460,-1
224,ECK120014648,sspAB,3376249,3377569,-1
225,ECK120014651,tehAB,1500526,1502155,1
226,ECK120014652,thiCEFSGH,4190735,4196280,-1
227,ECK120014653,ybgC-tolQRA,774752,777607,1
228,ECK120014655,ubiCA,4252425,4253888,1
229,ECK120014656,udk-dcd,2141634,2142948,-1
230,ECK120014658,uxaB,1609229,1610875,-1
231,ECK120014659,xseB-ispA-dxs-yajO,437161,441373,-1
232,ECK120014660,dsdXA,2477693,2480530,1
233,ECK120014661,focA-pflB,951207,954879,-1
234,ECK120014663,bolA,454349,454865,1
235,ECK120014665,osmB,1343110,1343524,-1
236,ECK120014667,otsBA,1980096,1982465,-1
237,ECK120014668,csgDEFG,1100851,1103916,-1
238,ECK120014669,stpA,2798091,2799083,-1
239,ECK120014670,treA,1245679,1247425,-1
240,ECK120014671,osmE,1821865,1822376,-1
241,ECK120014673,htpX,1911652,1912762,-1
242,ECK120014674,htpG,494817,497029,1
243,ECK120014677,ibpAB,3866469,3867518,-1
244,ECK120014679,grpE,2750115,2751002,-1
245,ECK120014681,gltA,753126,754886,-1
246,ECK120014684,glgS,3191716,3192063,-1
247,ECK120014685,clpB,2731600,2734205,-1
248,ECK120014690,lysU,4353200,4354870,-1
249,ECK120014691,trmA,4162137,4163349,-1
250,ECK120014692,uspA,3639896,3640591,1
251,ECK120014693,upp-uraA,2618871,2620977,-1
252,ECK120014694,nlpD-rpoS,2865667,2868829,-1
253,ECK120014696,clpA,923080,925540,1
254,ECK120014697,nuoABCEFGHIJKLMN,2390005,2405577,-1
255,ECK120014698,tsx,431096,432260,-1
256,ECK120014700,endA,3090275,3091123,1
257,ECK120014701,sdaCB,2928229,2930943,1
258,ECK120014702,corA,4001194,4002376,1
259,ECK120014703,soxR,4277440,4277957,1
260,ECK120014704,livKHMGF,3592724,3597755,-1
261,ECK120014706,fecIR,4516764,4518350,-1
262,ECK120014708,ppiA,3491725,3492501,-1
263,ECK120014709,cadBA,4356470,4360430,-1
264,ECK120014710,dcuB-fumB,4345631,4349162,-1
265,ECK120014711,fruBKA,2259719,2263599,-1
266,ECK120014712,ppsA,1784734,1787215,-1
267,ECK120014713,fepA-entD,609459,612720,-1
268,ECK120014714,fepB,623554,624749,-1
269,ECK120014715,fepDGC,619384,622235,-1
270,ECK120014717,tonB,1311020,1311846,1
271,ECK120014718,mglBAC,2236743,2240633,-1
272,ECK120014720,gcvTHP,3046126,3051097,-1
273,ECK120014721,gcvA,2941650,2942660,-1
274,ECK120014722,glnHPQ,845741,848205,-1
275,ECK120014723,glpFKX,4114527,4118250,-1
276,ECK120014724,dps,848408,849054,-1
277,ECK120014725,thrLABC,148,5020,1
278,ECK120014726,leuLABCD,78848,84024,-1
279,ECK120014727,umuDC,1230708,1232454,1
280,ECK120014729,gltBDF,3354148,3361940,1
281,ECK120014730,livJ,3597703,3599894,-1
282,ECK120014731,lysA,2977637,2978951,-1
283,ECK120014733,malI,1698136,1699282,-1
284,ECK120014734,fpr,4113726,4114608,-1
285,ECK120014735,nfo,2250758,2251697,1
286,ECK120014736,marRAB,1619005,1620207,1
287,ECK120014737,metC,3152075,3153423,1
288,ECK120014738,glyA,2684075,2685724,-1
289,ECK120014739,mtlADR,3771916,3776419,1
290,ECK120014740,nadB,2710357,2712042,1
291,ECK120014741,pncB,989154,990632,-1
292,ECK120014742,manXYZ,1901830,1904746,1
293,ECK120014743,codBA,354819,357454,1
294,ECK120014744,nrfABCDEFG,4287538,4294139,1
295,ECK120014747,pstSCAB-phoU,3906853,3911631,-1
296,ECK120014749,speAB,3082877,3086048,-1
297,ECK120014750,guaBA,2630906,2634235,-1
298,ECK120014752,wza-wzb-wzc-wcaAB,2132067,2137695,-1
299,ECK120014753,rhaT,4099491,4101073,-1
300,ECK120014754,zwf,1934839,1936439,-1
301,ECK120014755,soxS,4277060,4277558,-1
302,ECK120014756,torCAD,1057973,1062398,1
303,ECK120014757,treBC,4463054,4466454,-1
304,ECK120014758,araBAD,65800,70358,-1
305,ECK120014759,fadBA,4027609,4031179,-1
306,ECK120014760,glpTQ,2349935,2352633,-1
307,ECK120014761,metF,4132332,4133506,1
308,ECK120014762,rhaBAD,4093448,4097605,-1
309,ECK120014763,trpR,4632695,4633144,1
310,ECK120014764,oppABCDF,1299199,1306768,1
311,ECK120014765,sdaA,1896809,1898331,1
312,ECK120014766,kbl-tdh,3790320,3792782,-1
313,ECK120014767,argE,4153696,4155078,-1
314,ECK120014768,gntRKU,3575688,3578880,-1
315,ECK120014769,gntT,3546323,3547875,1
316,ECK120014770,accA,208280,209580,1
317,ECK120014771,accBC,3405115,3407302,1
318,ECK120014772,accD,2433012,2434143,-1
319,ECK120014773,acrAB,481254,485828,-1
320,ECK120014774,acrEF,3413702,3418177,1
321,ECK120014775,adiA,4338210,4340563,-1
322,ECK120014776,ampDE,118698,120135,1
323,ECK120014777,ansA-pncA,1850675,1852528,1
324,ECK120014778,arsRBC,3648459,3650662,1
325,ECK120014780,ascFB,2839347,2842414,1
326,ECK120014782,atpIBEFHAGDC,3915508,3922525,-1
327,ECK120014784,basRS,4332181,4333950,-1
328,ECK120014785,btuCED,1792809,1795240,-1
329,ECK120014786,caiTABCDE,34781,42272,-1
330,ECK120014787,chbBCARFG,1816386,1821849,-1
331,ECK120014788,chaBC,1272119,1273202,1
332,ECK120014789,cobUST,2063388,2066060,-1
333,ECK120014790,creABCD,4635243,4639572,1
334,ECK120014791,cydDC,927474,931164,-1
335,ECK120014793,dcm-vsr,2030448,2032346,-1
336,ECK120014794,def-fmt,3433650,3435161,1
337,ECK120014796,dppABCDF,3701864,3708581,-1
338,ECK120014797,envY-ompT,584680,586908,-1
339,ECK120014799,fdoGHI-fdhE,4080299,4085822,-1
340,ECK120014802,fliDST,2003740,2006165,1
341,ECK120014803,fliFGHIJK,2013054,2019513,1
342,ECK120014804,ftsYEX,3601028,3604243,-1
343,ECK120014805,glyQS,3722291,3725354,-1
344,ECK120014807,hemCDXY,3986686,3990766,-1
345,ECK120014808,hipBA,1590854,1592605,-1
346,ECK120014811,hslVU,4120368,4122354,-1
347,ECK120014812,hyaABCDEF,1031910,1037634,1
348,ECK120014813,hybOABCDEFG,3139716,3146446,-1
349,ECK120014814,ribF-ileS-lspA-fkpB-ispH,21383,27279,1
350,ECK120014815,kdpDE,721056,724414,-1
351,ECK120014817,lepAB,2704335,2707368,-1
352,ECK120014818,lgt-thyA,2964320,2966121,-1
353,ECK120014821,minCDE,1224279,1226127,-1
354,ECK120014822,modABC,794866,797612,1
355,ECK120014823,moeAB,864380,866578,-1
356,ECK120014824,motAB-cheAW,1972836,1977346,-1
357,ECK120014826,narZYWV,1535937,1542590,-1
358,ECK120014827,nfrBA,587982,593178,-1
359,ECK120014828,panBC,147944,149630,-1
360,ECK120014830,aroG,785544,786821,1
361,ECK120014831,aroH,1788204,1789510,1
362,ECK120014832,aroL-yaiA-aroM,406226,408105,1
363,ECK120014833,bioA,807968,809302,-1
364,ECK120014834,cirA,2244778,2246973,-1
365,ECK120014835,cyaA,3990774,3993699,1
366,ECK120014836,deoCABD,4616063,4621659,1
367,ECK120014837,fhuACDB,167430,173444,1
368,ECK120014838,dusB-fis,3409983,3411626,1
369,ECK120014839,fnr,1398774,1399663,-1
370,ECK120014840,frdABCD,4378966,4382524,-1
371,ECK120014841,galS,2240628,2241779,-1
372,ECK120014842,galETKM,787763,792177,-1
373,ECK120014843,glnALG,4053869,4058304,-1
374,ECK120014844,glpABC,2352396,2356752,1
375,ECK120014845,glpD,3561897,3563518,1
376,ECK120014847,ilvY,3956883,3957891,-1
377,ECK120014848,katG,4133693,4136015,1
378,ECK120014850,lacZYA,361140,366435,-1
379,ECK120014851,lexA-dinF,4257027,4259121,1
380,ECK120014852,malEFG,4242539,4246700,-1
381,ECK120014853,malPQ,3547986,3552644,-1
382,ECK120014855,metA,4214159,4215209,1
383,ECK120014856,metH,4223505,4227511,1
384,ECK120014858,narGHJI,1279523,1286526,1
385,ECK120014859,narK,1277710,1279348,1
386,ECK120014860,nirBDC-cysG,3493680,3499201,1
387,ECK120014862,ompA,1019013,1020241,-1
388,ECK120014863,ompF,985894,987530,-1
389,ECK120014864,oxyR,4158431,4159407,1
390,ECK120014865,phoA-psiF,401667,403601,1
391,ECK120014866,phoBR,417061,419184,1
392,ECK120014867,hflD-purB,1190616,1192686,-1
393,ECK120014868,purC,2596905,2597872,-1
394,ECK120014869,purHD,4204642,4208114,-1
395,ECK120014870,purL,2691656,2695635,-1
396,ECK120014871,purMN,2620954,2622872,1
397,ECK120014872,purR,1737631,1738869,1
398,ECK120014873,pyrC,1121561,1122782,-1
399,ECK120014874,pyrD,1004666,1005778,1
400,ECK120014875,recAX,2822139,2823848,-1
401,ECK120014876,rhaSR,4097589,4099494,1
402,ECK120014877,sodA,4100649,4101430,1
403,ECK120014878,ssb,4273931,4274661,1
404,ECK120014879,sulA,1020410,1020958,-1
405,ECK120014881,uvrA,4271049,4274091,-1
406,ECK120014882,uvrB,813152,815547,1
407,ECK120014883,uvrD,3997907,4000177,1
408,ECK120014884,ada-alkB,2308691,2310498,-1
409,ECK120014885,ahpCF,638609,641318,1
410,ECK120014886,ansB,3099654,3100866,-1
411,ECK120014888,cysB,1333674,1334874,1
412,ECK120014889,cysJIH,2887578,2892094,-1
413,ECK120014890,cysK,2532277,2533424,1
414,ECK120014891,fadL,2461005,2462646,1
415,ECK120014892,ilvIH,85341,87848,1
416,ECK120014893,purEK,551527,553187,-1
417,ECK120014894,tnaCAB,3888304,3891483,1
418,ECK120014895,phoE,259045,260281,-1
419,ECK120014896,tyrB,4267082,4268340,1
420,ECK120014897,tyrP,1989502,1990892,1
421,ECK120014898,ilvC,3957843,3959445,1
422,ECK120014899,malT,3552943,3555820,1
423,ECK120014900,fabA,1015952,1016544,-1
424,ECK120014901,mtr,3304573,3305975,-1
425,ECK120014902,purA,4404566,4405985,1
426,ECK120014903,aidB,4414182,4415900,1
427,ECK120014905,araFGH,1982554,1986412,-1
428,ECK120014906,araJ,411297,412630,-1
429,ECK120014907,cyoABCDE,446815,451930,-1
430,ECK120014910,mdh,3383330,3384470,-1
431,ECK120014911,carAB,29240,34120,1
432,ECK120014912,argD,3488960,3490249,-1
433,ECK120014913,asnA,3927013,3928147,1
434,ECK120014916,betIBA,325577,329442,-1
435,ECK120014917,betT,329381,331496,1
436,ECK120014918,bioBFCD,809262,812947,1
437,ECK120014919,cadC,4360396,4362182,-1
438,ECK120014920,crp,3485854,3486792,1
439,ECK120014921,cpdB,4434622,4436683,-1
440,ECK120014922,malK-lamB-malM,4246483,4250474,1
441,ECK120014923,speC,3107020,3109175,-1
442,ECK120014924,tdcABCDEFG,3258285,3267293,-1
443,ECK120014925,ubiG,2339539,2340289,1
444,ECK120014926,ebgAC,3222551,3226171,1
445,ECK120014927,fucPIKUR,2934028,2940099,1
446,ECK120014928,mutY-yggX-mltC-nupG,3102911,3106970,1
447,ECK120014929,uhpT,3845776,3847312,-1
448,ECK120014930,melAB,4341640,4344790,1
449,ECK120014931,malXY,1699201,1702129,1
450,ECK120014932,udp,4016287,4017192,1
451,ECK120014933,fucAO,2931865,2933989,-1
452,ECK120014934,flhDC,1977266,1978577,-1
453,ECK120014935,malS,3737228,3739620,1
454,ECK120014936,aldB,3754906,3756724,-1
455,ECK120014937,hns,1292127,1293247,-1
456,ECK120014938,gyrA,2336793,2339568,-1
457,ECK120014940,cynTSX,358700,361236,1
458,ECK120014941,cynR,357791,358746,-1
459,ECK120014942,cysPUWAM,2538672,2543642,-1
460,ECK120014943,cysDNC,2873234,2876473,-1
461,ECK120014944,nupC,2512909,2514244,1
462,ECK120014945,dsdC,2476694,2477746,-1
463,ECK120014946,exuT,3244830,3246522,1
464,ECK120014947,fecABCDE,4510690,4516765,-1
465,ECK120014948,fdhF,4297178,4299543,-1
466,ECK120014950,proP,4330274,4332004,1
467,ECK120014951,narXL,1275179,1277930,-1
468,ECK120014952,fdnGHI,1547240,1551991,1
469,ECK120014953,ndh,1165862,1167389,1
470,ECK120014954,gadY,3664804,3664968,1
471,ECK120014956,cytR,4123431,4124584,-1
472,ECK120014957,ugpBAECQ,3587370,3592463,-1
473,ECK120014959,entS,622199,623550,1
474,ECK120014960,gcvB,2942624,2942900,1
475,ECK120014966,ybhK,815739,816647,-1
476,ECK120014967,folA,49642,50302,1
477,ECK120014968,dapB,28252,29272,1
478,ECK120014969,lysP,2247063,2248652,-1
479,ECK120014972,pfkB,1806323,1807299,1
480,ECK120014973,gltX,2519208,2520858,-1
481,ECK120014974,amn,2054989,2056515,1
482,ECK120014975,rimL,1498743,1499477,1
483,ECK120014976,manA,1688476,1689751,1
484,ECK120014978,alaS,2819381,2822114,-1
485,ECK120014979,pepD,254259,255809,-1
486,ECK120014981,pgi,4233673,4235407,1
487,ECK120014982,adk,496965,497819,1
488,ECK120014983,aspC,984519,985743,-1
489,ECK120014984,bcp,2600437,2600948,1
490,ECK120014985,blc,4377189,4378008,-1
491,ECK120014986,cdh,4109794,4110730,1
492,ECK120014987,cspD,922366,922818,-1
493,ECK120014988,cysE,3781741,3782681,-1
494,ECK120014989,gcvR,2599806,2600478,1
495,ECK120014990,glnS,705892,707978,1
496,ECK120014991,hemN,4051943,4053418,1
497,ECK120014992,hisS,2639301,2640642,-1
498,ECK120014993,katE,1813756,1816282,1
499,ECK120014995,lpp,1757296,1757657,1
500,ECK120014996,ppc,4150447,4153245,-1
501,ECK120014997,rep,3960647,3962698,1
502,ECK120014999,sbcB,2082728,2084183,1
503,ECK120015001,ung,2716650,2717443,1
504,ECK120015002,lysC,4231884,4233616,-1
505,ECK120015003,uvrYC,1992874,1995545,-1
506,ECK120015004,proS,217020,218837,-1
507,ECK120015006,agaR,3277856,3278732,-1
508,ECK120015008,ppiD,461647,463786,1
509,ECK120015010,ssuEADCB,993277,997746,-1
510,ECK120015012,dnaQ,235934,236798,1
511,ECK120015014,rnhA,235535,236041,-1
512,ECK120015015,cstA,629755,632091,1
513,ECK120015019,cspI,1638428,1638959,-1
514,ECK120015020,cspB,1641323,1641715,-1
515,ECK120015021,cspG,1051423,1051673,1
516,ECK120015023,srlAEBD-gutM-srlR-gutQ,2825438,2830778,1
517,ECK120015025,galR,2976569,2977630,1
518,ECK120015027,yceA,1116772,1117859,1
519,ECK120015028,sohB,1329284,1330381,1
520,ECK120015029,mpl,4455680,4457158,1
521,ECK120015031,aceBAK,4215227,4220332,1
522,ECK120015032,alkA,2146692,2147841,-1
523,ECK120015033,araC,70110,71265,1
524,ECK120015034,argCBH,4154873,4158223,1
525,ECK120015035,argF,289301,290495,-1
526,ECK120015036,argI,4477307,4478375,-1
527,ECK120015038,aroF-tyrA,2738912,2741314,-1
528,ECK120015042,pphA,1922313,1923385,-1
529,ECK120015045,sixA,2456327,2456999,-1
530,ECK120015047,asnW,2058027,2058144,-1
531,ECK120015048,argT-hisJQMP,2423736,2428047,-1
532,ECK120015050,yeaGH,1866765,1870238,1
533,ECK120015051,yhdWXYZ,3418838,3423194,1
534,ECK120015052,ddpXABCDF,1557112,1563249,-1
535,ECK120015057,metBL,4128572,4132267,1
536,ECK120015060,csiE,2665348,2666715,1
537,ECK120015066,yggN,3100904,3101798,-1
538,ECK120015075,iclR,4222804,4223714,-1
539,ECK120015076,secMA-mutT,107705,111433,1
540,ECK120015077,yaiS,384059,384616,-1
541,ECK120015078,kch,1309016,1310565,-1
542,ECK120015081,nagE,703704,705965,1
543,ECK120015082,norVW,2832292,2835045,1
544,ECK120015084,garD,3275282,3276853,1
545,ECK120015085,gudPXD,2918045,2922308,-1
546,ECK120015086,mngAB,765811,770611,1
547,ECK120015088,cdaR,182447,183620,1
548,ECK120015089,alsRBACE,4307783,4313137,-1
549,ECK120015090,znuCB,1942613,1944199,1
550,ECK120015091,zntA,3606387,3608649,1
551,ECK120015093,znuA,1941651,1942661,-1
552,ECK120015094,idnK,4494466,4495186,1
553,ECK120015095,idnDOTR,4490141,4494553,-1
554,ECK120015096,csrB,2924156,2924716,-1
555,ECK120015097,nrdDG,4459900,4462909,-1
556,ECK120015098,bglGFB,3902249,3906856,-1
557,ECK120015099,csrC,4050837,4051280,1
558,ECK120015101,hdeD,3656815,3657567,1
559,ECK120015104,asnB,697513,699222,-1
560,ECK120015106,gntP,4549922,4551494,-1
561,ECK120015109,uxaCA,3241827,3244993,-1
