Reference genome,ChIP-exo Start,ChIP-exo End,S/N ratio
NC_004431.1,2092975,2092987,2.833041958
NC_004431.1,2135621,2135633,6.89694516
NC_004431.1,2137283,2137295,6.542924181
NC_004431.1,2145522,2145534,8.049457122
NC_004431.1,2225884,2225896,64.77645381
NC_004431.1,2227074,2227086,94.01555024
NC_004431.1,2322254,2322266,78.30548399
NC_004431.1,2470784,2470796,2.086860508
NC_004431.1,2538644,2538656,85.73486382
NC_004431.1,2569596,2569608,2.66152926
NC_004431.1,2595606,2595618,21.87449393
NC_004431.1,2655970,2655982,4.473132131
NC_004431.1,2720170,2720182,5.965863084
NC_004431.1,2752068,2752080,1.945620169
NC_004431.1,2783064,2783076,1.704637468
NC_004431.1,2795140,2795152,16.18991535
NC_004431.1,2805625,2805637,2.494893265
NC_004431.1,2885604,2885616,3.511961722
NC_004431.1,2895196,2895208,1.856643357
NC_004431.1,2953696,2953708,2.671604711
NC_004431.1,3014431,3014443,3.799917188
NC_004431.1,3050982,3050994,5.4777788
NC_004431.1,3063502,3063514,2.162357379
NC_004431.1,3081261,3081273,31.38714575
NC_004431.1,3116446,3116458,2.391884431
NC_004431.1,3199191,3199203,4.590449025
NC_004431.1,3224065,3224077,2.993973132
NC_004431.1,3265362,3265374,2.387973868
NC_004431.1,3312126,3312138,5.964620905
NC_004431.1,3323874,3323886,4.992960986
NC_004431.1,3407866,3407878,2.459284137
NC_004431.1,3440891,3440903,98.18917924
NC_004431.1,3450907,3450919,12.77990431
NC_004431.1,3493923,3493935,2.544810453
NC_004431.1,3528504,3528516,2.88645565
NC_004431.1,3568360,3568372,14.14910747
NC_004431.1,3569302,3569314,2.943457858
NC_004431.1,3573712,3573724,12.86658079
NC_004431.1,3576204,3576216,2.398325359
NC_004431.1,3607758,3607770,133.8767022
NC_004431.1,3607968,3607980,135.909643
NC_004431.1,3609572,3609584,3.479297019
NC_004431.1,3657149,3657161,67.83460618
NC_004431.1,3693593,3693605,2.932876334
NC_004431.1,3706583,3706595,2.018034597
NC_004431.1,3715176,3715188,3.046466691
NC_004431.1,3717029,3717041,2.369893265
NC_004431.1,3781803,3781815,1.808796467
NC_004431.1,3799294,3799306,4.453073243
NC_004431.1,3814526,3814538,3.420914612
NC_004431.1,3815601,3815613,4.48500184
NC_004431.1,3898424,3898436,1.986520059
NC_004431.1,3963651,3963663,2.47833088
NC_004431.1,3966910,3966922,11.60747148
NC_004431.1,3972985,3972997,1.693411851
NC_004431.1,4010802,4010814,2.125092013
NC_004431.1,4020300,4020312,293.3594498
NC_004431.1,4022070,4022082,3.869111152
NC_004431.1,4037123,4037135,1.867454914
NC_004431.1,4088362,4088374,126.22212
NC_004431.1,4088707,4088719,120.7814225
NC_004431.1,4103933,4103945,1.608943688
NC_004431.1,4114179,4114191,2.366258741
NC_004431.1,4171109,4171121,6.731045271
NC_004431.1,4177890,4177902,1.703533309
NC_004431.1,4196325,4196337,3.812246964
NC_004431.1,4236226,4236238,2.489924549
NC_004431.1,4241933,4241945,2.634339345
NC_004431.1,4266364,4266376,2.277511962
NC_004431.1,4281538,4281550,2.870951417
NC_004431.1,4302516,4302528,1.673536989
NC_004431.1,4303845,4303857,1.791083916
NC_004431.1,4304856,4304868,4.127852411
NC_004431.1,4321334,4321346,3.245997424
NC_004431.1,4322312,4322324,5.641010305
NC_004431.1,4328120,4328132,1.899889584
NC_004431.1,4333068,4333080,44.12923261
NC_004431.1,4343954,4343966,1.602594774
NC_004431.1,4345695,4345707,2.823380567
NC_004431.1,4359484,4359496,4.595003681
NC_004431.1,4409135,4409147,2.244387192
NC_004431.1,4451541,4451553,2.590771071
NC_004431.1,4520782,4520794,2.222948105
NC_004431.1,4526625,4526637,2.511363636
NC_004431.1,4535019,4535031,1.66493375
NC_004431.1,4543194,4543206,2.230125138
NC_004431.1,4578784,4578796,2.081661759
NC_004431.1,4587864,4587876,2.843623482
NC_004431.1,4604360,4604372,3.126242179
NC_004431.1,4620366,4620378,22.7486198
NC_004431.1,4628417,4628429,1.671144645
NC_004431.1,4632679,4632691,1.852226721
NC_004431.1,4638222,4638234,3.377070298
NC_004431.1,4677684,4677696,2.074944792
NC_004431.1,4692964,4692976,2.151775856
NC_004431.1,4758747,4758759,1.883235186
NC_004431.1,4791235,4791247,2.596245859
NC_004431.1,4793940,4793952,3.568089805
NC_004431.1,4836724,4836736,4.504278616
NC_004431.1,4840836,4840848,1.3312477
NC_004431.1,4856207,4856219,15.48523187
NC_004431.1,4892563,4892575,2.155686419
NC_004431.1,4919153,4919165,2.914105631
NC_004431.1,4931392,4931404,2.28271071
NC_004431.1,4935940,4935952,35.9298859
NC_004431.1,5082184,5082196,2.874493927
NC_004431.1,5118657,5118669,2.710848362
NC_004431.1,5165139,5165151,3.608023555
NC_004431.1,5184300,5184312,2.212504601
NC_004431.1,5194681,5194693,265.7565789
