Reference genome,ChIP-exo Start,ChIP-exo End,S/N ratio,tu_id,tu_name
NC_017660.1,1464249,1464261,1.7148008240000001,ECK120009286,mtr
NC_017660.1,1507949,1507961,1.9558722530000001,ECK120009317,tdcABCDEFG
NC_017660.1,1511511,1511523,2.412860577,ECK120009317,tdcABCDEFG
NC_017660.1,1533592,1533604,2.420072115,ECK120009062,uxaCA
NC_017660.1,1562731,1562743,124.58791210000001,ECK120009619,rpsU-dnaG-rpoD
NC_017660.1,1575981,1575993,1.7687156590000002,ECK120016557,ygiM-cca
NC_017660.1,1621138,1621150,3.517084478,ECK120009382,metC
NC_017660.1,1691420,1691432,1.813444368,ECK120033571,rdgB-yggW
NC_017660.1,1845200,1845212,2.595724588,ECK120009165,ptrA
NC_017660.1,1915728,1915740,14.89457418,ECK120009047,csrB
NC_017660.1,2012250,2012262,2.891741071,ECK120009325,srlAEBD-gutM-srlR-gutQ
NC_017660.1,2047847,2047859,50.79833448,ECK120009012,csiD-lhgO-gabDTP
NC_017660.1,2049620,2049632,1.5109031590000002,ECK120008961,gabDTP
NC_017660.1,2132754,2132766,6.702781592999999,ECK120010961,glrK
NC_017660.1,2172252,2172264,2.578725962,ECK120027338,yfhM-pbpC
NC_017660.1,2191997,2192009,3.392599588,ECK120009396,guaBA
NC_017660.1,2194321,2194333,7.85782967,ECK125136338,ppk-ppx
NC_017660.1,2224665,2224677,2.342977335,ECK120009446,dapA-bamC
NC_017660.1,2233887,2233899,3.6765109889999996,ECK120015501,acrD
NC_017660.1,2291384,2291396,4.326923077,ECK120009677,valUXY-lysV
NC_017660.1,2328055,2328067,6.185611263999999,ECK120010912,emrKY
NC_017660.1,2480034,2480046,162.7961882,ECK120009265,ada-alkB
NC_017660.1,2530510,2530522,3.574089973,ECK120009831,yeiL
NC_017660.1,2591108,2591120,7.911658654,ECK125203402,metG
NC_017660.1,2718992,2719004,1.869505495,ECK120009156,hisBHAFI
NC_017660.1,2812025,2812037,37.22793613,ECK125230246,sdiA
NC_017660.1,2820260,2820272,46.93286401,ECK120016590,yecR
NC_017660.1,2880635,2880647,5.6446600270000005,ECK120027129,ptrB
NC_017660.1,2904133,2904145,3.337225275,ECK120009387,manXYZ
NC_017660.1,2904419,2904431,32.68861607,ECK120009387,manXYZ
NC_017660.1,2909825,2909837,3.2130837910000003,ECK120009413,sdaA
NC_017660.1,2920758,2920770,5.306662088,ECK120009018,fadD-sroD
NC_017660.1,2981460,2981472,2.589800824,ECK120008915,astCADBE
NC_017660.1,3020504,3020516,27.86177885,ECK120027073,ydiV
NC_017660.1,3022901,3022913,58.42247596,ECK120009203,aroH
NC_017660.1,3048067,3048079,3.646806319,ECK120008980,sufABCDSE
NC_017660.1,3061513,3061525,2.712568681,ECK120034535,ydhYVWXUT
NC_017660.1,3062047,3062059,2.100703984,ECK120034535,ydhYVWXUT
NC_017660.1,3129268,3129280,3.298162775,ECK120015486,rstAB
NC_017660.1,3156357,3156369,4.102850275,ECK120027032,ynfB-speG
NC_017660.1,3156414,3156426,2.7530906589999997,ECK120027032,ynfB-speG
NC_017660.1,3225553,3225565,2.321686126,ECK120009778,paaABCDEFGHIJK
NC_017660.1,3249062,3249074,1.8390281590000002,ECK120034136,trg
NC_017660.1,3289217,3289229,1.902901786,ECK120015341,lsrACDBFG-tam
NC_017660.1,3289486,3289498,1.8269230769999998,ECK120015341,lsrACDBFG-tam
NC_017660.1,3309683,3309695,6.163118132,ECK120009473,hipBA
NC_017660.1,3329164,3329176,2.869419643,ECK120016405,ldhA
NC_017660.1,3453995,3454007,2.2422733519999998,ECK120010941,pdeR
NC_017660.1,3463657,3463669,37.06284341,ECK120009270,cysB
NC_017660.1,3486052,3486064,4.424708104,ECK120009412,oppABCDF
NC_017660.1,3506234,3506246,2.063787775,ECK120009237,narGHJI
NC_017660.1,3578204,3578216,7.229481456,ECK120051389,ycgZ-ymgA-ariR-ymgC
NC_017660.1,3580325,3580337,3.496222527,ECK125158011,bluF
NC_017660.1,3589676,3589688,3.5187156589999997,ECK120009247,hflD-purB
NC_017660.1,3619056,3619068,631.2257897999999,ECK120008978,fhuE
NC_017660.1,3694142,3694154,24.73325893,ECK120017000,pgaABCD
NC_017660.1,3702374,3702386,72.16165865,ECK120009710,putP
NC_017660.1,3797246,3797258,1.736006181,ECK120009729,cmoM-mukFEB
NC_017660.1,3811263,3811275,1.9758756869999998,ECK120026794,ycaR-kdsB
NC_017660.1,4051447,4051459,16.93028846,ECK120009444,cydDC
NC_017660.1,4137817,4137829,1.185782967,ECK120026769,iaaA-gsiABCD
NC_017660.1,4139216,4139228,1.816964286,ECK120021061,rimO
NC_017660.1,4152025,4152037,1.969179258,ECK120009490,moeAB
NC_017660.1,4175931,4175943,51.99605082,ECK120010909,fiu
NC_017660.1,4227738,4227750,3.1483516480000002,ECK125165941,galK
NC_017660.1,4229919,4229931,32.81215659,ECK120009202,aroG
NC_017660.1,4301615,4301627,1.539320055,ECK120009313,fur
NC_017660.1,4308869,4308881,1.092376374,ECK120009236,nagBAC-umpH
NC_017660.1,4310343,4310355,1.632039835,ECK120009236,nagBAC-umpH
NC_017660.1,4312349,4312361,1.440161401,ECK120009158,umpH
NC_017660.1,4337098,4337110,42.41346154,ECK120020504,ybeL
NC_017660.1,4387951,4387963,209.53459819999998,ECK120009112,entS
NC_017660.1,4388046,4388058,142.7534341,ECK120009112,entS
NC_017660.1,4390572,4390584,233.31730770000001,ECK120009356,fepDGC
NC_017660.1,4400135,4400147,258.4709821,ECK120009354,fepA-entD
NC_017660.1,4461528,4461540,4.631438874,ECK120015332,allDCE
NC_017660.1,4508235,4508247,59.23875343,ECK120009587,htpG
NC_017660.1,4514597,4514609,18.86658654,ECK120026655,mscK
NC_017660.1,4556885,4556897,2.606198489,ECK120009294,cyoABCDE
NC_017660.1,4575846,4575858,3.507039835,ECK120009834,yajC-secDF
NC_017660.1,4726086,4726098,5.2438186810000005,ECK120011053,pepD
NC_017660.1,4916757,4916769,2.143887363,ECK125162170,nanCMS
NC_017660.1,4918206,4918218,6.1702438189999995,ECK125162170,nanCMS
NC_017660.1,4987352,4987364,192.3699348,ECK120009702,leuQPV
NC_017661.1,1428,1440,1.8283318769999999,ECK120009369,thrLABC
