Reference genome,ChIP-exo Start,ChIP-exo End,S/N ratio
NC_010468.1,4151487,3929058,1.729064831
NC_010468.1,4245860,4037327,296.0437355
NC_010468.1,4264545,4037327,296.0437355
NC_010468.1,4265518,4094850,1.402688449
NC_010468.1,4350207,4116553,1.866220736
NC_010468.1,4370398,4125458,2.422948289
NC_010468.1,4374691,4151499,2.088435812
NC_010468.1,4516759,4245872,4.167674299
NC_010468.1,4525448,4264557,3.50337664
NC_010468.1,4534583,4265530,2.369018523
NC_010468.1,4553860,4350219,4.012316697
NC_010468.1,4554441,4370410,2.646932081
NC_010468.1,4555235,4374703,2.221057371
NC_010468.1,4559642,4516771,2.560843838
NC_010468.1,4569575,4525460,1.687355287
NC_010468.1,4575527,4534595,45.46018781
NC_010468.1,4614306,4553872,2.215526113
