Reference genome,ChIP-exo Start,ChIP-exo End,S/N ratio
NC_017626.1,3816258,3587640,146.7849359
NC_017626.1,3882952,3610261,2.990796703
NC_017626.1,3886216,3717159,6.223672161
NC_017626.1,3928708,3735939,3.990430403
NC_017626.1,3934908,3752855,4.581868132
NC_017626.1,3940514,3816129,12.01964286
NC_017626.1,3948310,3816270,67.49565018
NC_017626.1,3950402,3882964,2.384157509
NC_017626.1,4010590,3886228,30.36680403
NC_017626.1,4023764,3928720,2.270741758
NC_017626.1,4026421,3934920,467.5375916
NC_017626.1,4026764,3934920,467.5375916
NC_017626.1,4041993,3940526,2.641025641
NC_017626.1,4052224,3948322,4.19775641
NC_017626.1,4113262,3950414,3.036813187
NC_017626.1,4145928,4010602,2.552106227
NC_017626.1,4191342,4023776,3.381913919
NC_017626.1,4209836,4026433,127.5121795
NC_017626.1,4238072,4026776,158.5929029
NC_017626.1,4283354,4042005,2.088232601
NC_017626.1,4300178,4052236,2.601373626
NC_017626.1,4341314,4113274,5.342765568
NC_017626.1,4429734,4145940,4.312637363
NC_017626.1,4489900,4191354,3.433058608
NC_017626.1,4534526,4209848,6.322252747
NC_017626.1,4554952,4238084,3.058699634
NC_017626.1,4555749,4283366,2.35521978
NC_017626.1,4556329,4300190,2.681181319
NC_017626.1,4571526,4341326,2.725
NC_017626.1,4590790,4429746,3.484432234
NC_017626.1,4682051,4489912,2.13003663
NC_017626.1,4737193,4534538,2.555494505
NC_017626.1,4741460,4554964,3.404990842
NC_017626.1,4761647,4555761,3.134157509
NC_017626.1,4831365,4556341,2.520192308
NC_017626.1,4852105,4571538,112.8413462
NC_017626.1,4859253,4590802,2.951098901
NC_017626.1,4867750,4682063,2.228113553
NC_017626.1,4868579,4737205,2.362042125
NC_017626.1,4907370,4741472,3.050091575
NC_017626.1,4910699,4761659,3.991163004
NC_017626.1,5055432,4831377,3.50503663
NC_017626.1,5064339,4852117,3.754945055
NC_017626.1,5086225,4859265,2.626282051
NC_017626.1,5104913,4867762,4.404945055
NC_017626.1,5127384,4868591,4.257234432
NC_017626.1,5128927,4907382,3.208424908
NC_017626.1,5141158,4910711,3.256547619
NC_017626.1,5145201,5055444,3.740247253
NC_017626.1,5206964,5064351,2.539514652
NC_017626.1,25327,5086237,12.58305861
NC_017626.1,85924,5104925,2.50206044
NC_017626.1,91493,5127396,8.416254579
NC_017626.1,101862,5128939,36.63589744
NC_017626.1,,5141170,11.43228022
NC_017626.1,,5145213,2.491208791
NC_017626.1,,5206976,281.9742674
NC_017626.1,,5206976,281.9742674
NC_017627.1,,25339,3.479417827
NC_017627.1,,85936,2.634605662
NC_017627.1,,91505,2.467546862
NC_017627.1,,101874,46.98622346
