,locus_tag,name,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right,left,right
58,ECK120009108,ugpBAECQ,-1,3449742,,,,,,3444734,3449742
59,ECK120009364,glpFKX,-1,4022449,,,,,,4018815,4022449
60,ECK120009288,aidB,1,4320767,,,,,,4320767,4322420
61,ECK120009275,purEK,-1,520614,,,,,,518999,520614
62,ECK120009276,rpoH,-1,3462268,,,,,,3461306,3462268
63,ECK120009277,rpoH,-1,3462268,,,,,,3461292,3462268
64,ECK120009280,tyrB,1,4174491,,,,,,4174491,4175749
65,ECK120009281,tyrP,1,1934787,,,,,,1934787,1936034
66,ECK120009282,glnB,-1,2552875,,,,,,2552442,2552875
67,ECK120009283,ilvC,1,3848154,,,,,,3848154,3849687
68,ECK120009284,malT,1,3413320,,,,,,3413320,3416116
69,ECK120009285,fabA,-1,1021041,,,,,,1020495,1021041
70,ECK120009286,mtr,-1,3173072,,,,,,3171785,3173072
71,ECK120009287,purA,1,4311184,,,,,,4311184,4312505
72,ECK120009289,slp-dctR,1,3515123,,,,,,3515123,3516400
73,ECK120009273,fadL,1,2348530,,,,,,2348530,2349971
74,ECK120009290,appCBXA,1,1042799,,,,,,1042799,1047004
75,ECK120009292,araJ,-1,376699,,,,,,375467,376699
76,ECK120009293,cydAB,1,729831,,,,,,729831,732842
77,ECK120009294,cyoABCDE,-1,414497,,,,,,409659,414497
78,ECK120009296,fumA,-1,1631902,,,,,,1630167,1631902
79,ECK120009300,mdh,-1,3244492,,,,,,3243509,3244492
80,ECK120009297,fumC,-1,1630382,,,,,,1628858,1630382
81,ECK125134719,iraM,-1,1199843,,,,,,1199404,1199843
82,ECK120009299,icd,1,1198375,,,,,,1198375,1199740
83,ECK120009106,glnA,-1,3962688,,,,,,3960571,3962688
84,ECK120008963,glcC,1,2988445,,,,,,2988445,2989275
85,ECK120008923,ptsG,1,1160333,,,,,,1160333,1161869
86,ECK120008921,dmsABC,1,945969,,,,,,945969,949987
87,ECK120008965,rlmL-uup,1,1012761,,,,,,1012761,1016960
88,ECK120008930,rrsC-gltU-rrlC-rrfC,1,3831880,,,,,,3831880,3837307
89,ECK120008929,rrsC-gltU-rrlC-rrfC,1,3831763,,,,,,3831763,3837307
90,ECK120008925,grcA,-1,2582666,,,,,,2582209,2582666
91,ECK120008924,ptsG,1,1160193,,,,,,1160193,1161869
92,ECK125134699,ssrS,1,2886832,,,,,,2886832,2887141
93,ECK125122031,pcnB-folK,-1,160105,,,,,,157967,160105
94,ECK125122030,yciE,-1,1300260,,,,,,1299532,1300260
95,ECK125122029,yciG,-1,1301377,,,,,,1301070,1301377
96,ECK125109872,gpmA,-1,745251,,,,,,744424,745251
97,ECK125109849,fhuF,-1,4523250,,,,,,4522373,4523250
98,ECK125109846,pykF,1,1700886,,,,,,1700886,1702379
99,ECK125109845,eno,-1,2739232,,,,,,2737723,2739232
100,ECK125109844,eno,-1,2739232,,,,,,2737907,2739232
101,ECK125109843,pgk-fbaA,-1,2901023,,,,,,2898453,2901023
102,ECK125109842,pgk,-1,2902289,,,,,,2900985,2902289
103,ECK125109841,pgk-fbaA,-1,2901023,,,,,,2898540,2901023
104,ECK125109840,pgk,-1,2902289,,,,,,2901072,2902289
105,ECK125109839,pfkA,1,4015444,,,,,,4015444,4016654
106,ECK125109028,hemL,-1,176445,,,,,,175106,176445
107,ECK120008915,astCADBE,-1,1770368,,,,,,1764284,1770368
108,ECK120008916,nrdHIEF,1,2640515,,,,,,2640515,2644320
109,ECK120008917,cpxPQ,1,4013707,,,,,,4013707,4014301
110,ECK120008918,srkA-dsbA,1,3949128,,,,,,3949128,3950781
111,ECK120008919,dsbA,1,3950114,,,,,,3950114,3950781
112,ECK120008922,moaABCDE,1,800907,,,,,,800907,803740
113,ECK125135003,tufA,-1,3329746,,,,,,3328308,3329746
114,ECK120008984,metJ,-1,4036625,,,,,,4036174,4036625
115,ECK125135006,kdsC-lptCAB,1,3210510,,,,,,3210510,3213169
116,ECK120008994,argR,1,3245764,,,,,,3245764,3246335
117,ECK120008996,argT-hisJQMP,-1,2310989,,,,,,2306876,2310989
118,ECK120008997,yeaGH,1,1811192,,,,,,1811192,1814615
119,ECK120008998,yhdWXYZ,1,3280128,,,,,,3280128,3284351
120,ECK120008999,ddpXABCDF,-1,1512580,,,,,,1506585,1512580
121,ECK120009002,rutABCDEFG,-1,1072793,,,,,,1067278,1072793
122,ECK120009040,znuA,-1,1887375,,,,,,1886365,1887375
123,ECK120009042,idnDOTR,-1,4401733,,,,,,4397438,4401733
124,ECK120009107,serC,1,962685,,,,,,962685,963831
125,ECK120009090,mutY-yggX-mltC-nupG,1,2933679,,,,,,2933679,2937738
126,ECK120009077,apaGH,-1,54576,,,,,,52922,54576
127,ECK120009079,fadIJ,-1,2344340,,,,,,2340844,2344340
128,ECK120009081,osmF-yehYXW,-1,2110608,,,,,,2106830,2110608
129,ECK120009082,malZ,1,387897,,,,,,387897,389955
130,ECK120009083,aes,-1,467991,,,,,,466885,467991
131,ECK120009084,ynfEFGH-dmsD,1,1603200,,,,,,1603200,1610317
132,ECK120009085,argG,1,3187061,,,,,,3187061,3188479
133,ECK120009086,yicR-rpmBG-mutM,-1,3677133,,,,,,3674899,3677133
134,ECK120009087,mutM,-1,3677133,,,,,,3676301,3677133
135,ECK120009088,rpmBG-mutM,-1,3677133,,,,,,3675481,3677133
136,ECK120009089,mutY-yggX-mltC-nupG,1,2933756,,,,,,2933756,2937738
137,ECK120009091,yggX-mltC-nupG,1,2934761,,,,,,2934761,2937738
138,ECK120009074,flk,1,2325165,,,,,,2325165,2326198
139,ECK120009092,mutY-yggX,1,2933756,,,,,,2933756,2935136
140,ECK120009093,mutY-yggX-mltC,1,2933756,,,,,,2933756,2936280
141,ECK120008991,cydAB,1,730029,,,,,,730029,732842
142,ECK120009094,yggX,1,2934761,,,,,,2934761,2935136
143,ECK120008990,cydAB,1,729874,,,,,,729874,732842
144,ECK120008987,hemF,1,2424385,,,,,,2424385,2425304
145,ECK120009032,gntR,-1,3440771,,,,,,3439575,3440771
146,ECK120009301,carAB,1,33691,,,,,,33691,38192
147,ECK120009031,alsRBACE,-1,4214970,,,,,,4209621,4214970
148,ECK120009033,gntR,-1,3440771,,,,,,3439531,3440771
149,ECK120009034,gntR,-1,3440771,,,,,,3439513,3440771
150,ECK120009035,recAX,-1,2662105,,,,,,2660425,2662105
151,ECK120009038,znuCB,1,1888358,,,,,,1888358,1889923
152,ECK120009039,zntA,1,3468806,,,,,,3468806,3471033
153,ECK120009006,nhaAR,1,17315,,,,,,17315,19619
154,ECK120009004,acs-yjcH-actP,-1,4190664,,,,,,4186525,4190664
155,ECK120009041,idnK,1,4406190,,,,,,4406190,4406779
156,ECK120008970,metNIQ,-1,222954,,,,,,220353,222954
157,ECK120008971,serA,-1,2888036,,,,,,2886665,2888036
158,ECK120008972,mhpABCDFE,1,338054,,,,,,338054,344416
159,ECK120008973,treR,-1,4377926,,,,,,4376935,4377926
160,ECK120008974,treR,-1,4377926,,,,,,4376931,4377926
161,ECK120008975,treR,-1,4377926,,,,,,4376863,4377926
162,ECK120008976,mgrB,-1,1854349,,,,,,1854180,1854349
163,ECK120008977,exbD,-1,3017989,,,,,,3017151,3017989
164,ECK120008978,fhuE,-1,1161892,,,,,,1159570,1161892
165,ECK120008979,gyrB,-1,3766328,,,,,,3763710,3766328
166,ECK120008983,metJ,-1,4036625,,,,,,4036145,4036625
167,ECK120008985,metJ,-1,4036625,,,,,,4036237,4036625
168,ECK120009003,acs-yjcH-actP,-1,4190664,,,,,,4186321,4190664
169,ECK120008986,amiA-hemF,1,2423421,,,,,,2423421,2425304
170,ECK120008989,cydAB,1,729863,,,,,,729863,732842
171,ECK125135005,yrbG-kdsDC-lptCAB,1,3208711,,,,,,3208711,3213169
172,ECK120009095,yggX-mltC,1,2934761,,,,,,2934761,2936280
173,ECK120009097,arcB,-1,3219189,,,,,,3216829,3219189
174,ECK120009068,uidR,-1,1641659,,,,,,1641046,1641659
175,ECK120009069,fusA-tufA,-1,3329746,,,,,,3326206,3329746
176,ECK120009070,ulaABCDEF,1,4326447,,,,,,4326447,4330906
177,ECK120009071,ulaG,-1,4325081,,,,,,4323967,4325081
178,ECK120008969,gadX,-1,3526102,,,,,,3525178,3526102
179,ECK120008968,rimK-ybjN,1,896580,,,,,,896580,898137
180,ECK120008967,ybjC-nfsA-rimK-ybjN,1,895596,,,,,,895596,898137
181,ECK125135012,cbpAM,-1,1066838,,,,,,1065560,1066838
182,ECK125136338,ppk-ppx,1,2487457,,,,,,2487457,2491136
183,ECK125136337,araFGH,-1,1927696,,,,,,1924102,1927696
184,ECK125136335,yciT,-1,1329966,,,,,,1329053,1329966
185,ECK125135744,msrB,-1,1806393,,,,,,1805945,1806393
186,ECK125135688,ydeI,-1,1573401,,,,,,1572947,1573401
187,ECK125135682,ydeNM,-1,1535114,,,,,,1532193,1535114
188,ECK125135647,ydbK-ompN,-1,1411319,,,,,,1406233,1411319
189,ECK125135568,phoQ,-1,1191684,,,,,,1190060,1191684
190,ECK125135560,bhsA,1,1171611,,,,,,1171611,1171922
191,ECK125135065,dgkA,1,4163829,,,,,,4163829,4164377
192,ECK125135064,mhpR-lacI,-1,335963,,,,,,333855,335963
193,ECK125135011,plsB,-1,4161415,,,,,,4158956,4161415
194,ECK125136341,csrA,-1,2658927,,,,,,2658515,2658927
195,ECK125135010,arrS,-1,3519173,,,,,,3519105,3519173
196,ECK125135009,yjbEFGH,1,4143243,,,,,,4143243,4147102
197,ECK125135008,lptAB,1,3211799,,,,,,3211799,3213169
198,ECK125135007,kdsC-lptCAB,1,3210219,,,,,,3210219,3213169
199,ECK120009067,uidABC,-1,1636783,,,,,,1632217,1636783
200,ECK120009096,yicR-rpmBG,-1,3677999,,,,,,3676631,3677999
201,ECK120009065,metA,1,4122044,,,,,,4122044,4123094
202,ECK120009062,uxaCA,-1,3108126,,,,,,3105096,3108126
203,ECK120009099,pspG,1,4170225,,,,,,4170225,4170491
204,ECK120009100,gadY,1,3526051,,,,,,3526051,3526148
205,ECK120009101,mutY-yggX,1,2933679,,,,,,2933679,2935136
206,ECK120009102,mutY-yggX-mltC,1,2933679,,,,,,2933679,2936280
207,ECK120009105,glnA,-1,3962688,,,,,,3960456,3962688
208,ECK120009075,rsmA-apaGH,-1,54576,,,,,,52368,54576
209,ECK120009073,usg-truA-dedA,-1,2321335,,,,,,2318527,2321335
210,ECK120009043,lacZYA,-1,330675,,,,,,325457,330675
211,ECK120009057,gntT,1,3406808,,,,,,3406808,3408237
212,ECK120009044,lacZYA,-1,330675,,,,,,325450,330675
213,ECK120009045,lacZYA,-1,330675,,,,,,325438,330675
214,ECK120009046,ompA,-1,1024102,,,,,,1022928,1024102
215,ECK120009047,csrB,-1,2756756,,,,,,2756398,2756756
216,ECK120009048,crr,1,2407997,,,,,,2407997,2408767
217,ECK120009049,nrdDG,-1,4371541,,,,,,4368602,4371541
218,ECK120009050,crr,1,2407867,,,,,,2407867,2408767
219,ECK120009051,bglGFB,-1,3791053,,,,,,3786607,3791053
220,ECK120009052,csrC,1,3957773,,,,,,3957773,3958017
221,ECK120009055,idnR,-1,4401733,,,,,,4400692,4401733
222,ECK120009056,gntT,1,3406811,,,,,,3406811,3408237
223,ECK120009058,gntP,-1,4459201,,,,,,4457789,4459201
224,ECK120009072,pdxB-usg-truA-dedA,-1,2321335,,,,,,2317533,2321335
225,ECK120009059,yhgH-nfuA,1,3405028,,,,,,3405028,3406560
226,ECK120009060,ibpB,-1,3755265,,,,,,3754753,3755265
227,ECK120009061,groSL,1,4277702,,,,,,4277702,4279757
228,ECK120009063,uxuR,1,4463737,,,,,,4463737,4464628
229,ECK120009302,carAB,1,33623,,,,,,33623,38192
230,ECK120027634,prlC-rsmJ,-1,3504766,,,,,,3501908,3504766
231,ECK120009272,cysK,1,2404764,,,,,,2404764,2405811
232,ECK120009220,glnALG,-1,3960567,,,,,,3956214,3960567
233,ECK120009221,glnLG,-1,3960567,,,,,,3958065,3960567
234,ECK120009222,glnALG,-1,3960567,,,,,,3956329,3960567
235,ECK120009223,glpABC,1,2242952,,,,,,2242952,2247121
236,ECK120009225,ivbL-ilvBN,-1,3739112,,,,,,3736835,3739112
237,ECK120009226,ilvY,-1,3847125,,,,,,3846141,3847125
238,ECK120009227,katG,1,4042359,,,,,,4042359,4044562
239,ECK120009229,lacZYA,-1,330675,,,,,,325472,330675
240,ECK120009178,gcd,-1,141605,,,,,,139127,141605
241,ECK120009230,lexA-dinF,1,4164459,,,,,,4164459,4166493
242,ECK120009231,malEFG,-1,4149911,,,,,,4145986,4149911
243,ECK120009232,malPQ,-1,3408282,,,,,,3403758,3408282
244,ECK120009233,melR,-1,4247799,,,,,,4246869,4247799
245,ECK120009234,metA,1,4122118,,,,,,4122118,4123094
246,ECK120009235,metH,1,4131154,,,,,,4131154,4134882
247,ECK120009236,nagBAC-umpH,-1,659448,,,,,,655314,659448
248,ECK120009237,narGHJI,1,1267955,,,,,,1267955,1274727
249,ECK120009238,narK,1,1266080,,,,,,1266080,1267496
250,ECK120009239,nirBDC-cysG,1,3353588,,,,,,3353588,3358802
251,ECK120009240,nrdAB-yfaE,1,2235116,,,,,,2235116,2239137
252,ECK120009213,fhuACDB,1,170285,,,,,,170285,176287
253,ECK120009212,dmsABC,1,945914,,,,,,945914,949987
254,ECK120009209,cyaA,1,3881269,,,,,,3881269,3883969
255,ECK120009208,cirA,-1,2139677,,,,,,2137526,2139677
256,ECK120009179,rpoBC,1,4089114,,,,,,4089114,4097664
257,ECK120009217,galS,-1,2135527,,,,,,2134445,2135527
258,ECK120009181,hcp-hcr,-1,915886,,,,,,913223,915886
259,ECK120009216,frdABCD,-1,4286042,,,,,,4282596,4286042
260,ECK120009214,dusB-fis,1,3271402,,,,,,3271402,3272782
261,ECK120009114,gcvB,1,2780976,,,,,,2780976,2781180
262,ECK120009116,metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp,-1,3177498,,,,,,3168200,3177498
263,ECK120009117,tisB,1,3741703,,,,,,3741703,3742055
264,ECK120009118,yraP,1,3164848,,,,,,3164848,3165483
265,ECK120009121,folA,1,53995,,,,,,53995,54498
266,ECK120009122,valS,-1,4392330,,,,,,4389335,4392330
267,ECK120009123,gltX,-1,2395745,,,,,,2394223,2395745
268,ECK120009124,rimL,1,1452805,,,,,,1452805,1453539
269,ECK120009127,cdh,1,4017829,,,,,,4017829,4018652
270,ECK120009142,agaR,-1,3144049,,,,,,3143202,3144049
271,ECK120009128,cspD,-1,927069,,,,,,926759,927069
272,ECK120009130,hemN,1,3958680,,,,,,3958680,3960155
273,ECK120009131,katE,1,1758227,,,,,,1758227,1760695
274,ECK120009132,lpp,1,1702652,,,,,,1702652,1702926
275,ECK120009133,rep,1,3850889,,,,,,3850889,3852940
276,ECK120009134,sbcB,1,1978972,,,,,,1978972,1980427
277,ECK120009135,ung,1,2583338,,,,,,2583338,2584043
278,ECK120009136,gltX,-1,2395745,,,,,,2394177,2395745
279,ECK120009137,gltX,-1,2395745,,,,,,2394169,2395745
280,ECK120009138,ssb,1,4181489,,,,,,4181489,4182071
281,ECK120009139,ssb,1,4181501,,,,,,4181501,4182071
282,ECK120009175,ilvIH,1,88345,,,,,,88345,90653
283,ECK120009176,yhfG-fic-pabA,-1,3349867,,,,,,3348485,3349867
284,ECK120009177,lepAB,-1,2570935,,,,,,2568074,2570935
285,ECK120009228,kdpFABC,-1,684281,,,,,,679839,684281
286,ECK120009215,fnr,-1,1383942,,,,,,1383164,1383942
287,ECK120009113,entS,1,582740,,,,,,582740,584037
288,ECK120009183,uvrB,1,797145,,,,,,797145,799540
289,ECK120009187,lpxL,-1,1118229,,,,,,1117182,1118229
290,ECK120027588,arfA,-1,3299614,,,,,,3299385,3299614
291,ECK120027589,yhdN-zntR,-1,3299875,,,,,,3299034,3299875
292,ECK120027593,yheO-tusDCB,-1,3334279,,,,,,3332451,3334279
293,ECK120027598,prkB,1,3343912,,,,,,3343912,3344960
294,ECK120027605,hofMNOP,-1,3380993,,,,,,3378680,3380993
295,ECK120027556,yraR,-1,3166710,,,,,,3166024,3166710
296,ECK120027635,rlmJ,1,3507736,,,,,,3507736,3508613
297,ECK120027641,mdtEF,1,3520271,,,,,,3520271,3524714
298,ECK120027643,yhjC,1,3533324,,,,,,3533324,3534501
299,ECK120027646,yhjG,-1,3537478,,,,,,3535356,3537478
300,ECK120027649,bcsEFG,1,3557631,,,,,,3557631,3561081
301,ECK120027650,rdlD,1,3561324,,,,,,3561324,3561387
302,ECK120027652,eptB,-1,3570938,,,,,,3569141,3570938
303,ECK120027661,avtA,1,3601826,,,,,,3601826,3603110
304,ECK120027665,yibF,-1,3627736,,,,,,3627108,3627736
305,ECK120027557,yhbTS,-1,3168754,,,,,,3167641,3168754
306,ECK120027552,prlF-yhaV,1,3143165,,,,,,3143165,3143994
307,ECK120027675,gpmM-envC-yibQ,1,3654436,,,,,,3654436,3658261
308,ECK120027501,gss,-1,3004097,,,,,,3002150,3004097
309,ECK120027419,rlmD,-1,2746288,,,,,,2744944,2746288
310,ECK120027422,queF,1,2757911,,,,,,2757911,2758786
311,ECK120027428,ptrA-recBD,-1,2788915,,,,,,2780539,2788915
312,ECK120009030,alsRBACE,-1,4214970,,,,,,4209616,4214970
313,ECK120027429,ppdAB-ygdB-ppdC-recC,-1,2797340,,,,,,2792180,2797340
314,ECK120027587,mscL,1,3299171,,,,,,3299171,3299604
315,ECK120009186,galR,1,2814851,,,,,,2814851,2815912
316,ECK120027580,aaeXAB,-1,3247383,,,,,,3244174,3247383
317,ECK120027576,yhcB,1,3241345,,,,,,3241345,3241752
318,ECK120009188,yceA,1,1119339,,,,,,1119339,1120426
319,ECK120009189,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,1,92401,,,,,,92401,110279
320,ECK120009190,sohB,1,1315654,,,,,,1315654,1316751
321,ECK120009191,sohB,1,1315671,,,,,,1315671,1316751
322,ECK120009192,mpl,1,4367343,,,,,,4367343,4368773
323,ECK120009193,mpl,1,4367375,,,,,,4367375,4368773
324,ECK120009195,alkA,-1,2045691,,,,,,2044824,2045691
325,ECK120009196,araC,1,73046,,,,,,73046,74070
326,ECK120009197,argCBH,1,4063186,,,,,,4063186,4066524
327,ECK120009199,argI,-1,4388804,,,,,,4387767,4388804
328,ECK120009200,argR,1,3245839,,,,,,3245839,3246335
329,ECK120009201,aroF-tyrA,-1,2605426,,,,,,2603137,2605426
330,ECK120009202,aroG,1,743999,,,,,,743999,745229
331,ECK120009203,aroH,1,1732734,,,,,,1732734,1733926
332,ECK120009204,aroL-yaiA-aroM,1,370905,,,,,,370905,372730
333,ECK120009205,aroP,-1,122949,,,,,,121422,122949
334,ECK120009206,bioA,-1,791961,,,,,,790637,791961
335,ECK120009207,cirA,-1,2139677,,,,,,2137513,2139677
336,ECK120010954,lptD,-1,58951,,,,,,56465,58951
337,ECK120026826,ycdZ,1,1102819,,,,,,1102819,1103354
338,ECK120010960,puuP,-1,1344168,,,,,,1342597,1344168
339,ECK120027600,tsgA,1,3352120,,,,,,3352120,3353350
340,ECK120027565,sfsB,1,3203358,,,,,,3203358,3203687
341,ECK120027567,ibaG,-1,3205049,,,,,,3204712,3205049
342,ECK120027568,mlaFEDCB,-1,3205463,,,,,,3202305,3205463
343,ECK120027577,degQS,1,3241817,,,,,,3241817,3244430
344,ECK120009112,entS,1,582745,,,,,,582745,584037
345,ECK120009111,aspA-dcuA,-1,4272558,,,,,,4269598,4272558
346,ECK120009125,pepD,-1,258753,,,,,,257236,258753
347,ECK120009351,aspA,-1,4273930,,,,,,4272342,4273930
348,ECK120009339,dsdXA,1,2355709,,,,,,2355709,2358418
349,ECK120009340,dsdC,-1,2354582,,,,,,2353530,2354582
350,ECK120009341,exuT,1,3111301,,,,,,3111301,3112821
351,ECK120009342,fecABCDE,-1,4424087,,,,,,4418050,4424087
352,ECK120009343,fdhF,-1,4204365,,,,,,4202136,4204365
353,ECK120009344,hycABCDEFGHI,-1,2682444,,,,,,2674460,2682444
354,ECK120009345,hypABCDE,1,2690594,,,,,,2690594,2694288
355,ECK120009346,proP,1,4237399,,,,,,4237399,4239083
356,ECK120009347,narXL,-1,1263327,,,,,,1260729,1263327
357,ECK120009348,fdnGHI,1,1503052,,,,,,1503052,1507671
358,ECK120009349,ndh,1,1168567,,,,,,1168567,1169964
359,ECK120009352,fruBKA,-1,2154568,,,,,,2150690,2154568
360,ECK120009337,cysDNC,-1,2713202,,,,,,2710068,2713202
361,ECK120009353,ppsA,-1,1729150,,,,,,1726723,1729150
362,ECK120009354,fepA-entD,-1,569945,,,,,,566736,569945
363,ECK120009355,fepB,-1,584041,,,,,,582868,584041
364,ECK120009356,fepDGC,-1,579871,,,,,,577021,579871
365,ECK120009357,entCEBAH,1,585318,,,,,,585318,590200
366,ECK120009358,tonB,1,1296646,,,,,,1296646,1297438
367,ECK120009359,mglBAC,-1,2131647,,,,,,2127829,2131647
368,ECK120009360,gatYZABCD,-1,2069638,,,,,,2064239,2069638
369,ECK120009361,gcvTHP,-1,2876985,,,,,,2872340,2876985
370,ECK120009362,gcvA,-1,2779930,,,,,,2778941,2779930
371,ECK120009363,glnHPQ,-1,829733,,,,,,827427,829733
372,ECK120009109,ugpBAECQ,-1,3449742,,,,,,3444686,3449742
373,ECK120009338,nupC,1,2390895,,,,,,2390895,2392130
374,ECK120009306,atoDAEB,1,2213773,,,,,,2213773,2217654
375,ECK120009270,cysB,1,1320158,,,,,,1320158,1321244
376,ECK120009304,asnA,1,3815930,,,,,,3815930,3816948
377,ECK120009257,sodA,1,4008681,,,,,,4008681,4009444
378,ECK120009246,phoBR,1,382503,,,,,,382503,384647
379,ECK120009247,hflD-purB,-1,1193983,,,,,,1191913,1193983
380,ECK120009248,purC,-1,2461394,,,,,,2460518,2461394
381,ECK120009249,purHD,-1,4112667,,,,,,4109682,4112667
382,ECK120009250,purL,-1,2557479,,,,,,2553546,2557479
383,ECK120009251,purMN,1,2485634,,,,,,2485634,2487353
384,ECK120009252,purR,1,1682958,,,,,,1682958,1684138
385,ECK120009253,pyrC,-1,1124131,,,,,,1123049,1124131
386,ECK120009254,pyrD,1,1009821,,,,,,1009821,1010867
387,ECK120009255,recA,-1,2662636,,,,,,2661487,2662636
388,ECK120009256,rhaSR,1,4005633,,,,,,4005633,4007416
389,ECK120009258,ssb,1,4181420,,,,,,4181420,4182071
390,ECK120009271,cysJIH,-1,2719740,,,,,,2715355,2719740
391,ECK120009259,sulA,-1,1025499,,,,,,1024962,1025499
392,ECK120009260,trpLEDCBA,-1,1301975,,,,,,1295250,1301975
393,ECK120009261,tyrR,1,1373059,,,,,,1373059,1374668
394,ECK120009262,uvrA,-1,4178416,,,,,,4175487,4178416
395,ECK120009263,uvrB,1,797455,,,,,,797455,799540
396,ECK120009265,ada-alkB,-1,2202456,,,,,,2200720,2202456
397,ECK120009266,alkB,-1,2202456,,,,,,2201702,2202456
398,ECK120009267,ahpCF,1,598751,,,,,,598751,601148
399,ECK120009268,ansB,-1,2930422,,,,,,2929325,2930422
400,ECK120009269,araE,-1,2819046,,,,,,2817602,2819046
401,ECK120009303,argD,-1,3348561,,,,,,3347300,3348561
402,ECK120009336,cysPUWAM,-1,2411075,,,,,,2406190,2411075
403,ECK120009307,betIBA,-1,295205,,,,,,291421,295205
404,ECK120009319,ebgAC,1,3088633,,,,,,3088633,3092253
405,ECK120009149,atpBEFHAGDC,-1,3804309,,,,,,3797547,3804309
