,TU,tss,best score,name,ID,Sigma70_Prib_score,Sigma54_Prib_score,Sigma32_Prib_score,Sigma24_Prib_score,Sigma38_Prib_score,Sigma28_Prib_score
18,ECK120009479,21383,,lspA,b0027,-3.2902888010427516,-6.310595202948054,-7.425706703347554,-8.765044306923922,-5.542326351017538,-12.154735496925346
19,ECK120029296,25014,,lspA,b0027,-6.101679440488354,-3.3914030065163976,-9.792498231094589,-6.8335221313784755,-6.1033436808782495,-7.363277233303316
20,ECK120030634,21833,,lspA,b0027,-6.814542484212717,-5.892766646820556,-11.033563552317773,-6.892362631401409,-7.883441210358461,-10.533665167455094
21,ECK120030635,22034,,lspA,b0027,-7.762164854393536,-7.889320528694624,-5.990290091673652,-12.862080802892699,-7.223934876265134,-9.832796252989098
22,ECK120033554,22229,,lspA,b0027,-5.456449073899353,-6.310595202948054,-2.338574208821777,-11.69422704632549,-9.309848932450588,-10.139329528171395
23,ECK120009479,21383,,fkpB,b0028,-3.2902888010427516,-6.310595202948054,-7.425706703347554,-8.765044306923922,-5.542326351017538,-12.154735496925346
24,ECK120029296,25014,,fkpB,b0028,-6.101679440488354,-3.3914030065163976,-9.792498231094589,-6.8335221313784755,-6.1033436808782495,-7.363277233303316
25,ECK120030634,21833,,fkpB,b0028,-6.814542484212717,-5.892766646820556,-11.033563552317773,-6.892362631401409,-7.883441210358461,-10.533665167455094
26,ECK120030635,22034,,fkpB,b0028,-7.762164854393536,-7.889320528694624,-5.990290091673652,-12.862080802892699,-7.223934876265134,-9.832796252989098
27,ECK120033554,22229,,fkpB,b0028,-5.456449073899353,-6.310595202948054,-2.338574208821777,-11.69422704632549,-9.309848932450588,-10.139329528171395
28,ECK120009479,21383,,ispH,b0029,-3.2902888010427516,-6.310595202948054,-7.425706703347554,-8.765044306923922,-5.542326351017538,-12.154735496925346
29,ECK120029296,25014,,ispH,b0029,-6.101679440488354,-3.3914030065163976,-9.792498231094589,-6.8335221313784755,-6.1033436808782495,-7.363277233303316
30,ECK120030634,21833,,ispH,b0029,-6.814542484212717,-5.892766646820556,-11.033563552317773,-6.892362631401409,-7.883441210358461,-10.533665167455094
31,ECK120030635,22034,,ispH,b0029,-7.762164854393536,-7.889320528694624,-5.990290091673652,-12.862080802892699,-7.223934876265134,-9.832796252989098
32,ECK120033554,22229,,ispH,b0029,-5.456449073899353,-6.310595202948054,-2.338574208821777,-11.69422704632549,-9.309848932450588,-10.139329528171395
33,ECK120011048,28343,,dapB,b0031,-5.441467390637883,-5.165462898645051,-8.17682780535879,-12.135779647321007,-5.629552412421904,-6.6012245758367625
34,ECK120030636,28288,,dapB,b0031,-4.060455087151848,-5.558564558733883,-10.618119162720925,-5.668134698066843,-6.793197171360869,-10.170467425644992
35,ECK120009301,29619,,carA,b0032,-3.619574277293009,-1.8332583884698475,-8.426483768884953,-10.4580602274705,-10.002996113010534,-12.03708011196164
36,ECK120009302,29551,,carA,b0032,-6.781658970478145,-5.000840918950498,-5.361634402199065,-13.521551269275829,-7.806307651323173,-14.613202770021301
37,ECK120009301,29619,,carB,b0033,-3.619574277293009,-1.8332583884698475,-8.426483768884953,-10.4580602274705,-10.002996113010534,-12.03708011196164
38,ECK120009302,29551,,carB,b0033,-6.781658970478145,-5.000840918950498,-5.361634402199065,-13.521551269275829,-7.806307651323173,-14.613202770021301
39,ECK120011049,30775,,carB,b0033,-9.445176270891283,-8.065450115240658,-9.115593356636067,-11.010625457409255,-9.428079896445928,-13.152685790717184
40,ECK120009715,34218,,caiF,b0034,-4.642583825218167,-1.6422031517071383,-6.242274387122622,-6.107236819248556,-7.3929263202685265,-9.879072061497565
41,ECK120009437,42037,,caiE,b0035,-5.778186306791695,-4.974407661882342,-3.829638940996943,-11.238141550032587,-6.602334846997237,-10.124062056040607
42,ECK120009437,42037,,caiD,b0036,-5.778186306791695,-4.974407661882342,-3.829638940996943,-11.238141550032587,-6.602334846997237,-10.124062056040607
43,ECK120009437,42037,,caiC,b0037,-5.778186306791695,-4.974407661882342,-3.829638940996943,-11.238141550032587,-6.602334846997237,-10.124062056040607
44,ECK120009437,42037,,caiB,b0038,-5.778186306791695,-4.974407661882342,-3.829638940996943,-11.238141550032587,-6.602334846997237,-10.124062056040607
45,ECK120009437,42037,,caiA,b0039,-5.778186306791695,-4.974407661882342,-3.829638940996943,-11.238141550032587,-6.602334846997237,-10.124062056040607
46,ECK120009437,42037,,caiT,b0040,-5.778186306791695,-4.974407661882342,-3.829638940996943,-11.238141550032587,-6.602334846997237,-10.124062056040607
47,ECK120009716,42325,,fixA,b0041,-4.230724410852615,-5.846246631185664,-13.140945047371217,-10.5433620728203,-6.799427721111504,-7.743884690994376
48,ECK120009716,42325,,fixB,b0042,-4.230724410852615,-5.846246631185664,-13.140945047371217,-10.5433620728203,-6.799427721111504,-7.743884690994376
49,ECK120009716,42325,,fixC,b0043,-4.230724410852615,-5.846246631185664,-13.140945047371217,-10.5433620728203,-6.799427721111504,-7.743884690994376
50,ECK120009716,42325,,fixX,b0044,-4.230724410852615,-5.846246631185664,-13.140945047371217,-10.5433620728203,-6.799427721111504,-7.743884690994376
51,ECK120026516,45592,,yaaU,b0045,-12.136097228883983,-4.263241975819719,-8.78154416227488,-10.367082830482309,-11.578551214223035,-6.882434133782926
52,ECK120009121,49799,,folA,b0048,-3.815418412907005,-6.565496435648246,-7.494109430231955,-12.405861868748776,-6.977410876306861,-12.891000775220546
53,ECK120009075,52588,,apaH,b0049,-2.9067112335686462,-2.7050973577731687,-8.650695640351355,-15.477677286701871,-4.974878429060459,-8.492401006821796
54,ECK120009077,52034,,apaH,b0049,-3.2902888010427516,-5.558564558733883,-6.01835893302983,-16.40821941583388,-3.3611021150277605,-9.601534171071721
55,ECK120009075,52588,,apaG,b0050,-2.9067112335686462,-2.7050973577731687,-8.650695640351355,-15.477677286701871,-4.974878429060459,-8.492401006821796
56,ECK120009077,52034,,apaG,b0050,-3.2902888010427516,-5.558564558733883,-6.01835893302983,-16.40821941583388,-3.3611021150277605,-9.601534171071721
57,ECK120009075,52588,,rsmA,b0051,-2.9067112335686462,-2.7050973577731687,-8.650695640351355,-15.477677286701871,-4.974878429060459,-8.492401006821796
58,ECK120010955,57336,,pdxA,b0052,-10.881051850498134,-7.258643616208191,-9.606513980011352,-12.041309541295176,-8.310124644934685,-9.416115677767234
59,ECK120010955,57336,,surA,b0053,-10.881051850498134,-7.258643616208191,-9.606513980011352,-12.041309541295176,-8.310124644934685,-9.416115677767234
60,ECK120010953,57156,,lptD,b0054,-5.7194875521779265,-8.740578790297926,-8.818060890678174,-7.608060012033904,-7.133629809198178,-10.230637046673214
61,ECK120010954,57241,,lptD,b0054,-4.060455087151848,-1.6422031517071383,-8.30512867382426,-4.947958845118978,-6.793197171360869,-12.365009375335983
62,ECK120010955,57336,,lptD,b0054,-10.881051850498134,-7.258643616208191,-9.606513980011352,-12.041309541295176,-8.310124644934685,-9.416115677767234
63,ECK120010940,63358,,rluA,b0058,-5.498770633022616,-7.8687398209946045,-7.758519063491512,-10.687751757298214,-8.786852773064343,-11.009306400671322
64,ECK120010940,63358,,rapA,b0059,-5.498770633022616,-7.8687398209946045,-7.758519063491512,-10.687751757298214,-8.786852773064343,-11.009306400671322
65,ECK120033568,63588,,rapA,b0059,-7.944346579648297,-7.801600518156976,-3.7331673727563626,-17.686251515928443,-8.423947279374973,-10.536495833464862
66,ECK120015327,65803,,polB,b0060,-3.2902888010427516,-5.03585332773391,-6.518593241756824,-12.294053069749722,-3.3611021150277605,-11.091377400570535
67,ECK120009405,70075,,araD,b0061,-8.690711390527943,-6.119539966185346,-3.9988705384893684,-8.537944647567492,-7.827010233682344,-12.378741839167796
68,ECK120009405,70075,,araA,b0062,-8.690711390527943,-6.119539966185346,-3.9988705384893684,-8.537944647567492,-7.827010233682344,-12.378741839167796
69,ECK120009405,70075,,araB,b0063,-8.690711390527943,-6.119539966185346,-3.9988705384893684,-8.537944647567492,-7.827010233682344,-12.378741839167796
70,ECK120009196,70241,,araC,b0064,-9.343094640980654,-4.844798090971201,-9.223525998786338,-10.47546207743719,-9.655897927331987,-13.229625710340965
71,ECK120026521,71271,,yabI,b0065,-5.065323263067332,-7.3516836474779765,-9.223525998786338,-4.771679602780988,-6.8055176557489085,-11.676560715557592
72,ECK120026522,77338,,thiQ,b0066,-3.619574277293009,-6.583845574316443,-12.411430222640396,-7.288370339588838,-11.351069261310226,-11.555272583213416
73,ECK120026522,77338,,thiP,b0067,-3.619574277293009,-6.583845574316443,-12.411430222640396,-7.288370339588838,-11.351069261310226,-11.555272583213416
74,ECK120026522,77338,,thiB,b0068,-3.619574277293009,-6.583845574316443,-12.411430222640396,-7.288370339588838,-11.351069261310226,-11.555272583213416
75,ECK120026522,77338,,sgrR,b0069,-3.619574277293009,-6.583845574316443,-12.411430222640396,-7.288370339588838,-11.351069261310226,-11.555272583213416
76,ECK120026523,77367,,sgrS,b4577,-5.680508902157565,-6.630365589951335,-10.287054800145713,-4.912551175243016,-6.265862610376025,-8.44638533543546
77,ECK120026523,77367,,sgrT,b4662,-5.680508902157565,-6.630365589951335,-10.287054800145713,-4.912551175243016,-6.265862610376025,-8.44638533543546
78,ECK120026523,77367,,setA,b0070,-5.680508902157565,-6.630365589951335,-10.287054800145713,-4.912551175243016,-6.265862610376025,-8.44638533543546
79,ECK120009370,83735,,leuD,b0071,-6.853457675055178,-7.8687398209946045,-6.784296407489831,-12.135779647321007,-7.40262666500851,-8.949530776882822
80,ECK125141553,84024,,leuD,b0071,-5.680508902157565,-8.758597295800604,-10.974492128701753,-5.165463643601924,-6.265862610376025,-10.903121108256762
81,ECK120009370,83735,,leuC,b0072,-6.853457675055178,-7.8687398209946045,-6.784296407489831,-12.135779647321007,-7.40262666500851,-8.949530776882822
82,ECK125141553,84024,,leuC,b0072,-5.680508902157565,-8.758597295800604,-10.974492128701753,-5.165463643601924,-6.265862610376025,-10.903121108256762
83,ECK120009370,83735,,leuB,b0073,-6.853457675055178,-7.8687398209946045,-6.784296407489831,-12.135779647321007,-7.40262666500851,-8.949530776882822
84,ECK125141553,84024,,leuB,b0073,-5.680508902157565,-8.758597295800604,-10.974492128701753,-5.165463643601924,-6.265862610376025,-10.903121108256762
85,ECK120009370,83735,,leuA,b0074,-6.853457675055178,-7.8687398209946045,-6.784296407489831,-12.135779647321007,-7.40262666500851,-8.949530776882822
86,ECK125141553,84024,,leuA,b0074,-5.680508902157565,-8.758597295800604,-10.974492128701753,-5.165463643601924,-6.265862610376025,-10.903121108256762
87,ECK120009370,83735,,leuL,b0075,-6.853457675055178,-7.8687398209946045,-6.784296407489831,-12.135779647321007,-7.40262666500851,-8.949530776882822
88,ECK125141553,84024,,leuL,b0075,-5.680508902157565,-8.758597295800604,-10.974492128701753,-5.165463643601924,-6.265862610376025,-10.903121108256762
89,ECK125158014,83735,,leuL,b0075,-6.853457675055178,-7.8687398209946045,-6.784296407489831,-12.135779647321007,-7.40262666500851,-8.949530776882822
90,ECK120026524,84188,,leuO,b0076,-3.2042682793473984,-5.379872769990507,-10.839415632384242,-13.327604121732147,-5.045889464703647,-9.236320512755164
91,ECK125141551,84154,,leuO,b0076,-3.8498903180444985,-5.558564558733883,-15.223759273529692,-11.147164153044395,-5.648064867057866,-7.786976834049169
92,ECK125141552,84304,,leuO,b0076,-4.003151844767114,-1.6422031517071383,-8.01542947727654,-11.288022544675444,-8.276693860437122,-7.632826154221912
93,ECK125257179,84298,,leuO,b0076,-6.423808345488795,-1.6422031517071383,-6.828880314097857,-11.288022544675444,-7.627788380478957,-7.632826154221912
94,ECK120009173,85453,,ilvI,b0077,-11.720791230938374,-4.263241975819719,-9.260944482511476,-11.061862307694597,-10.856933871984616,-9.355010171113449
95,ECK120009174,85420,,ilvI,b0077,-4.353758592323231,-8.353132187692438,-10.981138995923354,-10.466728846799382,-4.996857335779234,-9.504628331123504
96,ECK120009175,85540,,ilvI,b0077,-4.003151844767114,-5.558564558733883,-8.27097108383978,-11.424612794125544,-5.141199644507972,-9.649853795512838
97,ECK120009274,85600,,ilvI,b0077,-9.445176270891283,-5.558564558733883,-11.057094049727967,-11.087258683430171,-9.25396847405613,-10.840150366869969
98,ECK120009173,85453,,ilvH,b0078,-11.720791230938374,-4.263241975819719,-9.260944482511476,-11.061862307694597,-10.856933871984616,-9.355010171113449
99,ECK120009174,85420,,ilvH,b0078,-4.353758592323231,-8.353132187692438,-10.981138995923354,-10.466728846799382,-4.996857335779234,-9.504628331123504
100,ECK120009175,85540,,ilvH,b0078,-4.003151844767114,-5.558564558733883,-8.27097108383978,-11.424612794125544,-5.141199644507972,-9.649853795512838
101,ECK120009274,85600,,ilvH,b0078,-9.445176270891283,-5.558564558733883,-11.057094049727967,-11.087258683430171,-9.25396847405613,-10.840150366869969
102,ECK120026525,87947,,cra,b0080,-9.445176270891283,-5.000840918950498,-5.1770885697335975,-11.010625457409255,-11.601047496136585,-8.026739650109935
103,ECK120009189,89596,,mraZ,b0081,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
104,ECK120009189,89596,,rsmH,b0082,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
105,ECK120033221,90010,,rsmH,b0082,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
106,ECK120009189,89596,,ftsL,b0083,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
107,ECK120033221,90010,,ftsL,b0083,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
108,ECK120033235,90688,,ftsL,b0083,-8.551115910828045,-5.165462898645051,-12.355366422352303,-10.367082830482309,-10.040282452698479,-8.993802707357514
109,ECK120033236,91012,,ftsL,b0083,-10.094540760327542,-4.263241975819718,-7.434211288650885,-6.691598770156136,-10.91805268704066,-13.073642583376731
110,ECK120009189,89596,,ftsI,b0084,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
111,ECK120033221,90010,,ftsI,b0084,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
112,ECK120033235,90688,,ftsI,b0084,-8.551115910828045,-5.165462898645051,-12.355366422352303,-10.367082830482309,-10.040282452698479,-8.993802707357514
113,ECK120033236,91012,,ftsI,b0084,-10.094540760327542,-4.263241975819718,-7.434211288650885,-6.691598770156136,-10.91805268704066,-13.073642583376731
114,ECK120009189,89596,,murE,b0085,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
115,ECK120033221,90010,,murE,b0085,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
116,ECK120033235,90688,,murE,b0085,-8.551115910828045,-5.165462898645051,-12.355366422352303,-10.367082830482309,-10.040282452698479,-8.993802707357514
117,ECK120033236,91012,,murE,b0085,-10.094540760327542,-4.263241975819718,-7.434211288650885,-6.691598770156136,-10.91805268704066,-13.073642583376731
118,ECK120009189,89596,,murF,b0086,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
119,ECK120033221,90010,,murF,b0086,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
120,ECK120033235,90688,,murF,b0086,-8.551115910828045,-5.165462898645051,-12.355366422352303,-10.367082830482309,-10.040282452698479,-8.993802707357514
121,ECK120033236,91012,,murF,b0086,-10.094540760327542,-4.263241975819718,-7.434211288650885,-6.691598770156136,-10.91805268704066,-13.073642583376731
122,ECK120009189,89596,,mraY,b0087,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
123,ECK120033221,90010,,mraY,b0087,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
124,ECK120033235,90688,,mraY,b0087,-8.551115910828045,-5.165462898645051,-12.355366422352303,-10.367082830482309,-10.040282452698479,-8.993802707357514
125,ECK120033236,91012,,mraY,b0087,-10.094540760327542,-4.263241975819718,-7.434211288650885,-6.691598770156136,-10.91805268704066,-13.073642583376731
126,ECK120009189,89596,,murD,b0088,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
127,ECK120033221,90010,,murD,b0088,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
128,ECK120033235,90688,,murD,b0088,-8.551115910828045,-5.165462898645051,-12.355366422352303,-10.367082830482309,-10.040282452698479,-8.993802707357514
129,ECK120033236,91012,,murD,b0088,-10.094540760327542,-4.263241975819718,-7.434211288650885,-6.691598770156136,-10.91805268704066,-13.073642583376731
130,ECK120009189,89596,,ftsW,b0089,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
131,ECK120033221,90010,,ftsW,b0089,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
132,ECK120033235,90688,,ftsW,b0089,-8.551115910828045,-5.165462898645051,-12.355366422352303,-10.367082830482309,-10.040282452698479,-8.993802707357514
133,ECK120033236,91012,,ftsW,b0089,-10.094540760327542,-4.263241975819718,-7.434211288650885,-6.691598770156136,-10.91805268704066,-13.073642583376731
134,ECK120009189,89596,,murG,b0090,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
135,ECK120033221,90010,,murG,b0090,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
136,ECK120033235,90688,,murG,b0090,-8.551115910828045,-5.165462898645051,-12.355366422352303,-10.367082830482309,-10.040282452698479,-8.993802707357514
137,ECK120033236,91012,,murG,b0090,-10.094540760327542,-4.263241975819718,-7.434211288650885,-6.691598770156136,-10.91805268704066,-13.073642583376731
138,ECK120009189,89596,,murC,b0091,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
139,ECK120033221,90010,,murC,b0091,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
140,ECK120033235,90688,,murC,b0091,-8.551115910828045,-5.165462898645051,-12.355366422352303,-10.367082830482309,-10.040282452698479,-8.993802707357514
141,ECK120033236,91012,,murC,b0091,-10.094540760327542,-4.263241975819718,-7.434211288650885,-6.691598770156136,-10.91805268704066,-13.073642583376731
142,ECK120009189,89596,,ddlB,b0092,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
143,ECK120033221,90010,,ddlB,b0092,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
144,ECK120033235,90688,,ddlB,b0092,-8.551115910828045,-5.165462898645051,-12.355366422352303,-10.367082830482309,-10.040282452698479,-8.993802707357514
145,ECK120033236,91012,,ddlB,b0092,-10.094540760327542,-4.263241975819718,-7.434211288650885,-6.691598770156136,-10.91805268704066,-13.073642583376731
146,ECK120009009,102742,,ftsQ,b0093,-4.265196315990108,-1.6422031517071383,-6.828880314097857,-11.992863973353597,-6.659665778736346,-12.311888325228711
147,ECK120009189,89596,,ftsQ,b0093,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
148,ECK120009401,102867,,ftsQ,b0093,-3.8498903180444985,-5.846246631185664,-8.234397657180269,-11.766208980233081,-4.656424697941923,-7.786976834049169
149,ECK120033221,90010,,ftsQ,b0093,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
150,ECK120033235,90688,,ftsQ,b0093,-8.551115910828045,-5.165462898645051,-12.355366422352303,-10.367082830482309,-10.040282452698479,-8.993802707357514
151,ECK120033236,91012,,ftsQ,b0093,-10.094540760327542,-4.263241975819718,-7.434211288650885,-6.691598770156136,-10.91805268704066,-13.073642583376731
152,ECK120008949,103561,,ftsA,b0094,-7.038993984579028,-5.570928006753215,-10.109900807653423,-10.149070265310261,-9.140234026925746,-9.67404648308155
153,ECK120009189,89596,,ftsA,b0094,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
154,ECK120009401,102867,,ftsA,b0094,-3.8498903180444985,-5.846246631185664,-8.234397657180269,-11.766208980233081,-4.656424697941923,-7.786976834049169
155,ECK120033221,90010,,ftsA,b0094,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
156,ECK120033235,90688,,ftsA,b0094,-8.551115910828045,-5.165462898645051,-12.355366422352303,-10.367082830482309,-10.040282452698479,-8.993802707357514
157,ECK120033236,91012,,ftsA,b0094,-10.094540760327542,-4.263241975819718,-7.434211288650885,-6.691598770156136,-10.91805268704066,-13.073642583376731
158,ECK120008949,103561,,ftsZ,b0095,-7.038993984579028,-5.570928006753215,-10.109900807653423,-10.149070265310261,-9.140234026925746,-9.67404648308155
159,ECK120009189,89596,,ftsZ,b0095,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
160,ECK120009401,102867,,ftsZ,b0095,-3.8498903180444985,-5.846246631185664,-8.234397657180269,-11.766208980233081,-4.656424697941923,-7.786976834049169
161,ECK120011112,105045,,ftsZ,b0095,-8.901261888701615,-5.020927677517236,-9.834899859354868,-5.870291891449097,-8.631090489342741,-12.965520185355796
162,ECK120011113,104693,,ftsZ,b0095,-4.648773883464214,-4.164014358430589,-7.523699753852878,-5.851283615434135,-5.045889464703647,-7.5595809729964305
163,ECK120011114,104636,,ftsZ,b0095,-3.929720781493805,-5.379872769990507,-13.31147864841313,-12.147146259947172,-6.632854521285689,-10.85010069772314
164,ECK120033221,90010,,ftsZ,b0095,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
165,ECK120033235,90688,,ftsZ,b0095,-8.551115910828045,-5.165462898645051,-12.355366422352303,-10.367082830482309,-10.040282452698479,-8.993802707357514
166,ECK120033236,91012,,ftsZ,b0095,-10.094540760327542,-4.263241975819718,-7.434211288650885,-6.691598770156136,-10.91805268704066,-13.073642583376731
167,ECK120009189,89596,,lpxC,b0096,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
168,ECK120026526,106508,,lpxC,b0096,-3.705594798988362,-2.7050973577731687,-8.255656848866737,-15.477677286701871,-4.37270302670624,-10.780108325903102
169,ECK120033221,90010,,lpxC,b0096,-8.12901482461958,-5.165462898645051,-8.45831311127306,-10.5433620728203,-9.825012957815176,-8.395965706601892
170,ECK120033235,90688,,lpxC,b0096,-8.551115910828045,-5.165462898645051,-12.355366422352303,-10.367082830482309,-10.040282452698479,-8.993802707357514
171,ECK120033236,91012,,lpxC,b0096,-10.094540760327542,-4.263241975819718,-7.434211288650885,-6.691598770156136,-10.91805268704066,-13.073642583376731
172,ECK120034115,106530,,lpxC,b0096,-3.815418412907005,-4.686725589430561,-8.55478467951364,-16.40821941583388,-6.03067911893147,-12.44175641232825
173,ECK120026528,117705,,hofC,b0106,-4.604369469341514,-7.258643616208191,-9.510896905574468,-7.935079930276342,-8.783559082987015,-5.744357264433408
174,ECK120026528,117705,,hofB,b0107,-4.604369469341514,-7.258643616208191,-9.510896905574468,-7.935079930276342,-8.783559082987015,-5.744357264433408
175,ECK120026528,117705,,ppdD,b0108,-4.604369469341514,-7.258643616208191,-9.510896905574468,-7.935079930276342,-8.783559082987015,-5.744357264433408
176,ECK120026529,118663,,nadC,b0109,-3.8498903180444985,-5.846246631185664,-7.523699753852878,-11.654304323953257,-5.648064867057866,-10.40552133305412
177,ECK120009427,118703,,ampD,b0110,-5.441467390637883,-2.7050973577731687,-8.736960255666853,-17.839562121977206,-4.637912243305962,-10.850719318219205
178,ECK120009427,118703,,ampE,b0111,-5.441467390637883,-2.7050973577731687,-8.736960255666853,-17.839562121977206,-4.637912243305962,-10.850719318219205
179,ECK120009205,121671,,aroP,b0112,-4.003151844767114,-5.892766646820556,-8.849890190903063,-6.015642437533198,-5.141199644507972,-9.764053100569495
180,ECK120009805,121650,,aroP,b0112,-7.118824448028335,-4.87778082619327,-10.708788962968745,-11.232659378636596,-8.273757000763812,-12.08487077579799
181,ECK120009703,122034,,pdhR,b0113,-5.792074138194001,-6.991378935488667,-10.478357220345764,-11.952835231584459,-7.981160913509602,-13.242898622178414
