,best score,ID,name,Sigma70_Prib_score,Sigma54_Prib_score,Sigma32_Prib_score,Sigma24_Prib_score,Sigma38_Prib_score,Sigma28_Prib_score
21,-3.9988705384893684,b0062,araA,-8.690711390527943,-6.119539966185346,-3.9988705384893684,-8.537944647567492,-7.827010233682344,-12.378741839167796
22,-3.9988705384893684,b0063,araB,-8.690711390527943,-6.119539966185346,-3.9988705384893684,-8.537944647567492,-7.827010233682344,-12.378741839167796
23,-4.844798090971201,b0064,araC,-9.343094640980654,-4.844798090971201,-9.223525998786338,-10.47546207743719,-9.655897927331987,-13.229625710340965
24,-4.771679602780988,b0065,yabI,-5.065323263067332,-7.3516836474779765,-9.223525998786338,-4.771679602780988,-6.8055176557489085,-11.676560715557592
25,-3.619574277293009,b0066,thiQ,-3.619574277293009,-6.583845574316443,-12.411430222640396,-7.288370339588838,-11.351069261310226,-11.555272583213416
26,-3.619574277293009,b0067,thiP,-3.619574277293009,-6.583845574316443,-12.411430222640396,-7.288370339588838,-11.351069261310226,-11.555272583213416
27,-3.619574277293009,b0068,thiB,-3.619574277293009,-6.583845574316443,-12.411430222640396,-7.288370339588838,-11.351069261310226,-11.555272583213416
28,-3.619574277293009,b0069,sgrR,-3.619574277293009,-6.583845574316443,-12.411430222640396,-7.288370339588838,-11.351069261310226,-11.555272583213416
29,-4.912551175243016,b4577,sgrS,-5.680508902157565,-6.630365589951335,-10.287054800145713,-4.912551175243016,-6.265862610376025,-8.44638533543546
30,-4.912551175243016,b4662,sgrT,-5.680508902157565,-6.630365589951335,-10.287054800145713,-4.912551175243016,-6.265862610376025,-8.44638533543546
31,-4.912551175243016,b0070,setA,-5.680508902157565,-6.630365589951335,-10.287054800145713,-4.912551175243016,-6.265862610376025,-8.44638533543546
32,-5.000840918950498,b0080,cra,-9.445176270891283,-5.000840918950498,-5.1770885697335975,-11.010625457409255,-11.601047496136585,-8.026739650109935
33,-3.705594798988362,b0081,mraZ,-3.705594798988362,-6.7701275323264944,-7.077438817622509,-6.0624003141964655,-9.355793334881648,-12.457088174535887
34,-4.604369469341514,b0106,hofC,-4.604369469341514,-7.258643616208191,-9.510896905574468,-7.935079930276342,-8.783559082987015,-5.744357264433408
35,-4.604369469341514,b0107,hofB,-4.604369469341514,-7.258643616208191,-9.510896905574468,-7.935079930276342,-8.783559082987015,-5.744357264433408
36,-4.604369469341514,b0108,ppdD,-4.604369469341514,-7.258643616208191,-9.510896905574468,-7.935079930276342,-8.783559082987015,-5.744357264433408
37,-3.8498903180444985,b0109,nadC,-3.8498903180444985,-5.846246631185664,-7.523699753852878,-11.654304323953257,-5.648064867057866,-10.40552133305412
38,-2.7050973577731687,b0110,ampD,-5.441467390637883,-2.7050973577731687,-8.736960255666853,-17.839562121977206,-4.637912243305962,-10.850719318219205
39,-2.7050973577731687,b0111,ampE,-5.441467390637883,-2.7050973577731687,-8.736960255666853,-17.839562121977206,-4.637912243305962,-10.850719318219205
40,-5.792074138194001,b0113,pdhR,-5.792074138194001,-6.991378935488667,-10.478357220345764,-11.952835231584459,-7.981160913509602,-13.242898622178414
41,-4.604369469341514,b0119,yacL,-4.604369469341514,-6.119539966185346,-9.670799688608076,-16.609546797126463,-6.602334846997237,-7.4337593083417355
42,-2.7050973577731687,b0120,speD,-5.799774262381427,-2.7050973577731687,-9.616004875901401,-12.649817314412092,-7.64606703685851,-10.494777316084031
43,-2.7050973577731687,b0121,speE,-5.799774262381427,-2.7050973577731687,-9.616004875901401,-12.649817314412092,-7.64606703685851,-10.494777316084031
44,-2.7050973577731687,b0122,yacC,-5.799774262381427,-2.7050973577731687,-9.616004875901401,-12.649817314412092,-7.64606703685851,-10.494777316084031
45,-4.054249295587705,b0123,cueO,-4.648773883464214,-6.342683517499555,-7.598111846049948,-12.37068629577064,-4.054249295587705,-10.481369864194658
46,-3.2902888010427516,b0125,hpt,-3.2902888010427516,-4.263241975819718,-7.62458532271712,-12.361051555077102,-5.542326351017538,-9.644374329748214
47,-3.6408955485988694,b0126,can,-3.6408955485988694,-7.080282460630334,-4.664099654623465,-7.087450434289126,-4.208399975414964,-9.885651032595607
48,-2.9067112335686462,b0133,panC,-2.9067112335686462,-3.4426963009039477,-7.726689763266623,-9.983405084759726,-9.10201281410555,-6.4834415401803795
49,-2.9067112335686462,b0134,panB,-2.9067112335686462,-3.4426963009039477,-7.726689763266623,-9.983405084759726,-9.10201281410555,-6.4834415401803795
50,-4.583868203990853,b0146,sfsA,-6.516985438433965,-4.583868203990853,-5.9432355838516955,-12.764978103280678,-7.114944592556729,-5.722905337715457
51,-4.974407661882342,b0149,mrcB,-6.829999215133399,-4.974407661882342,-6.779906351664613,-8.404493762984782,-8.692209304398787,-8.543011007708214
52,-2.4914052356230356,b0150,fhuA,-2.4914052356230356,-8.065450115240658,-8.01542947727654,-11.046033127285218,-4.954917686497921,-8.978079965471535
53,-2.4914052356230356,b0151,fhuC,-2.4914052356230356,-8.065450115240658,-8.01542947727654,-11.046033127285218,-4.954917686497921,-8.978079965471535
54,-2.4914052356230356,b0152,fhuD,-2.4914052356230356,-8.065450115240658,-8.01542947727654,-11.046033127285218,-4.954917686497921,-8.978079965471535
55,-2.4914052356230356,b0153,fhuB,-2.4914052356230356,-8.065450115240658,-8.01542947727654,-11.046033127285218,-4.954917686497921,-8.978079965471535
56,-4.604369469341514,b0156,erpA,-4.604369469341514,-9.857209584468713,-11.693741933164334,-7.4222552470404395,-10.729469232042328,-6.918809967391883
57,-3.5209739979248234,b0157,yadS,-3.705594798988362,-3.5209739979248234,-7.616532845444841,-11.22918204465251,-6.553927262696018,-9.578736303277223
58,-3.5209739979248234,b0158,btuF,-3.705594798988362,-3.5209739979248234,-7.616532845444841,-11.22918204465251,-6.553927262696018,-9.578736303277223
59,-3.5209739979248234,b0159,mtn,-3.705594798988362,-3.5209739979248234,-7.616532845444841,-11.22918204465251,-6.553927262696018,-9.578736303277223
60,-6.723607516691601,b0161,degP,-11.007118814433698,-6.723607516691601,-10.789946296236286,-12.85899417628175,-7.8002177166857685,-7.511042793205299
61,-2.7050973577731687,b0162,cdaR,-4.648773883464214,-2.7050973577731687,-7.523699753852878,-21.18145976135807,-5.045889464703647,-9.260282572158689
62,-6.310595202948054,b0166,dapD,-6.770529742198116,-6.310595202948054,-7.019135998567232,-11.030780523142495,-8.423947279374973,-6.807751430619419
63,-6.152800556186452,b0167,glnD,-7.332212037172803,-8.000911594103087,-11.549051444588025,-6.4670766417127785,-6.152800556186452,-11.189349619492656
64,-4.657565508479637,b4414,tff,-4.657565508479637,-7.017481559391303,-10.028396388791938,-11.333635397137353,-7.966114185749493,-12.988747104523762
65,-4.657565508479637,b0169,rpsB,-4.657565508479637,-7.017481559391303,-10.028396388791938,-11.333635397137353,-7.966114185749493,-12.988747104523762
66,-4.657565508479637,b0170,tsf,-4.657565508479637,-7.017481559391303,-10.028396388791938,-11.333635397137353,-7.966114185749493,-12.988747104523762
67,-3.929720781493805,b0171,pyrH,-3.929720781493805,-6.310595202948054,-6.203518682115362,-7.425732581024525,-6.632854521285689,-10.042894227951491
68,-3.2902888010427516,b0172,frr,-3.2902888010427516,-6.991378935488667,-8.397905067160005,-6.802162008938223,-3.3611021150277605,-11.091377400570535
69,-4.353758592323231,b0176,rseP,-4.353758592323231,-6.565496435648246,-10.096799115676339,-11.440298743414841,-7.178081571769012,-11.754749854581807
70,-5.130411910358923,b0182,lpxB,-7.286867729046946,-5.130411910358923,-6.779906351664613,-5.387060966300692,-9.43950859226955,-8.337023170968443
71,-5.130411910358923,b0183,rnhB,-7.286867729046946,-5.130411910358923,-6.779906351664613,-5.387060966300692,-9.43950859226955,-8.337023170968443
72,-5.130411910358923,b0184,dnaE,-7.286867729046946,-5.130411910358923,-6.779906351664613,-5.387060966300692,-9.43950859226955,-8.337023170968443
73,-4.454297212582428,b0189,rof,-7.885647825034528,-4.454297212582428,-6.811735651889503,-15.477677286701871,-8.833372788699235,-10.65363463354302
74,-4.454297212582428,b4406,yaeP,-7.885647825034528,-4.454297212582428,-6.811735651889503,-15.477677286701871,-8.833372788699235,-10.65363463354302
75,-5.58239703410198,b0190,yaeQ,-11.77432380537564,-5.58239703410198,-8.345145314068729,-6.861959242569565,-10.208005210071281,-9.739684509552538
76,-5.58239703410198,b0191,arfB,-11.77432380537564,-5.58239703410198,-8.345145314068729,-6.861959242569565,-10.208005210071281,-9.739684509552538
77,-5.58239703410198,b0192,nlpE,-11.77432380537564,-5.58239703410198,-8.345145314068729,-6.861959242569565,-10.208005210071281,-9.739684509552538
78,-3.705594798988362,b0194,proS,-3.705594798988362,-5.470844548196234,-11.198407582794543,-11.22918204465251,-6.553927262696018,-8.429351689235693
79,-3.2516410641412383,b0197,metQ,-4.475761085097457,-3.2516410641412383,-5.421532543780135,-11.478025081615266,-9.273929216618669,-12.072825274078324
80,-3.2516410641412383,b0198,metI,-4.475761085097457,-3.2516410641412383,-5.421532543780135,-11.478025081615266,-9.273929216618669,-12.072825274078324
81,-3.2516410641412383,b0199,metN,-4.475761085097457,-3.2516410641412383,-5.421532543780135,-11.478025081615266,-9.273929216618669,-12.072825274078324
82,-4.454297212582428,b0200,gmhB,-5.403253034761231,-4.454297212582428,-11.916885484478543,-16.609546797126463,-6.000159444643018,-9.64203372186454
83,-1.6422031517071383,b0207,dkgB,-6.087089429334983,-1.6422031517071383,-5.406218308807093,-14.636018929733734,-5.534242232617579,-12.08696978146449
84,-2.9067112335686462,b0209,yafD,-2.9067112335686462,-7.728977878619446,-4.664099654623465,-12.764978103280678,-4.974878429060459,-8.670628392083087
85,-2.9067112335686462,b0210,yafE,-2.9067112335686462,-7.728977878619446,-4.664099654623465,-12.764978103280678,-4.974878429060459,-8.670628392083087
86,-4.243612172580491,b0214,rnhA,-7.5805425358978615,-8.065450115240658,-8.486381952629241,-4.243612172580491,-8.195772418084896,-10.800556470237801
87,-3.619574277293009,b0216,aspV,-3.619574277293009,-5.130411910358923,-7.484944048845618,-16.226340159619237,-7.502625237524952,-12.606746235750563
88,-4.657565508479637,b0219,yafV,-4.657565508479637,-5.749619795496591,-8.877959032259243,-9.737884374522636,-6.776530118875657,-9.334973464760278
89,-5.0113122188177925,b0221,fadE,-7.118824448028335,-5.0113122188177925,-6.738118597861184,-16.045468929402933,-6.754215378289957,-12.153613928217593
90,-2.9067112335686462,b0225,yafQ,-2.9067112335686462,-9.164062403908767,-7.7333391192977885,-9.914163616860627,-6.776530118875657,-12.0717023093337
91,-2.9067112335686462,b0226,dinJ,-2.9067112335686462,-9.164062403908767,-7.7333391192977885,-9.914163616860627,-6.776530118875657,-12.0717023093337
92,-3.2902888010427516,b0231,dinB,-3.2902888010427516,-4.686725589430561,-7.66334102772438,-16.40821941583388,-5.542326351017538,-11.182068337323471
93,-2.4914052356230356,b0238,gpt,-2.4914052356230356,-9.164062403908767,-6.255993257406656,-7.724433784757673,-3.9632775173819788,-11.676310996490244
94,-3.929720781493805,b0239,frsA,-3.929720781493805,-6.310595202948054,-13.31147864841313,-7.0087364041251785,-7.098771733311128,-8.738235969338076
95,-5.072871506425248,b0241,phoE,-5.072871506425248,-6.630365589951335,-9.880975116563826,-10.367082830482309,-8.2789953574254,-9.944478922198552
96,-5.95153438666639,b0244,thrW,-10.942486242038122,-9.94818136267444,-5.95153438666639,-11.12365599647746,-7.2026226806851295,-14.93087187967942
97,-5.558564558733883,b0252,yafZ,-8.045075080897165,-5.558564558733883,-7.742667933756605,-12.688542026563201,-7.831348635280942,-12.357654277547699
98,-4.657565508479637,b0273,argF,-4.657565508479637,-4.974407661882342,-5.476216400380501,-11.010625457409255,-9.912024334804807,-10.85667966882118
99,-2.4914052356230356,b0277,yagK,-2.4914052356230356,-3.9729591216678806,-7.771273669874651,-6.983153125858727,-8.09041190242707,-12.968544397206243
100,-3.829638940996943,b0293,ecpA,-6.9005630059080705,-4.686725589430561,-3.829638940996943,-16.40821941583388,-7.682392514513809,-12.794959991511524
101,-5.209945400127681,b0294,ecpR,-5.209945400127681,-6.565496435648246,-7.494109430231955,-5.914511411774023,-8.227903696267688,-10.864876436025359
102,-4.686725589430561,b4506,ykgO,-5.209945400127681,-4.686725589430561,-8.942723282495026,-6.6346872647218875,-8.227903696267688,-11.56087668556771
103,-4.686725589430561,b0296,ykgM,-5.209945400127681,-4.686725589430561,-8.942723282495026,-6.6346872647218875,-8.227903696267688,-11.56087668556771
104,-6.438151677109567,b4671,ykgR,-6.438151677109567,-8.065450115240658,-7.455297026968477,-10.880716183515672,-7.021652576908641,-12.518129391112822
105,-3.9729591216678806,b0301,rclC,-8.00720152863838,-3.9729591216678806,-5.421532543780135,-4.4198914149184825,-8.195772418084896,-12.897899997680819
106,-3.9729591216678806,b0303,rclB,-8.00720152863838,-3.9729591216678806,-5.421532543780135,-4.4198914149184825,-8.195772418084896,-12.897899997680819
107,-3.9729591216678806,b0304,rclA,-8.00720152863838,-3.9729591216678806,-5.421532543780135,-4.4198914149184825,-8.195772418084896,-12.897899997680819
108,-4.392812967228144,b0311,betA,-7.332212037172803,-4.392812967228144,-6.89289298515704,-11.968366173615337,-7.042891274916671,-10.850100697723137
109,-4.392812967228144,b0312,betB,-7.332212037172803,-4.392812967228144,-6.89289298515704,-11.968366173615337,-7.042891274916671,-10.850100697723137
110,-4.392812967228144,b0313,betI,-7.332212037172803,-4.392812967228144,-6.89289298515704,-11.968366173615337,-7.042891274916671,-10.850100697723137
111,-5.7382321694360305,b0314,betT,-9.9061300646171,-6.296163501864662,-12.411430222640396,-5.7382321694360305,-8.299614644628136,-14.0852561054752
112,-2.5140421210104593,b0319,yahE,-7.038993984579028,-2.5140421210104593,-12.411430222640396,-16.444229853356912,-7.950649960051911,-14.80682388206919
113,-5.370428552204,b0329,yahO,-5.370428552204,-8.353132187692438,-12.242198625147973,-10.634339469808491,-8.838611145360824,-9.770481783301454
114,-6.512769190202511,b0330,prpR,-7.315869003853681,-8.18936604916574,-7.959936520627796,-6.709066059103003,-6.512769190202511,-10.583152558504601
115,-2.5140421210104593,b0331,prpB,-10.492584953956488,-2.5140421210104593,-5.485545214839318,-6.458408022383895,-8.984463022373387,-13.07365519379672
116,-2.5140421210104593,b0333,prpC,-10.492584953956488,-2.5140421210104593,-5.485545214839318,-6.458408022383895,-8.984463022373387,-13.07365519379672
117,-2.5140421210104593,b0334,prpD,-10.492584953956488,-2.5140421210104593,-5.485545214839318,-6.458408022383895,-8.984463022373387,-13.07365519379672
118,-2.5140421210104593,b0335,prpE,-10.492584953956488,-2.5140421210104593,-5.485545214839318,-6.458408022383895,-8.984463022373387,-13.07365519379672
119,-4.207740943033848,b0336,codB,-4.207740943033848,-4.974407661882342,-7.3270528567592255,-11.263537925768162,-10.082842067117276,-7.235659848928442
120,-4.207740943033848,b0337,codA,-4.207740943033848,-4.974407661882342,-7.3270528567592255,-11.263537925768162,-10.082842067117276,-7.235659848928442
121,-3.8498903180444985,b0338,cynR,-3.8498903180444985,-6.119539966185346,-8.024222229224518,-7.867860119396904,-5.648064867057866,-7.648826495568352
122,-3.2516410641412383,b0341,cynX,-5.7194875521779265,-3.2516410641412383,-8.484786587940233,-11.466512443830492,-8.323213876072014,-9.450236632814775
123,-3.2902888010427516,b0347,mhpA,-3.2902888010427516,-6.630365589951335,-6.908207220130084,-12.164943712806647,-3.3611021150277605,-9.985084929583795
124,-3.2902888010427516,b0348,mhpB,-3.2902888010427516,-6.630365589951335,-6.908207220130084,-12.164943712806647,-3.3611021150277605,-9.985084929583795
125,-3.2902888010427516,b0349,mhpC,-3.2902888010427516,-6.630365589951335,-6.908207220130084,-12.164943712806647,-3.3611021150277605,-9.985084929583795
126,-3.2902888010427516,b0350,mhpD,-3.2902888010427516,-6.630365589951335,-6.908207220130084,-12.164943712806647,-3.3611021150277605,-9.985084929583795
127,-3.2902888010427516,b0351,mhpF,-3.2902888010427516,-6.630365589951335,-6.908207220130084,-12.164943712806647,-3.3611021150277605,-9.985084929583795
128,-3.2902888010427516,b0352,mhpE,-3.2902888010427516,-6.630365589951335,-6.908207220130084,-12.164943712806647,-3.3611021150277605,-9.985084929583795
129,-5.7221589764771394,b0353,mhpT,-12.532198307515184,-5.7221589764771394,-8.427552089037146,-7.0076509255969865,-10.049516128645426,-10.242914038885896
130,-4.974407661882342,b0365,tauA,-6.479392467577282,-4.974407661882342,-10.95917789372871,-12.04856994008288,-7.844911444011584,-8.543011007708214
131,-4.974407661882342,b0366,tauB,-6.479392467577282,-4.974407661882342,-10.95917789372871,-12.04856994008288,-7.844911444011584,-8.543011007708214
132,-4.974407661882342,b0367,tauC,-6.479392467577282,-4.974407661882342,-10.95917789372871,-12.04856994008288,-7.844911444011584,-8.543011007708214
133,-4.974407661882342,b0368,tauD,-6.479392467577282,-4.974407661882342,-10.95917789372871,-12.04856994008288,-7.844911444011584,-8.543011007708214
134,-3.2902888010427516,b0369,hemB,-3.2902888010427516,-6.7701275323264944,-8.221234501428476,-12.826096556750082,-5.542326351017538,-10.111533006861718
135,-2.7050973577731687,b0377,sbmA,-6.503638808938102,-2.7050973577731687,-9.28612695767798,-5.763783552430028,-7.9170820568250795,-11.70060787534043
136,-2.7050973577731687,b0378,yaiW,-6.503638808938102,-2.7050973577731687,-9.28612695767798,-5.763783552430028,-7.9170820568250795,-11.70060787534043
137,-6.829999215133399,b0380,yaiZ,-6.829999215133399,-7.305163631843084,-11.439075690478147,-11.949357897600375,-8.692209304398787,-11.50972518624444
138,-3.815418412907005,b0383,phoA,-3.815418412907005,-4.392812967228144,-7.674265206872205,-7.840935569527596,-5.7878268094330245,-10.991579138484491
139,-3.815418412907005,b0384,psiF,-3.815418412907005,-4.392812967228144,-7.674265206872205,-7.840935569527596,-5.7878268094330245,-10.991579138484491
140,-2.4914052356230356,b0385,yaiC,-2.4914052356230356,-8.740578790297926,-6.217237552399396,-7.724433784757673,-3.9632775173819788,-11.676310996490244
141,-2.5140421210104593,b0386,proC,-4.648773883464214,-2.5140421210104593,-9.907448593230997,-11.424612794125544,-5.045889464703647,-9.276649549622896
142,-3.815418412907005,b0391,yaiE,-3.815418412907005,-6.723607516691601,-4.664099654623465,-15.994232079117591,-4.7961866403170825,-10.348274554543721
143,-3.6408955485988694,b0392,ykiA,-3.6408955485988694,-5.020927677517236,-11.985288211362944,-6.422857121387852,-8.335534360460056,-5.97957158106831
144,-1.8332583884698475,b0396,araJ,-4.859338652571563,-1.8332583884698475,-6.01835893302983,-6.031040191756212,-6.19102176900665,-11.309685721698346
145,-2.4914052356230356,b0397,sbcC,-2.4914052356230356,-5.558564558733883,-9.805252837477726,-11.333635397137353,-6.144501753371757,-11.425829207724554
146,-2.4914052356230356,b0398,sbcD,-2.4914052356230356,-5.558564558733883,-9.805252837477726,-11.333635397137353,-6.144501753371757,-11.425829207724554
147,-3.5209739979248234,b0399,phoB,-5.065323263067332,-3.5209739979248234,-5.2369867113146675,-8.25569489822947,-7.995101722622745,-11.618819720868077
148,-3.5209739979248234,b0400,phoR,-5.065323263067332,-3.5209739979248234,-5.2369867113146675,-8.25569489822947,-7.995101722622745,-11.618819720868077
149,-5.130411910358923,b0401,brnQ,-13.148244112257956,-5.130411910358923,-5.9432355838516955,-15.616651019629803,-9.762281984532601,-12.503826745520794
150,-5.130411910358923,b0402,proY,-13.148244112257956,-5.130411910358923,-5.9432355838516955,-15.616651019629803,-9.762281984532601,-12.503826745520794
151,-4.164014358430589,b0403,malZ,-8.784177700193787,-4.164014358430589,-9.368877124661747,-10.83489023714247,-7.629399984373299,-8.73713646400466
152,-5.006624508453564,b0405,queA,-5.006624508453564,-7.801600518156976,-5.132216340259391,-12.412848533759204,-5.353532279717966,-12.308833555233756
153,-3.929720781493805,b0406,tgt,-3.929720781493805,-5.270173852734082,-5.1770885697335975,-11.014646813464548,-6.632854521285689,-12.800319669341954
154,-4.05620154654448,b0408,secD,-4.05620154654448,-9.451744476360549,-15.000615722215484,-11.087258683430171,-7.401225123083221,-8.839652027530255
155,-4.05620154654448,b0409,secF,-4.05620154654448,-9.451744476360549,-15.000615722215484,-11.087258683430171,-7.401225123083221,-8.839652027530255
156,-2.9067112335686462,b0413,nrdR,-2.9067112335686462,-9.857209584468713,-12.621069588085307,-10.367082830482309,-7.156102665050237,-11.296387800351557
157,-2.9067112335686462,b0414,ribD,-2.9067112335686462,-9.857209584468713,-12.621069588085307,-10.367082830482309,-7.156102665050237,-11.296387800351557
158,-5.498770633022616,b0419,yajO,-5.498770633022616,-8.740578790297926,-7.758519063491512,-7.296416684931976,-11.219839365673982,-9.611880683693853
159,-5.498770633022616,b0420,dxs,-5.498770633022616,-8.740578790297926,-7.758519063491512,-7.296416684931976,-11.219839365673982,-9.611880683693853
160,-5.498770633022616,b0421,ispA,-5.498770633022616,-8.740578790297926,-7.758519063491512,-7.296416684931976,-11.219839365673982,-9.611880683693853
161,-5.498770633022616,b0422,xseB,-5.498770633022616,-8.740578790297926,-7.758519063491512,-7.296416684931976,-11.219839365673982,-9.611880683693853
162,-3.2902888010427516,b0423,thiI,-3.2902888010427516,-6.991378935488667,-7.41898608105382,-12.361051555077102,-5.542326351017538,-12.313584697534157
163,-2.5140421210104593,b0426,yajQ,-3.2042682793473984,-2.5140421210104593,-9.805252837477726,-12.465504907561945,-5.045889464703647,-8.905290054001243
164,-4.392812967228144,b0427,yajR,-4.72860434691352,-4.392812967228144,-6.89289298515704,-8.503511408239138,-4.841095052057634,-7.985896534077332
165,-2.9067112335686462,b0428,cyoE,-2.9067112335686462,-7.080282460630334,-7.595479436247008,-15.094470649194648,-7.156102665050237,-9.309025057871622
166,-2.9067112335686462,b0429,cyoD,-2.9067112335686462,-7.080282460630334,-7.595479436247008,-15.094470649194648,-7.156102665050237,-9.309025057871622
167,-2.9067112335686462,b0430,cyoC,-2.9067112335686462,-7.080282460630334,-7.595479436247008,-15.094470649194648,-7.156102665050237,-9.309025057871622
168,-2.9067112335686462,b0431,cyoB,-2.9067112335686462,-7.080282460630334,-7.595479436247008,-15.094470649194648,-7.156102665050237,-9.309025057871622
169,-2.9067112335686462,b0432,cyoA,-2.9067112335686462,-7.080282460630334,-7.595479436247008,-15.094470649194648,-7.156102665050237,-9.309025057871622
170,-3.8498903180444985,b0433,ampG,-3.8498903180444985,-4.164014358430589,-11.693741933164334,-5.851283615434135,-5.648064867057866,-10.234753956695306
171,-5.40087805874066,b0443,fadM,-9.445517074509148,-6.723607516691601,-9.000382447472129,-5.40087805874066,-8.34340841689096,-10.891317208754272
172,-2.9067112335686462,b0447,ybaO,-2.9067112335686462,-8.256505352003368,-6.811735651889503,-10.836496663190745,-5.966518598176401,-11.309685721698344
173,-1.8332583884698475,b0450,glnK,-9.212360335322611,-1.8332583884698475,-6.89289298515704,-6.949895904102245,-7.803753371518076,-10.57184254850163
174,-1.8332583884698475,b0451,amtB,-9.212360335322611,-1.8332583884698475,-6.89289298515704,-6.949895904102245,-7.803753371518076,-10.57184254850163
175,-3.2902888010427516,b0452,tesB,-3.2902888010427516,-4.263241975819718,-7.455297026968477,-12.294053069749722,-4.352742284143702,-11.287839278469512
176,-2.9067112335686462,b0458,ylaC,-2.9067112335686462,-7.920033115382155,-6.271921408999763,-15.094470649194648,-5.966518598176401,-9.446808760234676
177,-3.815418412907005,b0460,hha,-3.815418412907005,-4.844798090971201,-11.325907893273817,-7.229529839565905,-5.7878268094330245,-8.716613505324911
178,-3.815418412907005,b0461,tomB,-3.815418412907005,-4.844798090971201,-11.325907893273817,-7.229529839565905,-5.7878268094330245,-8.716613505324911
179,-4.686725589430561,b0463,acrA,-5.498770633022616,-4.686725589430561,-7.758519063491512,-10.687751757298214,-8.786852773064343,-11.009306400671322
180,-3.2042682793473984,b0464,acrR,-3.2042682793473984,-4.263241975819718,-7.62458532271712,-12.012585693940263,-5.200040144530905,-11.120785193806347
181,-4.003151844767114,b0465,mscK,-4.003151844767114,-5.892766646820556,-10.751133892972804,-16.226340159619237,-8.276693860437122,-10.367674548478846
182,-5.079211094469638,b0469,apt,-5.079211094469638,-6.119539966185346,-5.124000077822239,-11.256146167646346,-6.877976979318674,-9.59488729360642
183,-4.820256982055084,b0470,dnaX,-5.77679079456266,-4.820256982055084,-5.485545214839318,-11.836306451602272,-9.367455274629492,-12.57553752402012
184,-5.839980179922372,b0471,ybaB,-6.894698465522892,-10.048264821231422,-10.544716835270556,-5.839980179922372,-13.035645994684874,-9.260134888701858
185,-5.839980179922372,b0472,recR,-6.894698465522892,-10.048264821231422,-10.544716835270556,-5.839980179922372,-13.035645994684874,-9.260134888701858
